u,g,r,i,z,y,time
23.4272,23.4079,23.6408,24.0049,24.3239,24.5304,0.05
22.7092,22.6223,22.8747,23.3268,23.6236,23.8505,0.15
22.3526,22.1852,22.4457,22.9118,23.1454,23.3805,0.25
22.1867,21.8956,22.1462,22.5953,22.8863,23.1466,0.35
22.1603,21.7025,21.9071,22.3535,22.6856,22.9522,0.45
22.1960,21.5791,21.7469,22.1771,22.5027,22.8204,0.55
22.3273,21.5061,21.6164,22.0167,22.3592,22.7061,0.65
22.4432,21.4592,21.5090,21.9157,22.2155,22.6043,0.75
22.6025,21.4473,21.4145,21.7985,22.1328,22.4825,0.85
22.7950,21.4781,21.3663,21.7105,22.0549,22.4493,0.95
23.0178,21.5335,21.2877,21.6325,21.9898,22.3688,1.05
23.2069,21.6112,21.2374,21.6008,21.9103,22.3028,1.15
23.3743,21.6997,21.1869,21.5404,21.8804,22.2578,1.25
23.5926,21.8103,21.1347,21.4877,21.8331,22.1943,1.35
23.7953,21.9548,21.1074,21.4576,21.8141,22.1968,1.45
24.0337,22.1022,21.0898,21.4141,21.7891,22.1598,1.55
24.1437,22.2049,21.0754,21.3897,21.7551,22.1194,1.65
24.3865,22.3981,21.0974,21.3659,21.7300,22.1213,1.75
24.4898,22.5055,21.0964,21.3487,21.7347,22.0883,1.85
24.7189,22.6565,21.1604,21.3355,21.6988,22.0824,1.95
24.7517,22.7582,21.1795,21.3226,21.6976,22.0446,2.05
24.9922,22.8787,21.2438,21.3269,21.6965,22.0293,2.15
25.0873,22.9368,21.3057,21.2926,21.6989,21.9783,2.25
25.3168,23.0724,21.3622,21.2992,21.6812,21.9580,2.35
25.3562,23.1152,21.4158,21.2687,21.6849,21.9119,2.45
25.5074,23.2428,21.4684,21.2501,21.6817,21.8488,2.55
25.6331,23.2933,21.5247,21.2328,21.6591,21.8025,2.65
25.7250,23.3509,21.5820,21.2125,21.6545,21.7509,2.75
25.9124,23.4660,21.6550,21.2078,21.6475,21.7043,2.85
26.0005,23.5161,21.7073,21.1944,21.6122,21.6379,2.95
26.1003,23.5786,21.7528,21.1983,21.6011,21.5947,3.05
26.2479,23.7154,21.8329,21.2018,21.5822,21.5545,3.15
26.3596,23.7813,21.9124,21.2170,21.5793,21.5399,3.25
26.4620,23.8305,21.9362,21.2223,21.5793,21.4896,3.35
26.7057,23.9377,22.0008,21.2427,21.5459,21.4620,3.45
26.7426,23.9892,22.0790,21.2572,21.5658,21.4801,3.55
26.7719,24.0572,22.1351,21.2946,21.5626,21.4638,3.65
26.8585,24.1818,22.1705,21.3022,21.5401,21.4557,3.75
27.1083,24.2303,22.2336,21.3363,21.5626,21.4421,3.85
27.2005,24.2871,22.2957,21.3626,21.5613,21.4416,3.95
27.2738,24.3816,22.3369,21.3927,21.5700,21.4622,4.05
27.3115,24.4752,22.3694,21.4271,21.5659,21.4659,4.15
27.6383,24.5256,22.4385,21.4693,21.5892,21.4482,4.25
27.7102,24.5605,22.4768,21.4917,21.6246,21.4870,4.35
27.5516,24.6034,22.5274,21.5270,21.6520,21.4741,4.45
27.7372,24.6887,22.5629,21.5658,21.6837,21.5087,4.55
27.7847,24.7408,22.6172,21.6217,21.7236,21.4913,4.65
28.1668,24.7904,22.6769,21.6691,21.7590,21.5373,4.75
28.1258,24.8650,22.7059,21.7074,21.8064,21.5643,4.85
28.1830,24.9266,22.7568,21.7359,21.8361,21.5761,4.95
28.2012,24.9874,22.7898,21.7809,21.8496,21.6100,5.05
28.5722,25.0512,22.8390,21.8528,21.9517,21.6130,5.15
28.3946,25.0777,22.9176,21.8826,21.9918,21.6517,5.25
28.3576,25.1609,22.9610,21.9297,22.0471,21.6737,5.35
28.5063,25.1480,22.9696,21.9651,22.0683,21.6826,5.45
28.5495,25.2711,23.0232,22.0269,22.1020,21.7039,5.55
28.9554,25.2203,23.0604,22.0568,22.1158,21.7213,5.65
28.7783,25.3192,23.1159,22.1018,22.1859,21.7361,5.75
28.7557,25.3527,23.1744,22.1320,22.2298,21.7712,5.85
28.8756,25.3991,23.2000,22.2005,22.2407,21.7902,5.95
28.8724,25.4554,23.2190,22.2477,22.2848,21.8152,6.05
29.1438,25.4914,23.2490,22.2894,22.3199,21.8396,6.15
28.8001,25.5329,23.3045,22.3283,22.3615,21.8793,6.25
29.2186,25.5528,23.3525,22.3416,22.3873,21.8811,6.35
29.2119,25.6245,23.3882,22.4081,22.4179,21.9346,6.45
29.3833,25.5899,23.4461,22.4235,22.4636,21.9720,6.55
29.1303,25.6928,23.4460,22.4740,22.4584,21.9884,6.65
29.1027,25.6604,23.4683,22.5110,22.4811,22.0164,6.75
29.3059,25.7312,23.5221,22.5581,22.5382,22.0285,6.85
29.4772,25.8163,23.5623,22.6111,22.5561,22.0579,6.95
29.3266,25.7693,23.5791,22.6304,22.5809,22.0686,7.05
29.6138,25.8593,23.6131,22.6673,22.5986,22.1261,7.15
29.3338,25.8296,23.6281,22.7076,22.6349,22.1184,7.25
29.5055,25.8594,23.6716,22.7104,22.6465,22.1774,7.35
29.5229,25.8912,23.6812,22.7568,22.6485,22.1862,7.45
29.4762,25.9559,23.7112,22.8060,22.6967,22.2252,7.55
29.7814,25.9612,23.7315,22.8366,22.7242,22.2547,7.65
29.5948,26.0124,23.7652,22.8500,22.7229,22.2709,7.75
29.7169,26.0393,23.7975,22.8930,22.7643,22.2947,7.85
29.9342,26.0509,23.7972,22.9098,22.7900,22.3218,7.95
29.9541,26.0943,23.8272,22.9529,22.7793,22.3567,8.05
29.7392,26.1493,23.8691,22.9522,22.7967,22.3868,8.15
29.9742,26.1662,23.8758,22.9923,22.8781,22.4169,8.25
29.5449,26.1951,23.8918,23.0070,22.8594,22.4267,8.35
29.9322,26.2481,23.9378,23.0570,22.8807,22.4999,8.45
29.7684,26.2263,23.9624,23.0555,22.9337,22.4975,8.55
29.8600,26.1883,24.0090,23.0726,22.9146,22.5417,8.65
29.7381,26.2583,24.0209,23.1192,22.9493,22.5391,8.75
29.9759,26.2495,24.0003,23.1055,22.9599,22.5996,8.85
30.3477,26.3323,24.0403,23.1978,22.9987,22.6041,8.95
