u,g,r,i,z,y,time
24.5721,22.2301,22.1136,22.3826,22.6590,22.8817,0.15
24.8831,22.2269,21.8675,22.0903,22.3830,22.6736,0.25
25.1809,22.3962,21.7658,21.9131,22.1837,22.4841,0.35
25.3403,22.6158,21.7491,21.7992,22.0241,22.3510,0.45
25.5485,22.8433,21.7824,21.7643,21.9142,22.2360,0.55
25.7200,23.0810,21.8528,21.7588,21.8295,22.1532,0.65
25.9233,23.2957,21.9808,21.7656,21.7883,22.0764,0.75
26.0365,23.4770,22.1342,21.7874,21.7709,22.0022,0.85
26.2152,23.6550,22.3120,21.8304,21.7619,21.9269,0.95
26.3482,23.8138,22.4958,21.8982,21.7866,21.9068,1.05
26.4350,23.9719,22.6823,21.9871,21.8142,21.8712,1.15
26.6043,24.1255,22.8157,22.0812,21.8432,21.8787,1.25
26.6732,24.2488,22.9243,22.1786,21.8974,21.8915,1.35
26.8532,24.3900,23.0190,22.2712,21.9254,21.9102,1.45
26.9142,24.5076,23.1099,22.3688,21.9853,21.9498,1.55
27.0639,24.6324,23.1890,22.4661,22.0284,21.9830,1.65
27.1334,24.7362,23.2655,22.5499,22.1108,22.0327,1.75
27.2506,24.8198,23.3395,22.6325,22.1596,22.0922,1.85
27.2752,24.9145,23.4182,22.6973,22.2422,22.1372,1.95
27.3652,25.0319,23.4779,22.7674,22.3116,22.1841,2.05
27.4652,25.0871,23.5464,22.8298,22.3704,22.2367,2.15
27.6282,25.2076,23.6143,22.8972,22.4516,22.2960,2.25
27.6530,25.2422,23.6709,22.9418,22.5190,22.3610,2.35
27.7222,25.3315,23.7227,22.9855,22.5566,22.4059,2.45
27.7939,25.4000,23.7829,23.0572,22.6451,22.4587,2.55
27.9422,25.4548,23.8569,23.1183,22.6876,22.4917,2.65
27.9553,25.5154,23.9008,23.1604,22.7364,22.5619,2.75
28.0602,25.5942,23.9567,23.2209,22.7973,22.6247,2.85
28.2659,25.6651,24.0258,23.2707,22.8487,22.6837,2.95
28.2169,25.7179,24.0653,23.3173,22.8947,22.7449,3.05
28.2975,25.7796,24.1144,23.3700,22.9498,22.7762,3.15
28.3354,25.8081,24.1646,23.4182,23.0044,22.8438,3.25
28.4112,25.8482,24.2254,23.4655,23.0564,22.8974,3.35
28.4967,25.9065,24.2827,23.5087,23.1346,22.9468,3.45
28.6265,25.9726,24.3203,23.5541,23.1667,23.0017,3.55
28.7128,26.0152,24.3571,23.6014,23.2004,23.0716,3.65
28.7009,26.0190,24.4060,23.6468,23.2870,23.1216,3.75
28.8861,26.0557,24.4815,23.6852,23.3161,23.1779,3.85
28.8382,26.1404,24.4883,23.7228,23.3577,23.2325,3.95
28.9499,26.1904,24.5526,23.7851,23.4116,23.2827,4.05
29.0047,26.2546,24.5994,23.8193,23.4492,23.3399,4.15
29.1202,26.2993,24.6544,23.8454,23.4974,23.3892,4.25
29.2088,26.3178,24.7019,23.9245,23.5546,23.4226,4.35
29.1953,26.3323,24.7208,23.9373,23.5932,23.4580,4.45
29.0524,26.4465,24.7857,23.9876,23.6441,23.5164,4.55
29.2023,26.4443,24.8328,24.0404,23.6756,23.5643,4.65
29.4272,26.4901,24.8690,24.0853,23.7247,23.6166,4.75
29.6163,26.5081,24.9221,24.1197,23.7603,23.6857,4.85
29.5426,26.5911,24.9626,24.1520,23.8137,23.6965,4.95
29.7202,26.6388,25.0078,24.1939,23.8470,23.7684,5.05
29.5218,26.6257,25.0685,24.2522,23.8802,23.7817,5.15
29.9182,26.6717,25.0732,24.2689,23.9257,23.8314,5.25
29.8259,26.7153,25.1306,24.3211,23.9775,23.8589,5.35
29.8518,26.7911,25.1750,24.3606,24.0012,23.9213,5.45
30.0337,26.8077,25.2043,24.3840,24.0287,23.9388,5.55
29.9966,26.8667,25.2353,24.4313,24.0956,23.9953,5.65
30.1405,26.8905,25.2648,24.4649,24.1145,24.0240,5.75
30.0503,26.9565,25.3046,24.5340,24.1499,24.0868,5.85
30.2526,26.9593,25.3624,24.5593,24.2201,24.1303,5.95
30.2983,27.0193,25.3908,24.5995,24.2057,24.1298,6.05
30.5060,27.0674,25.4100,24.6386,24.2870,24.2099,6.15
30.4178,27.0911,25.4680,24.6492,24.3163,24.2229,6.25
30.8536,27.1225,25.4989,24.7046,24.3398,24.2849,6.35
30.6806,27.1774,25.5388,24.7661,24.3995,24.2999,6.45
30.9213,27.1817,25.5719,24.7984,24.4210,24.3422,6.55
30.5576,27.2100,25.6154,24.8057,24.4576,24.3895,6.65
30.8752,27.2844,25.6440,24.8572,24.5198,24.4245,6.75
30.8470,27.3149,25.6702,24.8892,24.5762,24.4739,6.85
30.9189,27.3499,25.7412,24.9220,24.5742,24.5089,6.95
30.8091,27.3724,25.7309,24.9626,24.6075,24.5214,7.05
31.1016,27.4017,25.7802,24.9757,24.6309,24.5907,7.15
31.0576,27.4504,25.7999,25.0232,24.6868,24.6185,7.25
31.2007,27.4434,25.8241,25.0614,24.6948,24.6525,7.35
31.1213,27.5103,25.9180,25.0943,24.7830,24.6889,7.45
31.3473,27.5539,25.9125,25.1285,24.7650,24.7212,7.55
31.6120,27.6331,25.9457,25.1474,24.8449,24.7649,7.65
31.3874,27.6305,25.9744,25.1954,24.8732,24.7937,7.75
31.6927,27.7189,26.0352,25.2685,24.9132,24.8202,7.85
31.4637,27.6791,26.0515,25.2330,24.9287,24.8756,7.95
31.7045,27.7895,26.0684,25.3359,24.9512,24.8909,8.05
31.9024,27.7686,26.0719,25.3487,25.0059,24.9261,8.15
