u,g,r,i,z,y,time
22.4230,20.6332,20.6833,21.0004,21.2616,21.5204,0.15
22.8807,20.5488,20.4344,20.7006,21.0210,21.3330,0.25
23.1819,20.6586,20.3108,20.5049,20.8275,21.1419,0.35
23.3795,20.8433,20.2646,20.3560,20.6786,21.0301,0.45
23.5986,21.0421,20.2682,20.2960,20.5674,20.9099,0.55
23.8200,21.2500,20.3122,20.2691,20.4730,20.8308,0.65
24.0162,21.4521,20.4007,20.2665,20.4146,20.7501,0.75
24.1662,21.6331,20.5149,20.2825,20.3625,20.6855,0.85
24.3389,21.8174,20.6585,20.3047,20.3238,20.6058,0.95
24.4578,21.9898,20.8230,20.3522,20.3207,20.5603,1.05
24.5988,22.1548,20.9976,20.4106,20.3203,20.5248,1.15
24.7321,22.2944,21.1462,20.4667,20.3380,20.5241,1.25
24.8512,22.4097,21.2680,20.5391,20.3815,20.5125,1.35
24.9931,22.5564,21.3498,20.6162,20.4093,20.5149,1.45
25.0700,22.6583,21.4511,20.7032,20.4586,20.5364,1.55
25.2075,22.7786,21.5264,20.7863,20.5017,20.5507,1.65
25.2610,22.8802,21.6085,20.8629,20.5741,20.5849,1.75
25.3930,22.9521,21.6718,20.9455,20.6246,20.6395,1.85
25.4301,23.0573,21.7415,21.0212,20.6927,20.6611,1.95
25.5287,23.1575,21.8026,21.0994,20.7387,20.7203,2.05
25.5576,23.2195,21.8634,21.1701,20.7923,20.7619,2.15
25.7476,23.3227,21.9292,21.2416,20.8623,20.8282,2.25
25.7609,23.3714,21.9788,21.2929,20.9391,20.8718,2.35
25.7887,23.4573,22.0246,21.3312,20.9825,20.9191,2.45
25.8236,23.5165,22.0934,21.4091,21.0553,20.9691,2.55
26.0010,23.5828,22.1675,21.4582,21.0971,21.0008,2.65
26.0237,23.6375,22.2048,21.5138,21.1482,21.0725,2.75
26.1280,23.7173,22.2594,21.5619,21.2191,21.1227,2.85
26.3122,23.7867,22.3173,21.6188,21.2646,21.1965,2.95
26.3426,23.8316,22.3576,21.6680,21.3269,21.2411,3.05
26.3451,23.8931,22.4049,21.7247,21.3617,21.2956,3.15
26.3278,23.9255,22.4635,21.7690,21.4259,21.3562,3.25
26.4115,23.9918,22.5054,21.8230,21.4760,21.4155,3.35
26.5464,24.0364,22.5767,21.8685,21.5429,21.4696,3.45
26.6533,24.0916,22.6049,21.9106,21.5909,21.5242,3.55
26.6171,24.1422,22.6425,21.9550,21.6474,21.5704,3.65
26.7620,24.1536,22.6845,22.0237,21.7126,21.6345,3.75
26.7925,24.2277,22.7530,22.0488,21.7481,21.7046,3.85
26.8415,24.2830,22.7571,22.0969,21.7901,21.7576,3.95
26.8931,24.3218,22.8270,22.1610,21.8394,21.8197,4.05
26.9970,24.4004,22.8730,22.1837,21.8964,21.8657,4.15
26.9504,24.4351,22.9191,22.2214,21.9364,21.9209,4.25
27.1391,24.4501,22.9817,22.2878,21.9866,21.9587,4.35
27.0725,24.4724,23.0007,22.3038,22.0292,21.9905,4.45
27.0646,24.5646,23.0550,22.3697,22.0630,22.0720,4.55
27.1462,24.5932,23.1066,22.4161,22.1038,22.1148,4.65
27.3152,24.6101,23.1466,22.4605,22.1669,22.1533,4.75
27.4253,24.6505,23.2018,22.4795,22.2224,22.2254,4.85
27.4330,24.7235,23.2254,22.5301,22.2518,22.2418,4.95
27.5873,24.7772,23.2752,22.5615,22.3100,22.3029,5.05
27.4626,24.7764,23.3341,22.6109,22.3290,22.3438,5.15
27.7150,24.8119,23.3486,22.6431,22.3613,22.4013,5.25
27.6136,24.8537,23.4010,22.7063,22.3998,22.4267,5.35
27.8209,24.9261,23.4510,22.7227,22.4482,22.4845,5.45
27.8536,24.9330,23.4751,22.7495,22.4740,22.5281,5.55
27.9352,24.9897,23.5035,22.8071,22.5456,22.5572,5.65
27.8656,25.0138,23.5405,22.8387,22.5595,22.5994,5.75
28.0141,25.0624,23.6028,22.8805,22.6027,22.6735,5.85
28.0296,25.0893,23.6384,22.9290,22.6530,22.7242,5.95
28.2112,25.1496,23.6597,22.9697,22.6294,22.7432,6.05
28.3475,25.1687,23.6969,23.0031,22.7376,22.7898,6.15
28.4080,25.2145,23.7310,23.0246,22.7541,22.8175,6.25
28.6233,25.2405,23.7771,23.0674,22.7949,22.8770,6.35
28.4400,25.3012,23.8092,23.1393,22.8421,22.8830,6.45
28.4931,25.3122,23.8535,23.1488,22.8888,22.9217,6.55
28.4636,25.3202,23.8932,23.1751,22.9106,22.9885,6.65
28.5702,25.3846,23.9339,23.2336,22.9490,23.0195,6.75
28.5962,25.4221,23.9464,23.2705,23.0171,23.0522,6.85
28.7358,25.4718,24.0065,23.2854,23.0328,23.1055,6.95
28.7104,25.4758,24.0158,23.3208,23.0600,23.1132,7.05
28.9122,25.5039,24.0643,23.3380,23.0955,23.1749,7.15
28.8686,25.5577,24.0891,23.3930,23.1347,23.2120,7.25
28.8788,25.5705,24.1085,23.4213,23.1647,23.2401,7.35
28.9653,25.6193,24.1994,23.4704,23.2254,23.2857,7.45
29.0833,25.6683,24.1945,23.4821,23.2359,23.3109,7.55
29.4084,25.7120,24.2340,23.5224,23.2951,23.3715,7.65
29.0380,25.7253,24.2517,23.5890,23.3018,23.4138,7.75
29.3882,25.7983,24.3197,23.6328,23.3605,23.4105,7.85
29.1651,25.7858,24.3312,23.6046,23.4030,23.4667,7.95
29.5149,25.8636,24.3560,23.7021,23.4077,23.4731,8.05
29.5405,25.8490,24.3723,23.7282,23.4388,23.5203,8.15
29.4482,25.9554,24.3919,23.7393,23.4835,23.5565,8.25
29.3343,26.0096,24.4455,23.7911,23.5080,23.5922,8.35
29.5125,26.0379,24.5151,23.7951,23.5289,23.6396,8.45
29.8792,26.0382,24.5216,23.8332,23.5969,23.6552,8.55
29.8980,26.0841,24.5583,23.8871,23.6164,23.7441,8.65
29.8242,26.0639,24.5737,23.9285,23.6170,23.6738,8.75
29.8840,26.1529,24.6404,23.9431,23.6868,23.7717,8.85
29.9176,26.1869,24.6960,24.0300,23.7971,23.8649,8.95
30.5191,26.6737,25.1060,24.5701,24.4601,24.6467,9.05
31.6300,27.2804,25.8020,25.3452,25.2431,25.6266,9.15
32.8997,28.0526,26.5263,26.3258,26.3868,26.8701,9.25
32.4809,28.9901,27.6287,27.5998,27.7341,28.2536,9.35
34.2984,30.1445,28.6064,28.7601,28.8045,29.0830,9.45
34.8811,31.4011,29.7089,29.7913,29.8171,30.8828,9.55
34.5306,32.3935,30.5339,30.5391,30.3393,30.2940,9.65
40.9236,32.7107,31.3363,31.1721,31.8034,31.5811,9.75
34.0898,33.3971,32.0013,31.8847,33.6514,32.6894,9.85
36.0157,35.5268,34.2372,32.0798,33.6518,33.2207,9.95
-9999.0000,34.2769,33.0809,33.6503,-9999.0000,34.4982,10.05
-9999.0000,34.1642,33.1195,33.8425,-9999.0000,-9999.0000,10.15
-9999.0000,34.3015,33.0247,34.1783,-9999.0000,-9999.0000,10.25
-9999.0000,34.5927,33.9387,-9999.0000,-9999.0000,-9999.0000,10.35
-9999.0000,35.1297,34.4625,33.7540,-9999.0000,-9999.0000,10.45
-9999.0000,34.2737,33.8687,36.7469,33.9563,-9999.0000,10.55
-9999.0000,34.6311,33.3966,33.4159,-9999.0000,-9999.0000,10.65
-9999.0000,-9999.0000,-9999.0000,42.2695,33.8629,-9999.0000,10.75
-9999.0000,-9999.0000,34.2407,-9999.0000,-9999.0000,-9999.0000,10.85
-9999.0000,34.9679,34.0899,-9999.0000,-9999.0000,-9999.0000,10.95
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.05
-9999.0000,-9999.0000,-9999.0000,34.5692,33.0827,34.6474,11.15
-9999.0000,-9999.0000,34.2963,34.4253,-9999.0000,-9999.0000,11.25
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.35
-9999.0000,35.5299,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.45
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.55
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.65
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.75
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.85
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.95
