u,g,r,i,z,y,time
24.5217,22.1933,22.0825,22.3532,22.6295,22.8520,0.15
24.8354,22.1877,21.8364,22.0606,22.3538,22.6461,0.25
25.1338,22.3554,21.7337,21.8827,22.1551,22.4548,0.35
25.2943,22.5739,21.7163,21.7677,21.9953,22.3229,0.45
25.5032,22.8001,21.7488,21.7319,21.8856,22.2080,0.55
25.6761,23.0369,21.8180,21.7261,21.8004,22.1259,0.65
25.8788,23.2515,21.9448,21.7325,21.7585,22.0489,0.75
25.9935,23.4332,22.0969,21.7540,21.7401,21.9744,0.85
26.1726,23.6116,22.2737,21.7965,21.7300,21.8987,0.95
26.3056,23.7705,22.4577,21.8632,21.7542,21.8775,1.05
26.3927,23.9286,22.6445,21.9508,21.7812,21.8422,1.15
26.5610,24.0819,22.7783,22.0435,21.8097,21.8491,1.25
26.6321,24.2050,22.8871,22.1408,21.8637,21.8614,1.35
26.8104,24.3464,22.9815,22.2327,21.8917,21.8794,1.45
26.8715,24.4638,23.0724,22.3301,21.9512,21.9185,1.55
27.0205,24.5883,23.1509,22.4274,21.9941,21.9513,1.65
27.0899,24.6920,23.2279,22.5109,22.0767,21.9998,1.75
27.2071,24.7754,23.3015,22.5936,22.1250,22.0598,1.85
27.2336,24.8702,23.3801,22.6587,22.2071,22.1049,1.95
27.3226,24.9871,23.4394,22.7299,22.2757,22.1515,2.05
27.4205,25.0428,23.5076,22.7917,22.3346,22.2039,2.15
27.5850,25.1628,23.5758,22.8590,22.4154,22.2633,2.25
27.6095,25.1976,23.6321,22.9041,22.4833,22.3277,2.35
27.6759,25.2867,23.6837,22.9473,22.5213,22.3727,2.45
27.7474,25.3555,23.7440,23.0194,22.6088,22.4255,2.55
27.8955,25.4101,23.8183,23.0806,22.6514,22.4583,2.65
27.9090,25.4702,23.8623,23.1226,22.7003,22.5291,2.75
28.0143,25.5500,23.9177,23.1830,22.7619,22.5912,2.85
28.2213,25.6203,23.9864,23.2329,22.8131,22.6503,2.95
28.1735,25.6734,24.0254,23.2799,22.8592,22.7112,3.05
28.2513,25.7348,24.0749,23.3325,22.9136,22.7429,3.15
28.2868,25.7631,24.1256,23.3803,22.9685,22.8104,3.25
28.3646,25.8039,24.1858,23.4284,23.0204,22.8643,3.35
28.4488,25.8620,24.2432,23.4720,23.0985,22.9140,3.45
28.5798,25.9283,24.2805,23.5167,23.1311,22.9686,3.55
28.6636,25.9712,24.3173,23.5639,23.1654,23.0381,3.65
28.6551,25.9749,24.3658,23.6095,23.2516,23.0888,3.75
28.8359,26.0121,24.4420,23.6479,23.2808,23.1448,3.85
28.7900,26.0961,24.4482,23.6856,23.3223,23.1990,3.95
28.9006,26.1461,24.5130,23.7486,23.3760,23.2509,4.05
28.9581,26.2106,24.5594,23.7825,23.4138,23.3081,4.15
29.0670,26.2558,24.6143,23.8079,23.4622,23.3571,4.25
29.1620,26.2740,24.6621,23.8871,23.5197,23.3901,4.35
29.1426,26.2878,24.6807,23.9006,23.5584,23.4252,4.45
29.0035,26.4019,24.7461,23.9503,23.6089,23.4850,4.55
29.1531,26.4002,24.7932,24.0029,23.6406,23.5322,4.65
29.3752,26.4448,24.8295,24.0484,23.6893,23.5837,4.75
29.5641,26.4642,24.8821,24.0820,23.7262,23.6526,4.85
29.4916,26.5472,24.9223,24.1154,23.7787,23.6637,4.95
29.6693,26.5949,24.9672,24.1577,23.8116,23.7368,5.05
29.4740,26.5811,25.0287,24.2145,23.8450,23.7498,5.15
29.8641,26.6280,25.0331,24.2315,23.8906,23.7995,5.25
29.7710,26.6708,25.0911,24.2845,23.9419,23.8266,5.35
29.7994,26.7467,25.1352,24.3241,23.9664,23.8890,5.45
29.9816,26.7623,25.1640,24.3463,23.9935,23.9080,5.55
29.9528,26.8227,25.1955,24.3938,24.0606,23.9630,5.65
30.0811,26.8451,25.2259,24.4275,24.0789,23.9922,5.75
29.9997,26.9117,25.2653,24.4957,24.1156,24.0548,5.85
30.1990,26.9153,25.3224,24.5221,24.1843,24.0999,5.95
30.2475,26.9752,25.3506,24.5625,24.1699,24.0988,6.05
30.4535,27.0220,25.3703,24.6010,24.2531,24.1783,6.15
30.3713,27.0461,25.4281,24.6109,24.2819,24.1913,6.25
30.8012,27.0776,25.4590,24.6679,24.3053,24.2539,6.35
30.6277,27.1323,25.4997,24.7297,24.3644,24.2684,6.45
30.8622,27.1370,25.5320,24.7613,24.3864,24.3108,6.55
30.5119,27.1648,25.5747,24.7696,24.4236,24.3575,6.65
30.8178,27.2390,25.6043,24.8202,24.4843,24.3933,6.75
30.7909,27.2696,25.6305,24.8514,24.5416,24.4423,6.85
30.8647,27.3050,25.7015,24.8851,24.5392,24.4775,6.95
30.7574,27.3265,25.6912,24.9243,24.5730,24.4896,7.05
31.0491,27.3565,25.7402,24.9375,24.5969,24.5598,7.15
31.0039,27.4045,25.7602,24.9857,24.6519,24.5881,7.25
31.1487,27.3988,25.7840,25.0249,24.6599,24.6220,7.35
31.0659,27.4649,25.8790,25.0567,24.7484,24.6578,7.45
31.2934,27.5093,25.8727,25.0912,24.7307,24.6911,7.55
31.5531,27.5866,25.9061,25.1109,24.8109,24.7333,7.65
31.3249,27.5845,25.9350,25.1583,24.8372,24.7637,7.75
31.6371,27.6734,25.9963,25.2312,24.8781,24.7877,7.85
31.4044,27.6335,26.0119,25.1956,24.8952,24.8447,7.95
31.6538,27.7428,26.0291,25.2984,24.9165,24.8603,8.05
31.8413,27.7220,26.0327,25.3119,24.9700,24.8950,8.15
31.5338,27.8364,26.0700,25.3121,25.0228,24.9153,8.25
31.6500,27.9057,26.1143,25.3741,25.0458,24.9536,8.35
31.6399,27.9027,26.2003,25.4025,25.0467,24.9806,8.45
32.2058,27.9250,26.1835,25.4337,25.1002,25.0343,8.55
31.9473,27.9478,26.2412,25.4814,25.1324,25.0852,8.65
32.2647,27.9479,26.2398,25.5110,25.1647,25.0283,8.75
32.1434,28.0340,26.3004,25.5394,25.1908,25.1570,8.85
32.0572,28.0692,26.3654,25.6196,25.2958,25.2381,8.95
32.8711,28.5445,26.7902,26.1006,25.9373,25.9717,9.05
33.6674,29.2189,27.4665,26.8481,26.6851,26.8652,9.15
35.5544,30.0386,28.1186,27.8023,27.7760,28.0201,9.25
34.1381,31.0332,29.1526,29.0533,29.0869,29.4727,9.35
36.7943,32.0633,30.1343,30.2819,30.1639,30.2904,9.45
