u,g,r,i,z,y,time
24.7303,22.3460,22.2110,22.4752,22.7509,22.9723,0.15
25.0337,22.3507,21.9650,22.1832,22.4743,22.7594,0.25
25.3292,22.5253,21.8662,22.0072,22.2727,22.5747,0.35
25.4851,22.7487,21.8520,21.8977,22.1135,22.4385,0.45
25.6908,22.9801,21.8878,21.8656,22.0035,22.3231,0.55
25.8579,23.2205,21.9622,21.8609,21.9210,22.2379,0.65
26.0633,23.4352,22.0939,21.8689,21.8821,22.1634,0.75
26.1719,23.6152,22.2518,21.8924,21.8675,22.0894,0.85
26.3488,23.7922,22.4321,21.9366,21.8619,22.0146,0.95
26.4821,23.9508,22.6154,22.0084,21.8885,21.9978,1.05
26.5690,24.1087,22.8008,22.1016,21.9180,21.9632,1.15
26.7406,24.2631,22.9327,22.1994,21.9479,21.9719,1.25
26.8035,24.3874,23.0411,22.2976,22.0033,21.9859,1.35
26.9878,24.5282,23.1365,22.3932,22.0314,22.0063,1.45
27.0488,24.6462,23.2279,22.4906,22.0925,22.0479,1.55
27.2005,24.7716,23.3086,22.5880,22.1361,22.0826,1.65
27.2704,24.8764,23.3837,22.6734,22.2180,22.1351,1.75
27.3866,24.9601,23.4590,22.7541,22.2684,22.1930,1.85
27.4060,25.0548,23.5378,22.8182,22.3532,22.2391,1.95
27.4982,25.1736,23.5988,22.8855,22.4247,22.2866,2.05
27.6060,25.2274,23.6686,22.9488,22.4832,22.3399,2.15
27.7648,25.3488,23.7356,23.0177,22.5654,22.3982,2.25
27.7902,25.3831,23.7931,23.0602,22.6314,22.4658,2.35
27.8695,25.4726,23.8455,23.1054,22.6673,22.5096,2.45
27.9416,25.5410,23.9052,23.1760,22.7591,22.5631,2.55
28.0896,25.5965,23.9786,23.2362,22.8011,22.5969,2.65
28.1010,25.6582,24.0218,23.2789,22.8496,22.6656,2.75
28.2041,25.7339,24.0800,23.3384,22.9090,22.7303,2.85
28.4080,25.8066,24.1497,23.3896,22.9608,22.7875,2.95
28.3549,25.8585,24.1912,23.4337,23.0070,22.8502,3.05
28.4452,25.9213,24.2390,23.4873,23.0639,22.8816,3.15
28.4895,25.9503,24.2874,23.5367,23.1169,22.9492,3.25
28.5579,25.9881,24.3504,23.5820,23.1698,23.0016,3.35
28.6480,26.0468,24.4076,23.6245,23.2478,23.0504,3.45
28.7746,26.1129,24.4452,23.6726,23.2781,23.1047,3.55
28.8683,26.1541,24.4828,23.7179,23.3111,23.1774,3.65
28.8474,26.1583,24.5328,23.7641,23.3983,23.2261,3.75
29.0448,26.1936,24.6065,23.8038,23.4260,23.2802,3.85
28.9888,26.2807,24.6148,23.8384,23.4688,23.3351,3.95
29.1049,26.3305,24.6775,23.8998,23.5237,23.3828,4.05
29.1518,26.3936,24.7258,23.9351,23.5608,23.4411,4.15
29.2874,26.4363,24.7805,23.9625,23.6081,23.4892,4.25
29.3544,26.4561,24.8272,24.0417,23.6641,23.5261,4.35
29.3625,26.4726,24.8476,24.0526,23.7032,23.5608,4.45
29.2083,26.5879,24.9108,24.1054,23.7551,23.6150,4.55
29.3591,26.5839,24.9575,24.1592,23.7855,23.6666,4.65
29.5908,26.6335,24.9936,24.2022,23.8361,23.7192,4.75
29.7812,26.6467,25.0488,24.2389,23.8667,23.7892,4.85
29.7028,26.7301,25.0897,24.2681,23.9236,23.7987,4.95
29.8798,26.7774,25.1357,24.3076,23.9587,23.8684,5.05
29.6704,26.7665,25.1939,24.3699,23.9910,23.8821,5.15
30.0897,26.8097,25.1993,24.3874,24.0359,23.9304,5.25
29.9989,26.8555,25.2549,24.4369,24.0889,23.9604,5.35
30.0168,26.9322,25.3007,24.4775,24.1109,24.0203,5.45
30.2013,26.9512,25.3311,24.5008,24.1400,24.0366,5.55
30.1349,27.0062,25.3602,24.5472,24.2049,24.0968,5.65
30.3271,27.0339,25.3875,24.5841,24.2258,24.1242,5.75
30.2135,27.0977,25.4283,24.6554,24.2573,24.1852,5.85
30.4225,27.0985,25.4885,24.6732,24.3331,24.2262,5.95
30.4614,27.1581,25.5175,24.7166,24.3171,24.2259,6.05
30.6692,27.2109,25.5350,24.7575,24.3934,24.3085,6.15
30.5675,27.2339,25.5928,24.7687,24.4237,24.3222,6.25
31.0158,27.2649,25.6244,24.8219,24.4482,24.3836,6.35
30.8486,27.3205,25.6622,24.8828,24.5109,24.3989,6.45
31.1066,27.3229,25.6976,24.9130,24.5308,24.4433,6.55
30.7039,27.3527,25.7426,24.9206,24.5640,24.4906,6.65
31.0525,27.4280,25.7693,24.9730,24.6299,24.5238,6.75
31.0251,27.4578,25.7951,25.0049,24.6848,24.5731,6.85
31.0910,27.4917,25.8656,25.0381,24.6835,24.6081,6.95
30.9752,27.5173,25.8556,25.0818,24.7161,24.6222,7.05
31.2702,27.5449,25.9055,25.0953,24.7377,24.6867,7.15
31.2256,27.5955,25.9250,25.1391,24.7967,24.7118,7.25
31.3630,27.5848,25.9502,25.1766,24.8056,24.7489,7.35
31.2988,27.6540,26.0400,25.2135,24.8918,24.7852,7.45
31.5173,27.6949,26.0384,25.2438,24.8732,24.8175,7.55
31.8010,27.7801,26.0705,25.2635,24.9524,24.8627,7.65
31.5898,27.7766,26.0984,25.3110,24.9869,24.8880,7.75
31.8695,27.8624,26.1569,25.3861,25.0226,24.9154,7.85
31.6527,27.8232,26.1766,25.3507,25.0336,24.9723,7.95
31.8646,27.9374,26.1934,25.4531,25.0617,24.9879,8.05
32.0974,27.9164,26.1954,25.4613,25.1188,25.0239,8.15
31.7485,28.0324,26.2335,25.4646,25.1687,25.0449,8.25
31.9074,28.1000,26.2769,25.5266,25.1900,25.0829,8.35
31.8359,28.0962,26.3664,25.5561,25.1918,25.1048,8.45
32.4806,28.1193,26.3459,25.5896,25.2433,25.1643,8.55
32.1365,28.1412,26.4063,25.6354,25.2769,25.2080,8.65
32.5022,28.1415,26.4017,25.6680,25.3115,25.1583,8.75
32.3965,28.2310,26.4618,25.6943,25.3358,25.2819,8.85
32.2772,28.2640,26.5292,25.7720,25.4401,25.3666,8.95
33.0952,28.7376,26.9552,26.2492,26.0779,26.0934,9.05
33.8447,29.4250,27.6250,26.9881,26.8234,26.9776,9.15
35.7633,30.2496,28.2773,27.9458,27.8961,28.1457,9.25
34.3280,31.2497,29.3065,29.1841,29.2156,29.5575,9.35
36.9807,32.2792,30.2898,30.4148,30.2843,30.3943,9.45
36.4854,33.8251,31.3752,31.5399,31.1307,31.9628,9.55
38.4764,34.2529,32.4579,31.9818,32.1013,31.8363,9.65
-9999.0000,34.6313,33.2042,32.5377,33.6660,33.1215,9.75
37.8535,35.0256,33.6203,33.5909,34.5852,34.3806,9.85
-9999.0000,36.8031,35.8391,33.9517,34.5477,34.7974,9.95
-9999.0000,36.0953,34.9390,34.7948,36.5207,-9999.0000,10.05
-9999.0000,36.0116,34.5400,43.2829,35.0456,-9999.0000,10.15
-9999.0000,36.4151,34.9381,34.7108,-9999.0000,-9999.0000,10.25
-9999.0000,36.1382,35.4848,-9999.0000,-9999.0000,-9999.0000,10.35
-9999.0000,36.6677,36.0070,35.6677,36.6137,-9999.0000,10.45
-9999.0000,36.1432,35.2454,38.6703,35.4039,-9999.0000,10.55
-9999.0000,36.3930,35.3653,34.5968,-9999.0000,-9999.0000,10.65
-9999.0000,-9999.0000,-9999.0000,-9999.0000,35.4540,-9999.0000,10.75
-9999.0000,-9999.0000,35.7823,-9999.0000,-9999.0000,-9999.0000,10.85
-9999.0000,-9999.0000,35.2192,38.1348,-9999.0000,-9999.0000,10.95
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.05
-9999.0000,-9999.0000,-9999.0000,36.1671,35.5204,35.3106,11.15
-9999.0000,-9999.0000,35.8283,-9999.0000,35.6196,-9999.0000,11.25
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.35
-9999.0000,38.2426,37.3475,-9999.0000,-9999.0000,-9999.0000,11.45
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.55
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.65
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.75
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.85
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.95
