u,g,r,i,z,y,time
24.6898,22.3163,22.1862,22.4516,22.7275,22.9493,0.15
24.9950,22.3190,21.9402,22.1595,22.4510,22.7373,0.25
25.2912,22.4922,21.8406,21.9831,22.2501,22.5517,0.35
25.4480,22.7146,21.8257,21.8725,22.0908,22.4161,0.45
25.6543,22.9450,21.8609,21.8397,21.9808,22.3009,0.55
25.8225,23.1847,21.9342,21.8348,21.8976,22.2162,0.65
26.0274,23.3994,22.0649,21.8427,21.8581,22.1412,0.75
26.1372,23.5797,22.2217,21.8657,21.8428,22.0671,0.85
26.3147,23.7570,22.4014,21.9095,21.8363,21.9921,0.95
26.4479,23.9156,22.5849,21.9802,21.8625,21.9746,1.05
26.5347,24.0736,22.7705,22.0724,21.8914,21.9394,1.15
26.7057,24.2278,22.9029,22.1693,21.9212,21.9480,1.25
26.7701,24.3518,23.0111,22.2670,21.9762,21.9616,1.35
26.9534,24.4928,23.1065,22.3619,22.0043,21.9818,1.45
27.0143,24.6107,23.1977,22.4593,22.0651,22.0227,1.55
27.1655,24.7359,23.2781,22.5568,22.1086,22.0571,1.65
27.2353,24.8404,23.3534,22.6418,22.1906,22.1089,1.75
27.3518,24.9241,23.4284,22.7230,22.2405,22.1674,1.85
27.3725,25.0188,23.5073,22.7873,22.3247,22.2129,1.95
27.4641,25.1372,23.5679,22.8551,22.3958,22.2604,2.05
27.5698,25.1914,23.6374,22.9183,22.4543,22.3138,2.15
27.7297,25.3126,23.7046,22.9872,22.5363,22.3721,2.25
27.7549,25.3470,23.7618,23.0299,22.6027,22.4390,2.35
27.8316,25.4364,23.8140,23.0747,22.6390,22.4830,2.45
27.9036,25.5048,23.8739,23.1457,22.7299,22.5364,2.55
28.0517,25.5601,23.9474,23.2061,22.7721,22.5701,2.65
28.0637,25.6216,23.9908,23.2486,22.8207,22.6390,2.75
28.1673,25.6981,24.0484,23.3084,22.8804,22.7034,2.85
28.3715,25.7703,24.1179,23.3592,22.9321,22.7610,2.95
28.3194,25.8225,24.1590,23.4040,22.9782,22.8236,3.05
28.4070,25.8850,24.2070,23.4575,23.0346,22.8546,3.15
28.4499,25.9138,24.2559,23.5065,23.0882,22.9224,3.25
28.5205,25.9522,24.3184,23.5522,23.1408,22.9750,3.35
28.6092,26.0108,24.3755,23.5948,23.2189,23.0241,3.45
28.7365,26.0769,24.4133,23.6425,23.2496,23.0783,3.55
28.8284,26.1184,24.4505,23.6881,23.2827,23.1506,3.65
28.8097,26.1225,24.5003,23.7343,23.3698,23.1993,3.75
29.0040,26.1582,24.5744,23.7731,23.3980,23.2540,3.85
28.9504,26.2447,24.5824,23.8091,23.4405,23.3091,3.95
29.0651,26.2945,24.6455,23.8704,23.4950,23.3568,4.05
29.1141,26.3579,24.6933,23.9056,23.5322,23.4149,4.15
29.2448,26.4012,24.7482,23.9325,23.5797,23.4636,4.25
29.3174,26.4207,24.7951,24.0117,23.6361,23.4997,4.35
29.3197,26.4366,24.8150,24.0229,23.6750,23.5343,4.45
29.1680,26.5516,24.8787,24.0752,23.7266,23.5898,4.55
29.3188,26.5480,24.9255,24.1290,23.7573,23.6405,4.65
29.5487,26.5967,24.9617,24.1723,23.8077,23.6933,4.75
29.7391,26.6111,25.0163,24.2083,23.8396,23.7629,4.85
29.6617,26.6944,25.0571,24.2384,23.8955,23.7727,4.95
29.8387,26.7418,25.1029,24.2781,23.9302,23.8427,5.05
29.6323,26.7304,25.1618,24.3398,23.9626,23.8562,5.15
30.0457,26.7743,25.1671,24.3570,24.0077,23.9053,5.25
29.9550,26.8196,25.2232,24.4071,24.0605,23.9348,5.35
29.9742,26.8959,25.2686,24.4474,24.0828,23.9950,5.45
30.1581,26.9143,25.2987,24.4712,24.1116,24.0114,5.55
30.0993,26.9704,25.3282,24.5176,24.1770,24.0708,5.65
30.2792,26.9971,25.3560,24.5538,24.1974,24.0987,5.75
30.1715,27.0615,25.3966,24.6246,24.2299,24.1604,5.85
30.3792,27.0628,25.4562,24.6440,24.3040,24.2015,5.95
30.4193,27.1225,25.4850,24.6860,24.2887,24.2016,6.05
30.6277,27.1741,25.5030,24.7271,24.3661,24.2833,6.15
30.5289,27.1972,25.5609,24.7382,24.3962,24.2968,6.25
30.9745,27.2283,25.5922,24.7918,24.4205,24.3581,6.35
30.8060,27.2837,25.6305,24.8526,24.4822,24.3736,6.45
31.0594,27.2866,25.6654,24.8836,24.5027,24.4170,6.55
30.6660,27.3161,25.7102,24.8905,24.5368,24.4647,6.65
31.0079,27.3911,25.7371,24.9435,24.6019,24.4985,6.75
30.9793,27.4212,25.7631,24.9754,24.6571,24.5477,6.85
31.0469,27.4552,25.8338,25.0081,24.6556,24.5826,6.95
30.9323,27.4802,25.8237,25.0514,24.6884,24.5962,7.05
31.2266,27.5081,25.8736,25.0647,24.7102,24.6624,7.15
31.1823,27.5583,25.8929,25.1093,24.7685,24.6875,7.25
31.3213,27.5485,25.9179,25.1471,24.7773,24.7236,7.35
31.2524,27.6170,26.0088,25.1827,24.8639,24.7606,7.45
31.4732,27.6587,26.0061,25.2144,24.8454,24.7925,7.55
31.7519,27.7423,26.0386,25.2338,24.9248,24.8381,7.65
31.5372,27.7390,26.0666,25.2816,24.9579,24.8638,7.75
31.8239,27.8256,26.1259,25.3558,24.9948,24.8917,7.85
31.6038,27.7863,26.1446,25.3204,25.0067,24.9474,7.95
31.8234,27.8993,26.1612,25.4232,25.0333,24.9630,8.05
32.0476,27.8784,26.1638,25.4324,25.0900,24.9990,8.15
31.7070,27.9941,26.2017,25.4352,25.1405,25.0196,8.25
31.8571,28.0621,26.2452,25.4970,25.1622,25.0568,8.35
31.7971,28.0584,26.3340,25.5264,25.1635,25.0805,8.45
32.4262,28.0814,26.3143,25.5591,25.2155,25.1395,8.55
32.0992,28.1034,26.3741,25.6058,25.2489,25.1839,8.65
32.4563,28.1037,26.3704,25.6374,25.2830,25.1332,8.75
32.3465,28.1923,26.4304,25.6637,25.3077,25.2581,8.85
32.2338,28.2259,26.4975,25.7421,25.4121,25.3408,8.95
33.0522,28.6998,26.9230,26.2204,26.0509,26.0689,9.05
33.8117,29.3846,27.5942,26.9603,26.7964,26.9553,9.15
35.7243,30.2080,28.2462,27.9201,27.8723,28.1212,9.25
34.2906,31.2078,29.2767,29.1621,29.1912,29.5405,9.35
36.9492,32.2370,30.2591,30.3890,30.2627,30.3770,9.45
36.4481,33.7835,31.3424,31.5159,31.0976,31.9574,9.55
38.3199,34.2223,32.4211,31.9597,32.0681,31.8299,9.65
-9999.0000,34.5955,33.1707,32.5230,33.6027,33.1382,9.75
37.7366,34.9979,33.5969,33.5640,34.5589,34.3352,9.85
-9999.0000,36.7791,35.8137,33.9466,34.5214,34.7551,9.95
-9999.0000,36.0564,34.9191,34.7407,36.6731,45.2262,10.05
-9999.0000,35.9831,34.5154,41.3817,35.0267,-9999.0000,10.15
-9999.0000,36.3761,34.8993,34.7075,-9999.0000,-9999.0000,10.25
-9999.0000,36.1129,35.4601,-9999.0000,-9999.0000,-9999.0000,10.35
-9999.0000,36.6425,35.9824,35.6184,36.6849,-9999.0000,10.45
-9999.0000,36.0986,35.2240,38.9040,35.3765,-9999.0000,10.55
-9999.0000,36.3389,35.3299,34.5917,-9999.0000,-9999.0000,10.65
-9999.0000,-9999.0000,-9999.0000,-9999.0000,35.4275,-9999.0000,10.75
-9999.0000,-9999.0000,35.7576,-9999.0000,-9999.0000,-9999.0000,10.85
-9999.0000,-9999.0000,35.1850,38.2956,-9999.0000,-9999.0000,10.95
