u,g,r,i,z,y,time
24.6025,22.5048,22.2583,22.5555,22.8833,23.1438,0.15
24.9779,22.5922,22.0559,22.3108,22.6068,22.9094,0.25
25.3084,22.8299,21.9681,22.1869,22.4322,22.7625,0.35
25.5655,23.1547,21.9563,22.1191,22.3260,22.6555,0.45
25.8199,23.5135,22.0198,22.0968,22.2633,22.5701,0.55
26.0597,23.8358,22.1520,22.1086,22.2326,22.4982,0.65
26.2644,24.0936,22.3173,22.1371,22.2339,22.4462,0.75
26.4999,24.3123,22.4906,22.1843,22.2391,22.3975,0.85
26.6942,24.4968,22.6552,22.2304,22.2404,22.3575,0.95
26.8408,24.6721,22.7880,22.2859,22.2619,22.3198,1.05
27.0013,24.8453,22.9232,22.3557,22.2827,22.3009,1.15
27.1281,24.9924,23.0435,22.4266,22.3250,22.3099,1.25
27.3178,25.1427,23.1643,22.5058,22.3658,22.3224,1.35
27.4633,25.2837,23.2858,22.6071,22.4222,22.3569,1.45
27.6137,25.3936,23.3902,22.7002,22.4913,22.3894,1.55
27.6940,25.4981,23.4998,22.8026,22.5414,22.4468,1.65
27.8939,25.5969,23.6052,22.9106,22.6020,22.5021,1.75
27.9399,25.6881,23.6974,23.0087,22.6872,22.5639,1.85
28.0501,25.7656,23.7815,23.1091,22.7588,22.6203,1.95
28.2090,25.8332,23.8728,23.1894,22.8303,22.6737,2.05
28.2224,25.9213,23.9368,23.2644,22.9136,22.7392,2.15
28.3934,26.0000,24.0076,23.3300,22.9731,22.8076,2.25
28.4374,26.0567,24.0729,23.3911,23.0582,22.8672,2.35
28.4905,26.1454,24.1466,23.4521,23.1382,22.9243,2.45
28.6019,26.2097,24.2052,23.5193,23.1766,22.9827,2.55
28.7192,26.2287,24.2773,23.5663,23.2369,23.0357,2.65
28.8111,26.3066,24.3363,23.6100,23.2964,23.0986,2.75
28.7946,26.3492,24.3926,23.6793,23.3514,23.1461,2.85
28.9104,26.4085,24.4457,23.7281,23.3828,23.1904,2.95
29.0379,26.4543,24.5021,23.7789,23.4428,23.2397,3.05
29.0178,26.5235,24.5547,23.8275,23.4942,23.2836,3.15
29.0211,26.5318,24.5961,23.8672,23.5389,23.3543,3.25
29.1665,26.5821,24.6478,23.9008,23.5865,23.3995,3.35
29.2473,26.6201,24.6980,23.9427,23.6373,23.4456,3.45
29.1964,26.6767,24.7360,24.0059,23.6709,23.5056,3.55
29.3043,26.6995,24.7967,24.0422,23.7091,23.5418,3.65
29.3871,26.7393,24.8317,24.0826,23.7696,23.6067,3.75
29.4494,26.7988,24.8684,24.1382,23.8004,23.6366,3.85
29.4819,26.8198,24.9177,24.1800,23.8563,23.6924,3.95
29.4139,26.8730,24.9614,24.2088,23.8849,23.7254,4.05
29.5596,26.9030,24.9978,24.2695,23.9364,23.7878,4.15
29.7431,26.9422,25.0289,24.2838,23.9683,23.8455,4.25
29.6105,26.9657,25.0570,24.3293,24.0211,23.8900,4.35
29.7310,27.0405,25.1239,24.3690,24.0627,23.9332,4.45
29.8580,27.0681,25.1469,24.4203,24.0983,23.9713,4.55
29.8892,27.0872,25.1749,24.4386,24.1309,24.0162,4.65
29.9016,27.1576,25.2233,24.4759,24.1760,24.0673,4.75
29.9086,27.1532,25.2522,24.4957,24.2320,24.1161,4.85
30.1243,27.2090,25.2909,24.5558,24.2711,24.1485,4.95
29.9890,27.2477,25.3298,24.5862,24.3054,24.1948,5.05
29.9893,27.2730,25.3775,24.6278,24.3360,24.2310,5.15
30.0374,27.3027,25.4143,24.6717,24.3619,24.2778,5.25
30.2571,27.3107,25.4393,24.6952,24.4148,24.3215,5.35
30.2364,27.3805,25.4740,24.7376,24.4529,24.3628,5.45
30.3392,27.3976,25.4965,24.7605,24.4929,24.4123,5.55
30.2304,27.4275,25.5431,24.7816,24.5347,24.4351,5.65
30.4593,27.4950,25.5780,24.8206,24.5549,24.4783,5.75
30.2808,27.5217,25.5959,24.8700,24.6121,24.5228,5.85
30.5362,27.5550,25.6301,24.8946,24.6584,24.5615,5.95
30.4818,27.6151,25.6704,24.9259,24.6946,24.6138,6.05
30.6705,27.6255,25.7106,24.9648,24.7348,24.6370,6.15
30.6392,27.6794,25.7382,24.9935,24.7478,24.6786,6.25
30.6684,27.7068,25.7576,25.0343,24.7763,24.7263,6.35
30.8238,27.7396,25.7963,25.0682,24.8168,24.7643,6.45
30.8139,27.7461,25.8381,25.0778,24.8744,24.7954,6.55
30.8725,27.7922,25.8524,25.1258,24.8784,24.8244,6.65
30.6775,27.8102,25.9078,25.1690,24.9023,24.8805,6.75
30.9658,27.8742,25.9119,25.1999,24.9353,24.9179,6.85
30.9582,27.8977,25.9749,25.2234,24.9941,24.9321,6.95
31.0111,27.9352,25.9657,25.2306,25.0163,24.9955,7.05
31.2756,27.9591,26.0239,25.2963,25.0729,25.0236,7.15
31.1347,28.0265,26.0441,25.3123,25.0877,25.0429,7.25
31.2166,28.0330,26.0784,25.3426,25.1292,25.0920,7.35
31.1705,28.0783,26.1029,25.3877,25.1604,25.1275,7.45
31.1464,28.1092,26.1216,25.4154,25.1945,25.1769,7.55
31.2579,28.1663,26.1544,25.4564,25.2090,25.1789,7.65
31.6426,28.1880,26.1882,25.4736,25.2515,25.2238,7.75
31.6224,28.2349,26.2373,25.4904,25.2923,25.2701,7.85
31.5811,28.2360,26.2393,25.5392,25.3030,25.3141,7.95
31.5084,28.3062,26.2845,25.5670,25.3417,25.3123,8.05
31.7640,28.3316,26.2771,25.5758,25.3872,25.3700,8.15
31.7738,28.3662,26.3627,25.6335,25.4288,25.3829,8.25
