u,g,r,i,z,y,time
23.6734,23.6767,23.9133,24.3351,24.6253,24.8731,0.05
22.8861,22.9169,23.2320,23.6722,24.0274,24.2752,0.15
22.5683,22.5171,22.8103,23.2807,23.5851,23.8981,0.25
22.4265,22.2434,22.5344,23.0228,23.3178,23.6952,0.35
22.4260,22.0919,22.3201,22.8214,23.1370,23.5260,0.45
22.5480,21.9917,22.1812,22.6567,23.0020,23.3842,0.55
22.7694,21.9597,22.0773,22.5280,22.8899,23.3112,0.65
23.0093,21.9553,22.0025,22.4109,22.7897,23.2132,0.75
23.2795,21.9932,21.9237,22.3376,22.7402,23.2097,0.85
23.5444,22.0737,21.8606,22.2585,22.6572,23.1511,0.95
23.8065,22.1811,21.8146,22.2236,22.6210,23.1365,1.05
24.0586,22.3407,21.7817,22.1954,22.5928,23.1492,1.15
24.3018,22.5058,21.7575,22.1749,22.5898,23.1436,1.25
24.5421,22.6961,21.7484,22.1857,22.6113,23.1153,1.35
24.8612,22.9029,21.7734,22.1970,22.6123,23.1730,1.45
25.0691,23.1035,21.8106,22.1974,22.6301,23.1929,1.55
25.2458,23.3021,21.8504,22.2006,22.6672,23.1653,1.65
25.4797,23.4701,21.9382,22.2164,22.7024,23.1483,1.75
25.6255,23.5886,22.0015,22.1851,22.6987,23.1130,1.85
25.9196,23.7335,22.0783,22.1489,22.7003,23.0823,1.95
26.0511,23.8252,22.1393,22.0916,22.6907,22.9664,2.05
26.2560,23.9478,22.2197,22.0398,22.6559,22.8906,2.15
26.3881,24.0289,22.2778,21.9981,22.5791,22.7669,2.25
26.5970,24.1301,22.3572,21.9424,22.5213,22.6771,2.35
26.7315,24.2198,22.4246,21.9166,22.4701,22.5823,2.45
26.8683,24.3326,22.4826,21.8976,22.4014,22.4850,2.55
27.1344,24.4007,22.5728,21.8948,22.3674,22.4162,2.65
27.1503,24.4810,22.6367,21.9084,22.3152,22.3710,2.75
27.3576,24.5846,22.6873,21.9169,22.2876,22.3172,2.85
27.5736,24.6559,22.7800,21.9482,22.2481,22.2761,2.95
27.6029,24.7316,22.8104,21.9596,22.2315,22.2661,3.05
27.8466,24.8195,22.8692,21.9964,22.2124,22.2418,3.15
27.9361,24.8838,22.9424,22.0143,22.2354,22.2422,3.25
28.1100,24.9574,22.9668,22.0573,22.2124,22.2246,3.35
28.1669,25.0359,23.0084,22.0841,22.2280,22.2439,3.45
28.4012,25.0470,23.0872,22.1235,22.2545,22.2398,3.55
28.4130,25.1295,23.1127,22.1621,22.2899,22.2636,3.65
28.6010,25.1938,23.1239,22.2054,22.3217,22.2911,3.75
28.6134,25.2162,23.1748,22.2438,22.3543,22.3191,3.85
28.6080,25.2618,23.2299,22.2886,22.3877,22.3456,3.95
28.7848,25.3183,23.2558,22.3232,22.4396,22.3791,4.05
28.7203,25.3800,23.2789,22.3540,22.4792,22.4231,4.15
28.8128,25.4281,23.3110,22.3830,22.5349,22.4574,4.25
29.0730,25.4367,23.3315,22.4351,22.5911,22.4840,4.35
29.0412,25.4381,23.3688,22.4562,22.6316,22.5388,4.45
29.0067,25.4710,23.3907,22.4855,22.6893,22.5872,4.55
29.2929,25.5527,23.3958,22.5308,22.7491,22.6275,4.65
29.2011,25.5631,23.4379,22.5589,22.8280,22.7002,4.75
29.2677,25.5999,23.4546,22.6006,22.8855,22.7667,4.85
29.2297,25.5979,23.4623,22.6497,22.9738,22.7915,4.95
29.3366,25.6604,23.4975,22.6704,23.0573,22.8629,5.05
29.2589,25.7057,23.5132,22.7009,23.1472,22.9101,5.15
29.3067,25.6883,23.5403,22.7338,23.2401,22.9881,5.25
29.1794,25.6719,23.5468,22.7578,23.2915,23.0607,5.35
29.7544,25.6908,23.5746,22.8143,23.3377,23.1186,5.45
29.4478,25.7130,23.5669,22.8350,23.4559,23.1934,5.55
29.8450,25.7169,23.6097,22.8705,23.5659,23.2543,5.65
30.0023,25.7934,23.6145,22.8895,23.6338,23.3552,5.75
29.6819,25.7493,23.6471,22.9284,23.6975,23.4143,5.85
29.6373,25.7928,23.6555,22.9749,23.7830,23.5022,5.95
29.6513,25.8311,23.6655,22.9967,23.8935,23.5983,6.05
29.5716,25.7959,23.7061,23.0407,23.9845,23.6749,6.15
29.6119,25.8478,23.7015,23.0538,24.0954,23.6985,6.25
29.6081,25.8735,23.7187,23.0742,24.1964,23.8016,6.35
29.7764,25.8671,23.7308,23.1231,24.2666,23.9088,6.45
29.8407,25.8862,23.7336,23.1229,24.3214,24.0288,6.55
29.8906,25.8847,23.7518,23.1569,24.3960,24.0664,6.65
30.0796,25.9097,23.7577,23.1848,24.5138,24.1154,6.75
30.1968,25.9553,23.7837,23.2250,24.5787,24.1864,6.85
29.9034,25.9616,23.8143,23.2401,24.6860,24.2660,6.95
29.9062,25.9533,23.8203,23.2510,24.7392,24.3359,7.05
30.1114,26.0013,23.8366,23.2648,24.7812,24.4105,7.15
30.3680,26.0073,23.8490,23.3058,24.8187,24.4632,7.25
30.0901,25.9953,23.8708,23.3464,24.9156,24.5721,7.35
29.9883,26.0178,23.8786,23.3485,25.0132,24.6344,7.45
30.0689,26.0318,23.8856,23.3772,25.0979,24.6882,7.55
29.8949,26.0543,23.8885,23.3957,25.0942,24.7574,7.65
30.0743,26.1324,23.9097,23.4240,25.1417,24.8413,7.75
30.4203,26.1659,23.9635,23.4392,25.2525,24.8809,7.85
30.1725,26.1090,23.9424,23.4588,25.2712,24.9697,7.95
29.9624,26.1084,23.9780,23.4815,25.3921,25.0744,8.05
30.3422,26.1343,23.9821,23.5044,25.4419,25.1067,8.15
