u,g,r,i,z,y,time
27.1766,26.7803,26.8948,26.7241,27.1419,27.2418,0.05
27.0950,26.4583,26.2480,26.1032,26.5044,26.5511,0.15
27.2451,26.5282,26.0853,25.7114,26.0490,26.0329,0.25
27.3305,26.4943,25.8631,25.6152,25.7404,25.8387,0.35
27.3770,26.3623,25.6428,25.3796,25.4821,25.5412,0.45
27.3989,26.3059,25.4473,25.1226,25.2692,25.2983,0.55
27.5624,26.3887,25.4481,25.0932,25.1291,25.2571,0.65
27.7284,26.3115,25.3109,24.9017,24.9595,25.0388,0.75
27.6775,26.2044,25.1897,24.7178,24.7973,24.8684,0.85
27.7483,26.3136,25.1969,24.7056,24.7139,24.7492,0.95
27.7648,26.2848,25.1901,24.5917,24.6146,24.6919,1.05
27.7927,26.2266,25.2322,24.5344,24.4762,24.5076,1.15
27.7332,26.2475,25.1581,24.4196,24.4277,24.3495,1.25
27.6373,26.1331,25.0627,24.3573,24.3014,24.2962,1.35
27.7995,26.2482,25.2258,24.4394,24.4076,24.3000,1.45
27.7871,26.2018,25.1395,24.2513,24.2492,24.1738,1.55
27.6512,26.1076,25.1068,24.1717,24.1487,24.0373,1.65
27.9179,26.3668,25.2581,24.2696,24.2201,24.0993,1.75
27.7318,26.1080,25.0952,24.0730,24.0395,23.9285,1.85
27.9298,26.3678,25.3712,24.2351,24.1690,24.0201,1.95
27.8199,26.1422,25.1604,24.0151,23.9309,23.7718,2.05
28.1510,26.4446,25.4513,24.2262,24.0914,23.9345,2.15
27.8347,26.2340,25.2025,24.0066,23.8783,23.7567,2.25
28.2292,26.4859,25.4928,24.1784,24.0162,23.7539,2.35
28.0599,26.3191,25.3366,24.0437,23.9232,23.7167,2.45
28.1248,26.4340,25.3761,24.0443,23.8679,23.6307,2.55
28.2559,26.4892,25.4684,24.1853,23.9903,23.7086,2.65
28.2945,26.3259,25.3406,23.9784,23.7486,23.5672,2.75
28.5252,26.6275,25.5633,24.1673,23.9249,23.6305,2.85
28.7062,26.5863,25.4984,24.1629,23.8625,23.6404,2.95
28.4507,26.4825,25.3918,24.0395,23.7626,23.4518,3.05
28.9825,26.7767,25.6866,24.2343,23.9024,23.5947,3.15
28.9470,26.7303,25.6216,24.2478,23.9200,23.6348,3.25
28.7746,26.5982,25.5153,24.0996,23.7730,23.4347,3.35
29.0923,26.9171,25.8020,24.2892,23.8770,23.5368,3.45
29.0037,26.8853,25.7797,24.3626,23.9778,23.5805,3.55
29.3007,26.8669,25.6119,24.2173,23.8102,23.5034,3.65
29.2739,26.8414,25.7042,24.2707,23.8254,23.4500,3.75
29.3808,27.1641,25.9194,24.4720,23.9566,23.6107,3.85
29.5060,27.1196,25.8391,24.4694,23.9241,23.6218,3.95
29.5054,26.9952,25.6987,24.2827,23.8237,23.4686,4.05
29.5049,27.2543,25.9283,24.4963,23.8689,23.5339,4.15
29.9308,27.4389,26.0786,24.6233,24.0106,23.6682,4.25
30.1384,27.4314,25.9797,24.5375,23.9755,23.6311,4.35
30.0576,27.2833,25.9116,24.4194,23.8465,23.5122,4.45
30.1596,27.3230,25.9777,24.5493,23.9037,23.5582,4.55
