u,g,r,i,z,y,time
26.8418,25.8435,25.2891,25.2460,25.4705,25.3438,0.05
26.7631,25.3389,24.5559,24.4434,24.6908,24.5388,0.15
26.7548,25.1428,24.1444,24.0150,24.2487,24.1168,0.25
26.8446,25.0910,23.9038,23.7696,23.9655,23.8742,0.35
26.9360,25.1409,23.7521,23.5614,23.7497,23.6593,0.45
27.0371,25.2438,23.6545,23.4301,23.6062,23.4792,0.55
27.1112,25.4201,23.6409,23.3237,23.4706,23.3165,0.65
27.1802,25.5537,23.6500,23.2599,23.3875,23.2079,0.75
27.2444,25.7386,23.6945,23.2212,23.3369,23.1006,0.85
27.3259,25.8951,23.7698,23.2083,23.3046,23.0486,0.95
27.4667,26.0730,23.8720,23.2027,23.2669,22.9716,1.05
27.6945,26.2100,23.9658,23.2252,23.2342,22.9384,1.15
27.7496,26.3228,24.0746,23.2337,23.2326,22.9056,1.25
27.9239,26.4607,24.1745,23.2959,23.2009,22.8496,1.35
28.0714,26.5985,24.3542,23.3924,23.2318,22.8390,1.45
28.2751,26.7493,24.4584,23.4570,23.2318,22.8234,1.55
28.4055,26.8681,24.6187,23.5710,23.2700,22.8063,1.65
28.7418,27.1205,24.8088,23.7348,23.3097,22.7896,1.75
28.8290,27.2269,24.9542,23.8366,23.3847,22.7986,1.85
29.1093,27.4846,25.1048,23.9648,23.4487,22.8000,1.95
29.3942,27.5836,25.2848,24.1035,23.5647,22.8399,2.05
29.6915,27.8792,25.4260,24.2116,23.6484,22.8585,2.15
29.9177,27.9337,25.5642,24.2998,23.7296,22.8806,2.25
30.1231,28.1917,25.7047,24.4129,23.8519,22.9527,2.35
30.3888,28.3494,25.8611,24.5197,23.9263,23.0091,2.45
30.9498,28.6189,25.9558,24.6101,24.0459,23.0778,2.55
31.5791,28.7974,26.0973,24.7346,24.1376,23.1916,2.65
31.4148,28.9749,26.2278,24.8108,24.2196,23.2624,2.75
31.5966,29.1755,26.3702,24.9039,24.3175,23.3641,2.85
31.6949,29.3781,26.4926,25.0252,24.3820,23.4975,2.95
31.6847,29.5540,26.5985,25.0732,24.4657,23.5542,3.05
32.5781,29.6918,26.7786,25.1821,24.5378,23.6235,3.15
32.7020,29.9172,26.8570,25.2837,24.6548,23.7454,3.25
32.3204,29.9768,26.9798,25.3397,24.6659,23.7735,3.35
33.5659,30.2493,27.1453,25.4704,24.7814,23.8284,3.45
33.4687,30.3085,27.2813,25.5191,24.8717,23.9254,3.55
34.2607,30.4786,27.2920,25.6119,24.8937,23.9894,3.65
33.1791,30.4278,27.4716,25.6762,24.9446,24.0037,3.75
34.6202,30.6481,27.4421,25.7278,25.0530,24.0748,3.85
34.5653,31.2581,27.5259,25.8337,25.0620,24.1418,3.95
33.6786,30.9094,27.6548,25.8444,25.1212,24.1887,4.05
34.9665,31.0230,27.8111,25.9301,25.1841,24.2393,4.15
34.6051,31.2487,27.8500,25.9995,25.2424,24.2766,4.25
37.0988,31.2532,27.9318,26.0814,25.3315,24.3348,4.35
33.8778,31.2183,27.9391,26.1125,25.2956,24.3535,4.45
35.3805,31.3171,28.0462,26.1237,25.3386,24.3840,4.55
34.3132,31.5126,28.0721,26.1807,25.4002,24.4045,4.65
