u,g,r,i,z,y,time
21.8157,21.0198,21.3641,21.8371,22.2667,22.6345,0.05
22.4311,20.7527,20.9919,21.4588,21.9439,22.3424,0.15
23.0460,20.8868,20.9138,21.3720,21.8835,22.3475,0.25
23.3417,21.1933,20.9210,21.4091,21.9348,22.4513,0.35
23.5837,21.5005,20.9144,21.3714,21.9185,22.4766,0.45
23.8166,21.7559,20.9061,21.2352,21.7485,22.3355,0.55
24.0195,21.9714,20.9514,21.1415,21.5198,22.0885,0.65
24.1804,22.1332,21.0384,21.1002,21.3677,21.8231,0.75
24.2925,22.2760,21.1637,21.1343,21.3065,21.6461,0.85
24.4055,22.4005,21.2875,21.1856,21.3289,21.5709,0.95
24.5125,22.5086,21.4153,21.2851,21.4176,21.5744,1.05
24.5582,22.6122,21.5261,21.3931,21.5456,21.6627,1.15
24.6403,22.7042,21.6445,21.5105,21.6888,21.7921,1.25
24.7123,22.7865,21.7441,21.6434,21.8727,21.9697,1.35
24.7691,22.8749,21.8550,21.7780,22.0503,22.1726,1.45
24.8021,22.9372,21.9437,21.9081,22.2287,22.3897,1.55
24.8738,23.0075,22.0161,22.0123,22.3960,22.6382,1.65
24.9534,23.0783,22.1120,22.1278,22.5651,22.8680,1.75
25.0026,23.1398,22.1816,22.2409,22.7521,23.0910,1.85
25.0630,23.1961,22.2529,22.3197,22.8874,23.3003,1.95
25.1028,23.2542,22.3224,22.4138,23.0232,23.5242,2.05
25.1665,23.3231,22.3935,22.4980,23.1268,23.7087,2.15
25.1872,23.3756,22.4490,22.5667,23.2468,23.8664,2.25
25.2752,23.4322,22.5150,22.6466,23.3414,24.0197,2.35
25.2909,23.4846,22.5771,22.7059,23.4486,24.2093,2.45
25.3212,23.5538,22.6206,22.7784,23.5254,24.3682,2.55
25.4233,23.5871,22.6883,22.8322,23.5746,24.4572,2.65
25.4202,23.6257,22.7489,22.8898,23.6539,24.5704,2.75
25.4596,23.6957,22.8016,22.9543,23.7653,24.6955,2.85
25.5223,23.7328,22.8629,23.0028,23.8052,24.7857,2.95
