u,g,r,i,z,y,time
30.1049,29.4884,28.9792,28.8601,28.6524,28.8534,0.05
31.0647,29.7922,29.1143,28.5726,28.2526,28.3056,0.15
31.4663,30.0015,29.4965,28.5168,28.1867,28.1279,0.25
32.2368,30.5451,29.6631,28.6613,28.1756,28.1539,0.35
32.2245,30.6277,29.7381,28.7767,28.2324,27.9782,0.45
32.4457,30.8174,29.9290,28.7308,28.3024,27.8554,0.55
32.7061,30.9877,29.8309,28.6900,28.1009,27.7368,0.65
33.6987,31.2962,29.9016,28.8468,28.1987,27.7917,0.75
33.2734,31.5541,30.1681,28.8656,28.1716,27.7728,0.85
35.5097,31.7136,30.2339,28.9199,28.1806,27.7324,0.95
35.2023,31.9254,30.2858,29.0845,28.1429,27.7012,1.05
35.0003,32.2003,30.5353,29.0115,28.2403,27.6798,1.15
37.8054,32.6645,30.5537,29.1244,28.2447,27.7974,1.25
35.0916,32.7362,30.9590,29.2247,28.4012,27.9217,1.35
35.7889,33.0940,30.8199,29.3041,28.2975,27.8434,1.45
35.6051,33.2658,31.1505,29.2413,28.2832,27.7512,1.55
36.7177,33.6960,31.4349,29.4986,28.4619,28.0438,1.65
36.4667,33.3672,31.3447,29.2767,28.3335,27.8002,1.75
-9999.0000,34.2216,31.7667,29.7361,28.6067,28.1527,1.85
-9999.0000,33.3692,31.4124,29.5797,28.4531,27.8763,1.95
-9999.0000,33.7550,31.6554,29.8082,28.8083,28.0816,2.05
-9999.0000,33.4451,31.6231,29.5838,28.5686,27.9367,2.15
40.9923,34.0964,31.8993,30.0546,28.7919,28.3254,2.25
-9999.0000,34.3072,32.0155,29.8437,28.6348,28.0106,2.35
39.2406,34.9890,32.2753,30.1309,28.9008,28.3171,2.45
-9999.0000,34.5761,32.0081,30.1392,28.7734,28.1160,2.55
-9999.0000,35.3060,32.2999,30.0095,28.8083,28.1650,2.65
-9999.0000,35.1734,32.4856,30.3011,28.9007,28.4625,2.75
-9999.0000,35.1831,32.1387,30.3627,28.8672,28.2000,2.85
-9999.0000,35.0236,32.6035,30.2802,28.9007,28.3291,2.95
-9999.0000,37.6473,32.7228,30.4731,29.0585,28.4377,3.05
-9999.0000,35.3852,32.7035,30.4304,29.0349,28.3550,3.15
-9999.0000,34.9710,33.1348,30.6561,29.0869,28.3798,3.25
-9999.0000,39.0885,32.8139,30.6525,29.2168,28.4175,3.35
-9999.0000,36.9243,32.9975,30.5393,29.0486,28.5966,3.45
-9999.0000,36.1986,32.8918,30.3837,29.1379,28.4680,3.55
-9999.0000,36.2415,33.0561,30.8322,29.4656,28.5294,3.65
-9999.0000,35.7903,32.9817,30.9288,29.4278,28.6300,3.75
-9999.0000,36.5242,32.8819,30.7576,29.2087,28.4661,3.85
-9999.0000,39.3137,33.3991,31.0444,29.4088,28.5759,3.95
-9999.0000,-9999.0000,34.5272,31.2274,29.6117,28.7175,4.05
-9999.0000,-9999.0000,33.5508,31.3126,29.5392,28.7924,4.15
-9999.0000,-9999.0000,33.3739,31.3788,29.5823,28.6997,4.25
-9999.0000,37.2217,33.4539,31.3141,29.5930,28.7757,4.35
-9999.0000,37.3677,33.8251,31.3637,29.7336,28.7478,4.45
-9999.0000,39.5004,33.9668,31.1794,29.7674,28.8146,4.55
-9999.0000,38.6461,33.9909,31.3051,29.6876,28.8511,4.65
-9999.0000,-9999.0000,34.3472,31.2145,29.5477,28.7665,4.75
