u,g,r,i,z,y,time
28.4385,27.8380,27.4911,27.2911,27.2369,27.4139,0.05
29.1603,28.0603,27.3745,26.9585,26.8120,26.9422,0.15
29.4035,28.2996,27.6047,26.8419,26.6520,26.5376,0.25
30.1306,28.7347,27.7789,26.8825,26.7002,26.3814,0.35
30.1967,28.7783,27.8932,26.9470,26.6066,26.2605,0.45
30.4203,28.9865,27.9973,26.9755,26.5021,26.0821,0.55
30.7396,29.0936,27.8959,26.8387,26.3663,26.0251,0.65
31.5003,29.2648,28.0259,26.9848,26.3876,26.1166,0.75
31.8330,29.5612,28.0833,26.9726,26.3925,26.0609,0.85
32.5158,29.7463,28.3077,26.9396,26.3880,25.9665,0.95
33.4738,29.7954,28.3830,27.0112,26.3265,25.9141,1.05
32.1087,30.2300,28.2951,27.0790,26.3544,25.9176,1.15
34.5492,30.3136,28.4593,27.0881,26.4343,25.9574,1.25
32.8451,30.6389,28.7157,27.2599,26.5762,25.9646,1.35
34.3081,30.6935,28.7791,27.1746,26.4845,25.9475,1.45
33.7626,31.1618,28.7986,27.1471,26.4100,25.8815,1.55
34.9536,31.2391,29.1522,27.3497,26.6833,26.0998,1.65
35.1711,31.2758,28.8744,27.1840,26.4914,25.8167,1.75
-9999.0000,32.0991,29.3670,27.4834,26.8832,26.0367,1.85
36.4741,31.0758,29.2546,27.3785,26.5587,25.8624,1.95
36.5134,31.4333,29.4199,27.6602,26.8144,26.0949,2.05
-9999.0000,31.5511,29.1975,27.4719,26.6351,25.8800,2.15
34.8096,31.6885,29.6340,27.7589,26.9977,26.1917,2.25
40.6299,32.1767,29.4904,27.5990,26.6925,25.9030,2.35
34.6506,32.8338,29.7651,27.8698,27.0092,26.1385,2.45
-9999.0000,32.4214,29.9454,27.7350,26.8440,25.9578,2.55
43.5255,32.5423,29.7151,27.7672,26.8862,25.9261,2.65
-9999.0000,32.6197,30.1189,27.9074,27.1333,26.1808,2.75
36.5404,32.6625,29.7630,27.9168,26.9339,25.9833,2.85
-9999.0000,33.0127,29.9614,27.9087,27.0313,26.1163,2.95
-9999.0000,33.5559,30.2285,28.1155,27.1476,26.1228,3.05
35.2885,33.2436,29.9638,28.1122,27.1036,26.0342,3.15
38.4657,33.3390,30.4628,28.1905,27.1098,26.0335,3.25
-9999.0000,33.4737,30.3360,28.2605,27.1589,26.2211,3.35
-9999.0000,34.7689,30.4260,28.1014,27.2735,26.1668,3.45
35.0223,33.4720,30.1413,28.1136,27.2478,26.0152,3.55
-9999.0000,32.9810,30.8137,28.4969,27.2691,26.2226,3.65
-9999.0000,33.4104,30.7096,28.4645,27.3728,26.2853,3.75
-9999.0000,33.4073,30.6382,28.2293,27.2105,26.1445,3.85
-9999.0000,34.5860,30.7981,28.5612,27.3214,26.1490,3.95
-9999.0000,37.8523,31.1133,28.7313,27.4951,26.3362,4.05
-9999.0000,34.8628,30.8664,28.6372,27.6037,26.3643,4.15
-9999.0000,37.6091,30.8774,28.7213,27.5361,26.1569,4.25
-9999.0000,34.1972,30.9625,28.7565,27.6048,26.1113,4.35
-9999.0000,34.5264,31.0279,28.8773,27.5379,26.3337,4.45
-9999.0000,34.9713,30.9587,28.7850,27.6311,26.3779,4.55
-9999.0000,36.1870,31.3519,28.7378,27.6619,26.3499,4.65
-9999.0000,34.9856,31.2808,28.5992,27.5582,26.2397,4.75
-9999.0000,34.3945,31.2068,29.0142,27.7751,26.3319,4.85
-9999.0000,35.9581,31.3629,29.1323,27.8396,26.4733,4.95
-9999.0000,38.3306,31.1577,29.0879,27.7851,26.4390,5.05
-9999.0000,36.5116,31.7957,28.9818,27.8024,26.4240,5.15
-9999.0000,34.9520,31.8024,29.1342,27.8134,26.4025,5.25
-9999.0000,37.1201,31.9487,29.1659,27.8746,26.4207,5.35
-9999.0000,34.7872,31.8584,29.2403,27.9417,26.5740,5.45
-9999.0000,35.2375,32.2922,29.2206,28.0265,26.5615,5.55
-9999.0000,35.7561,31.9120,29.3184,28.0065,26.5640,5.65
-9999.0000,37.5447,32.0204,29.2874,28.0848,26.5181,5.75
-9999.0000,35.0821,32.7909,29.7097,27.9408,26.4875,5.85
-9999.0000,-9999.0000,31.8299,29.5785,28.2500,26.7489,5.95
-9999.0000,35.4130,32.3303,29.7984,28.1434,26.7880,6.05
-9999.0000,43.3249,32.5911,29.6214,28.1498,26.7348,6.15
-9999.0000,36.8334,32.5345,29.8223,28.2430,26.7247,6.25
-9999.0000,35.8465,32.8582,29.6359,28.2375,26.7334,6.35
-9999.0000,-9999.0000,33.0663,29.9710,28.2152,26.6633,6.45
-9999.0000,-9999.0000,32.6508,29.8189,28.3694,26.7949,6.55
-9999.0000,-9999.0000,33.0427,30.0090,28.4110,26.9554,6.65
-9999.0000,-9999.0000,32.9377,30.0689,28.3970,26.9720,6.75
-9999.0000,-9999.0000,31.9928,29.9446,28.6142,26.9124,6.85
