u,g,r,i,z,y,time
25.3813,22.8603,22.5188,22.7018,22.9983,23.1800,0.15
25.6303,23.0030,22.3305,22.4512,22.7058,22.9127,0.25
25.8491,23.2771,22.2824,22.3169,22.5238,22.7403,0.35
26.0523,23.5760,22.3129,22.2595,22.3975,22.5999,0.45
26.2162,23.8464,22.4164,22.2237,22.3187,22.4773,0.55
26.3682,24.0947,22.5743,22.2201,22.2733,22.3676,0.65
26.4943,24.3078,22.7591,22.2567,22.2652,22.2860,0.75
26.7009,24.5172,22.9506,22.3293,22.2654,22.2377,0.85
26.8041,24.7034,23.1024,22.4207,22.2933,22.2103,0.95
26.9541,24.8861,23.2458,22.5105,22.3291,22.2070,1.05
27.1458,25.0552,23.3629,22.6034,22.3700,22.2161,1.15
27.2637,25.1925,23.4927,22.6908,22.4132,22.2477,1.25
27.4546,25.3466,23.6033,22.7800,22.4806,22.2757,1.35
27.5425,25.4969,23.7339,22.9109,22.5544,22.3073,1.45
27.7082,25.6231,23.8408,22.9921,22.6361,22.3225,1.55
27.8757,25.7242,23.9655,23.1040,22.7043,22.3718,1.65
28.0786,25.8483,24.0896,23.2053,22.7741,22.3994,1.75
28.1790,25.9607,24.1850,23.3016,22.8745,22.4612,1.85
28.3486,26.0680,24.2919,23.3995,22.9545,22.4918,1.95
28.4838,26.1703,24.3859,23.4911,23.0435,22.5474,2.05
28.5431,26.2568,24.4826,23.5893,23.1346,22.6122,2.15
28.8497,26.3629,24.5755,23.6567,23.2174,22.6753,2.25
28.9590,26.4537,24.6487,23.7249,23.3066,22.7617,2.35
28.9523,26.5321,24.7362,23.8156,23.3697,22.8486,2.45
29.1337,26.6158,24.8190,23.8920,23.4613,22.9178,2.55
29.2221,26.6722,24.8916,23.9666,23.5346,23.0281,2.65
29.3852,26.7506,24.9851,24.0318,23.6004,23.1148,2.75
29.2837,26.7777,25.0603,24.1060,23.6760,23.1862,2.85
29.5385,26.8507,25.1278,24.1758,23.7467,23.2766,2.95
29.8217,26.9194,25.1957,24.2353,23.8020,23.3314,3.05
29.8017,27.0012,25.2687,24.3042,23.8719,23.4070,3.15
29.7727,27.0073,25.3193,24.3764,23.9383,23.4966,3.25
30.0532,27.0632,25.3981,24.4348,24.0001,23.5364,3.35
29.9045,27.1388,25.4411,24.4629,24.0580,23.5866,3.45
29.9838,27.2004,25.5076,24.5636,24.1043,23.6621,3.55
30.1661,27.2317,25.5515,24.6085,24.1527,23.7061,3.65
30.3090,27.2739,25.6253,24.6416,24.2191,23.7797,3.75
30.2139,27.3703,25.6741,24.7132,24.2665,23.8200,3.85
30.3285,27.4039,25.7254,24.7890,24.3364,23.8633,3.95
30.6134,27.4425,25.7690,24.8293,24.3723,23.9083,4.05
30.5820,27.4950,25.8351,24.8725,24.4104,23.9651,4.15
30.8026,27.5173,25.8713,24.9148,24.4730,24.0148,4.25
30.7547,27.5739,25.9121,24.9792,24.5159,24.0912,4.35
30.8814,27.6101,25.9586,25.0231,24.5558,24.1051,4.45
30.8848,27.6693,26.0171,25.0488,24.5975,24.1408,4.55
31.1475,27.7033,26.0583,25.0994,24.6267,24.1898,4.65
30.9439,27.7776,26.1204,25.1606,24.7101,24.2384,4.75
31.0630,27.7932,26.1470,25.1944,24.7492,24.2898,4.85
31.3658,27.8814,26.1906,25.2504,24.8054,24.3160,4.95
31.4302,27.9250,26.2323,25.3036,24.8215,24.3692,5.05
31.3530,27.9677,26.3017,25.3241,24.8775,24.4039,5.15
31.5127,27.9958,26.3533,25.3930,24.9154,24.4695,5.25
31.4691,28.0360,26.3476,25.4110,24.9611,24.4912,5.35
