u,g,r,i,z,y,time
26.9384,24.2102,23.5674,23.7389,23.9856,24.2194,0.15
27.0310,24.4485,23.4293,23.5278,23.6989,23.9682,0.25
27.2181,24.8076,23.4442,23.4438,23.5120,23.7935,0.35
27.4113,25.1052,23.5670,23.4069,23.4356,23.6782,0.45
27.6509,25.3366,23.7538,23.4038,23.4113,23.5877,0.55
27.8152,25.5378,23.9441,23.4706,23.4061,23.5186,0.65
28.0485,25.7497,24.1300,23.5810,23.4257,23.4887,0.75
28.2457,25.9626,24.3084,23.7247,23.4546,23.4782,0.85
28.3906,26.1416,24.4571,23.8629,23.5048,23.4998,0.95
28.5891,26.3121,24.6029,23.9677,23.5650,23.5359,1.05
28.7911,26.4872,24.7308,24.0524,23.6390,23.5794,1.15
28.9440,26.6160,24.8497,24.1306,23.7222,23.6328,1.25
29.0915,26.7601,24.9905,24.1908,23.8098,23.6895,1.35
29.1624,26.8737,25.1061,24.2745,23.8925,23.7610,1.45
29.2667,26.9818,25.2329,24.3219,23.9643,23.8143,1.55
29.4721,27.0773,25.3797,24.3965,24.0029,23.8706,1.65
29.5570,27.1309,25.4955,24.4746,24.0705,23.9387,1.75
29.6860,27.2735,25.6315,24.5364,24.1258,23.9970,1.85
29.8329,27.3508,25.7063,24.6193,24.1982,24.0684,1.95
30.0362,27.4849,25.8483,24.7076,24.2585,24.1234,2.05
30.0596,27.5247,25.9213,24.7823,24.3241,24.1894,2.15
30.3913,27.7129,26.0404,24.8836,24.3928,24.2620,2.25
30.4113,27.7641,26.0814,24.9494,24.4443,24.3337,2.35
30.6125,27.8782,26.1907,25.0639,24.5291,24.4055,2.45
30.8091,27.9736,26.2575,25.1791,24.6065,24.4966,2.55
30.9302,28.0201,26.3235,25.2340,24.6661,24.5417,2.65
31.1797,28.1507,26.4256,25.3610,24.7626,24.6501,2.75
31.0233,28.2011,26.4632,25.4475,24.8576,24.7263,2.85
31.3211,28.2921,26.5556,25.5147,24.8933,24.7710,2.95
31.4164,28.3914,26.6300,25.5948,25.0055,24.8582,3.05
31.5648,28.4667,26.6913,25.6526,25.0916,24.9252,3.15
31.5036,28.4958,26.7506,25.7232,25.1552,24.9955,3.25
31.7780,28.5585,26.8292,25.8123,25.2334,25.0716,3.35
31.6752,28.6412,26.8784,25.8438,25.3107,25.1353,3.45
31.7633,28.7023,26.9324,25.9413,25.3721,25.1812,3.55
31.9386,28.7865,26.9920,25.9946,25.4156,25.2513,3.65
32.0737,28.8368,27.0424,26.0504,25.5018,25.3229,3.75
31.9958,28.9320,27.0935,26.1075,25.5715,25.3750,3.85
32.2922,28.9187,27.1645,26.1730,25.6383,25.4361,3.95
32.4903,28.9950,27.2002,26.2462,25.6771,25.4780,4.05
32.4690,29.0607,27.2486,26.3029,25.7389,25.5223,4.15
32.7377,29.1007,27.2742,26.3397,25.7907,25.5976,4.25
32.5849,29.1680,27.3161,26.3978,25.8554,25.6498,4.35
32.7840,29.2027,27.3781,26.4448,25.8921,25.6945,4.45
32.7900,29.2496,27.4339,26.4976,25.9331,25.7481,4.55
32.9311,29.3197,27.4645,26.5332,26.0036,25.8037,4.65
32.7266,29.3489,27.5260,26.5929,26.0695,25.8590,4.75
32.9720,29.3826,27.5633,26.6215,26.0982,25.9041,4.85
33.3340,29.4877,27.6047,26.6955,26.1529,25.9369,4.95
33.3349,29.5870,27.6336,26.7522,26.1992,25.9932,5.05
33.3583,29.5757,27.7158,26.7866,26.2391,26.0236,5.15
33.3051,29.5938,27.7467,26.8371,26.2897,26.0833,5.25
33.2585,29.6536,27.7743,26.8500,26.3169,26.1178,5.35
33.5215,29.7415,27.8419,26.9256,26.3771,26.1528,5.45
33.9633,29.7568,27.8606,26.9703,26.4398,26.1877,5.55
33.7476,29.8552,27.8934,27.0091,26.4574,26.2655,5.65
33.5724,29.8778,27.9357,27.0105,26.5228,26.2953,5.75
33.8561,29.9577,27.9634,27.0853,26.5686,26.3461,5.85
33.9733,29.9822,28.0215,27.1278,26.6136,26.3524,5.95
34.3331,30.0634,28.0381,27.1527,26.6532,26.4351,6.05
34.1730,30.0866,28.0786,27.2171,26.7283,26.4557,6.15
34.5517,30.1174,28.1476,27.2341,26.7312,26.5064,6.25
34.4704,30.2025,28.1646,27.2954,26.7773,26.5698,6.35
34.5429,30.2268,28.2254,27.3396,26.8198,26.5644,6.45
34.7607,30.2593,28.2701,27.3754,26.8397,26.6095,6.55
34.5577,30.3438,28.2662,27.4237,26.8816,26.6632,6.65
34.7307,30.3576,28.3139,27.4630,26.9221,26.7181,6.75
35.2704,30.4261,28.3359,27.5036,26.9920,26.7298,6.85
35.0237,30.5132,28.4150,27.5163,27.0186,26.7663,6.95
35.2388,30.5356,28.4228,27.5847,27.0528,26.8353,7.05
35.0750,30.5640,28.4705,27.6087,27.0896,26.8577,7.15
34.8676,30.6379,28.5189,27.6283,27.1332,26.8620,7.25
35.5275,30.7486,28.5641,27.6790,27.1845,26.9279,7.35
35.3514,30.8299,28.6255,27.7220,27.2195,26.9804,7.45
35.2445,30.8244,28.6470,27.7465,27.2763,27.0284,7.55
36.2564,30.9231,28.6841,27.7845,27.2773,27.0355,7.65
35.6186,30.9923,28.7245,27.8346,27.3085,27.1002,7.75
36.3224,30.9574,28.7393,27.8740,27.3701,27.1135,7.85
36.7703,31.0072,28.8146,27.9092,27.3972,27.1531,7.95
36.0035,31.1179,28.8577,27.9450,27.4445,27.1690,8.05
36.2126,31.1819,28.8709,27.9520,27.4949,27.2215,8.15
36.3963,31.2584,28.8944,28.0522,27.5259,27.2414,8.25
37.1565,31.2395,28.9647,28.0251,27.5363,27.3234,8.35
36.3085,31.3586,28.9560,28.0502,27.5966,27.3548,8.45
36.2567,31.4049,29.1068,28.1105,27.6632,27.3474,8.55
36.4087,31.4154,29.0727,28.1676,27.6789,27.4101,8.65
37.8284,31.5023,29.1012,28.2029,27.6855,27.4472,8.75
36.5601,31.6025,29.1657,28.2277,27.7116,27.4481,8.85
39.2961,31.6376,29.1927,28.2746,27.8286,27.5219,8.95
