u,g,r,i,z,y,time
25.8927,25.7101,25.9593,26.3821,26.6074,26.9242,0.05
25.1193,25.0553,25.3785,25.9105,26.0874,26.4401,0.15
25.1292,24.8447,25.0842,25.6467,25.8749,26.2369,0.25
25.4003,24.7984,24.9562,25.4430,25.7307,26.1465,0.35
25.8863,24.8354,24.9109,25.3357,25.6669,26.1312,0.45
26.4781,24.9614,24.8816,25.2874,25.6258,26.0976,0.55
27.0325,25.2142,24.8790,25.2864,25.6240,26.1027,0.65
27.6459,25.5980,24.9243,25.3171,25.6464,26.0909,0.75
28.2253,26.0694,25.0430,25.3479,25.6969,26.0475,0.85
28.7836,26.5269,25.2022,25.3298,25.7448,25.9839,0.95
29.2712,26.9331,25.4026,25.2464,25.7028,25.8686,1.05
29.7538,27.2964,25.6407,25.2205,25.6230,25.7694,1.15
30.2354,27.5882,25.8688,25.2209,25.5415,25.6799,1.25
30.6681,27.8242,26.0900,25.2797,25.4636,25.6126,1.35
31.0180,28.0276,26.3253,25.4008,25.4773,25.6393,1.45
31.2834,28.2443,26.5421,25.5063,25.5048,25.6755,1.55
31.6436,28.3918,26.7206,25.6087,25.5663,25.7055,1.65
31.9453,28.5360,26.9377,25.7091,25.6829,25.7776,1.75
32.3733,28.6785,27.1037,25.7960,25.7919,25.8028,1.85
32.4306,28.8068,27.2558,25.9081,25.9050,25.8887,1.95
32.8778,28.9643,27.3749,25.9729,26.0058,25.9225,2.05
32.9089,29.0805,27.4906,26.1220,26.1353,25.9871,2.15
33.1696,29.2222,27.5699,26.1695,26.2296,26.0067,2.25
33.2224,29.2871,27.6909,26.2983,26.3394,26.0642,2.35
33.5728,29.3546,27.7081,26.3635,26.4013,26.0821,2.45
33.4263,29.4581,27.8069,26.4214,26.4694,26.1257,2.55
33.6378,29.4975,27.8254,26.5026,26.5394,26.1587,2.65
33.6003,29.5101,27.8425,26.5581,26.5689,26.1606,2.75
33.5053,29.6327,27.9454,26.5964,26.6290,26.2193,2.85
34.0588,29.6307,27.9218,26.6298,26.6581,26.2533,2.95
34.0403,29.6811,27.9622,26.6808,26.6740,26.2659,3.05
33.5805,29.7890,28.0241,26.7360,26.7194,26.3222,3.15
34.0672,29.7893,28.0188,26.7671,26.7587,26.3230,3.25
34.0408,29.8023,28.0342,26.7973,26.7992,26.3829,3.35
33.6465,29.8675,28.0916,26.8348,26.8057,26.4226,3.45
34.1584,29.8806,28.0855,26.8442,26.8617,26.4424,3.55
34.4343,29.8829,28.0710,26.8811,26.8681,26.4822,3.65
34.0905,29.9102,28.1394,26.9112,26.9440,26.5107,3.75
34.1232,30.0166,28.1763,26.9495,26.9430,26.5700,3.85
34.1549,29.9326,28.1542,26.9599,26.9811,26.5996,3.95
34.2457,30.0213,28.1482,27.0099,27.0437,26.6192,4.05
34.2127,30.0726,28.2168,27.0325,27.0832,26.6985,4.15
34.0775,30.0802,28.2397,27.0642,27.1132,26.6900,4.25
34.5275,30.0997,28.2308,27.0712,27.1460,26.7256,4.35
34.6341,30.1178,28.2295,27.0979,27.2044,26.7434,4.45
34.6580,30.1788,28.2597,27.1366,27.2379,26.8264,4.55
34.3362,30.1988,28.3272,27.1780,27.2916,26.8574,4.65
34.5364,30.2229,28.3084,27.2069,27.3173,26.8685,4.75
34.7814,30.2130,28.2977,27.2175,27.3446,26.9054,4.85
34.4351,30.2841,28.3149,27.2347,27.3904,26.9637,4.95
34.8340,30.3111,28.3647,27.2652,27.4594,27.0076,5.05
34.6609,30.3476,28.4126,27.3072,27.4807,27.0400,5.15
34.8623,30.3950,28.4162,27.3423,27.5180,27.0528,5.25
34.7308,30.3699,28.3884,27.3597,27.5514,27.0876,5.35
35.0978,30.4071,28.4224,27.3950,27.6027,27.1332,5.45
34.7247,30.4351,28.4450,27.4229,27.6520,27.1785,5.55
34.7977,30.4944,28.4810,27.4630,27.6995,27.2350,5.65
34.6603,30.5021,28.5237,27.4909,27.7248,27.2381,5.75
35.1849,30.5083,28.4948,27.5019,27.7487,27.2736,5.85
34.9115,30.5011,28.5175,27.5377,27.8142,27.3267,5.95
34.8345,30.5640,28.5193,27.5375,27.8362,27.4215,6.05
35.1629,30.6025,28.5638,27.5979,27.9175,27.4436,6.15
34.8783,30.6352,28.6249,27.6152,27.9588,27.4573,6.25
35.3031,30.6785,28.6395,27.6329,27.9794,27.4908,6.35
35.3247,30.6453,28.6535,27.6655,28.0013,27.4945,6.45
34.9897,30.6973,28.6502,27.6994,28.0790,27.5516,6.55
35.7078,30.7314,28.6588,27.7227,28.1070,27.6199,6.65
35.3326,30.7559,28.6886,27.7589,28.1419,27.6725,6.75
35.1840,30.8161,28.7082,27.7924,28.2039,27.6631,6.85
35.0614,30.8393,28.7320,27.7948,28.1929,27.6770,6.95
35.1007,30.7907,28.7792,27.8639,28.2485,27.7293,7.05
35.3797,30.8847,28.7619,27.8868,28.2611,27.7651,7.15
35.3381,30.8705,28.7494,27.9037,28.3476,27.8367,7.25
35.2973,30.9228,28.7827,27.9365,28.3938,27.8495,7.35
35.4509,30.9290,28.8236,27.9675,28.4294,27.8954,7.45
35.4683,30.9620,28.8390,28.0118,28.4760,27.9254,7.55
35.6917,30.9861,28.8772,28.0164,28.4901,27.9763,7.65
36.0131,31.0339,28.9133,28.0445,28.5034,27.9622,7.75
35.1961,31.0025,28.8909,28.0705,28.5294,28.0187,7.85
35.2765,31.0658,28.9016,28.1116,28.5827,28.0643,7.95
35.4941,31.0836,28.9110,28.1490,28.6447,28.1179,8.05
35.2822,31.1252,28.9270,28.1877,28.6661,28.1767,8.15
35.6023,31.1397,28.9723,28.2051,28.7305,28.1859,8.25
35.7559,31.1449,28.9934,28.2503,28.7696,28.2130,8.35
35.6750,31.1607,29.0331,28.2617,28.7644,28.2185,8.45
35.4672,31.2310,29.0297,28.2843,28.7764,28.2094,8.55
35.3155,31.2607,29.0602,28.3433,28.8362,28.2888,8.65
35.6331,31.2630,29.0630,28.3506,28.8439,28.3082,8.75
35.7412,31.2875,29.0730,28.3852,28.9213,28.3998,8.85
35.6380,31.2745,29.0788,28.4166,28.9554,28.3854,8.95
