u,g,r,i,z,y,time
25.8502,25.7168,25.9815,26.4742,26.6861,26.9550,0.05
25.3161,25.1946,25.4747,26.0974,26.3240,26.7189,0.15
25.5425,25.1116,25.2858,25.9169,26.2408,26.7366,0.25
26.0561,25.1797,25.2579,25.8003,26.2072,26.7345,0.35
26.7507,25.3711,25.2611,25.7899,26.2139,26.7352,0.45
27.5549,25.7842,25.3450,25.8740,26.2949,26.7288,0.55
28.3675,26.3580,25.4678,25.9840,26.4076,26.6879,0.65
29.2248,26.9847,25.6353,25.8629,26.3874,26.4631,0.75
29.8752,27.4855,25.8756,25.6535,26.2188,26.2311,0.85
30.4248,27.8443,26.1314,25.5781,26.0585,26.0805,0.95
30.9112,28.1462,26.4127,25.6476,25.9924,26.0136,1.05
31.3284,28.3862,26.6707,25.7568,26.0186,26.0173,1.15
31.7479,28.5805,26.9167,25.8929,26.1144,26.0615,1.25
32.2126,28.7591,27.1218,26.0192,26.2461,26.1436,1.35
32.4182,28.8919,27.3163,26.1523,26.4030,26.2262,1.45
32.5960,29.0979,27.4853,26.2813,26.5769,26.2790,1.55
32.9359,29.2153,27.5714,26.3672,26.6732,26.3190,1.65
33.0232,29.3464,27.7237,26.5140,26.8241,26.4016,1.75
33.3652,29.4082,27.7883,26.6010,26.9065,26.4277,1.85
33.3996,29.5316,27.8688,26.6981,26.9732,26.4877,1.95
33.6595,29.5664,27.8857,26.7820,26.9901,26.5239,2.05
33.7209,29.6601,27.9541,26.8403,27.0484,26.5650,2.15
33.6212,29.6561,27.9425,26.8985,27.0888,26.5999,2.25
33.5797,29.7900,28.0386,26.9646,27.1499,26.6658,2.35
33.8890,29.7675,28.0053,26.9804,27.1722,26.7303,2.45
33.7917,29.8385,28.0793,27.0449,27.2184,26.7920,2.55
33.7716,29.8641,28.0901,27.0652,27.2697,26.8335,2.65
34.0837,29.8547,28.0696,27.1042,27.2921,26.9052,2.75
34.0658,29.9429,28.1479,27.1670,27.3748,26.9470,2.85
34.1101,29.9373,28.1412,27.1822,27.4005,27.0011,2.95
33.9854,29.9654,28.1514,27.2259,27.4508,27.0609,3.05
34.2860,30.0404,28.2134,27.2451,27.5148,27.1273,3.15
33.9835,30.0472,28.2056,27.2920,27.5670,27.1566,3.25
34.1047,30.0898,28.1994,27.3476,27.6306,27.2325,3.35
34.2922,30.1247,28.2730,27.3814,27.6655,27.2937,3.45
34.3473,30.1499,28.2664,27.4019,27.7169,27.3277,3.55
34.3895,30.1550,28.2616,27.4553,27.7609,27.3802,3.65
34.4463,30.2136,28.2982,27.4890,27.8437,27.4412,3.75
34.3853,30.2518,28.3498,27.5118,27.9096,27.4919,3.85
34.5809,30.2763,28.3539,27.5403,27.9427,27.5183,3.95
