u,g,r,i,z,y,time
24.7692,23.3877,22.6140,22.5809,22.7326,22.9241,0.05
25.3373,23.5281,22.2924,22.0628,22.1556,22.3174,0.15
25.7320,23.7390,22.1478,21.7148,21.7885,21.9663,0.25
26.0192,23.9527,22.1575,21.5156,21.5277,21.7210,0.35
26.2175,24.0452,22.2348,21.4276,21.3737,21.5395,0.45
26.4676,24.1857,22.3386,21.3887,21.2643,21.3595,0.55
26.8299,24.2669,22.4640,21.3866,21.1644,21.2504,0.65
26.7760,24.3776,22.6028,21.4260,21.1337,21.1889,0.75
27.0480,24.4819,22.7618,21.5138,21.1182,21.1325,0.85
27.1396,24.6271,22.8880,21.6115,21.1302,21.1218,0.95
27.2999,24.7147,22.9959,21.7255,21.1748,21.1338,1.05
27.6061,24.8321,23.0963,21.8276,21.2466,21.1438,1.15
27.6387,24.9180,23.1843,21.9592,21.3516,21.1729,1.25
27.8351,25.1017,23.3242,22.0553,21.4469,21.2059,1.35
27.9588,25.1866,23.4071,22.1312,21.5717,21.2637,1.45
28.2857,25.2488,23.4861,22.2113,21.6574,21.2958,1.55
28.1764,25.4162,23.5993,22.2986,21.7276,21.3523,1.65
28.4006,25.5002,23.6704,22.3420,21.7803,21.4062,1.75
28.4925,25.5414,23.7410,22.4280,21.8425,21.4519,1.85
28.3539,25.7411,23.8228,22.5095,21.8977,21.4970,1.95
28.5271,25.8318,23.8653,22.5618,21.9502,21.5579,2.05
28.8800,25.9372,23.9448,22.6234,21.9937,21.6160,2.15
28.6100,25.9951,24.0448,22.6757,22.0515,21.6598,2.25
29.0740,26.0546,24.1208,22.7434,22.1004,21.7208,2.35
29.2027,26.1345,24.1587,22.8069,22.1362,21.7616,2.45
29.0152,26.2414,24.2140,22.8568,22.1906,21.8087,2.55
28.9333,26.2821,24.3097,22.9442,22.2396,21.8709,2.65
29.2126,26.3773,24.3220,22.9894,22.3210,21.9124,2.75
29.5840,26.4492,24.4059,23.0731,22.3469,21.9555,2.85
29.4004,26.4571,24.4668,23.1013,22.3996,22.0038,2.95
29.6230,26.6259,24.5140,23.1908,22.4616,22.0613,3.05
29.8434,26.5483,24.5566,23.2295,22.5020,22.1258,3.15
29.8415,26.6858,24.6216,23.2939,22.5441,22.1670,3.25
30.5237,26.8300,24.6647,23.3630,22.5902,22.2229,3.35
29.9693,26.8181,24.7688,23.4277,22.6653,22.2604,3.45
29.6822,26.8777,24.7811,23.4701,22.7319,22.3200,3.55
30.3095,26.8674,24.8199,23.5133,22.7550,22.3487,3.65
30.2604,26.9907,24.8535,23.5784,22.8394,22.4092,3.75
30.4546,27.1400,24.9255,23.6526,22.8743,22.4613,3.85
30.3636,27.0849,24.9861,23.6907,22.9287,22.5254,3.95
30.6084,27.2649,25.0263,23.7678,22.9964,22.5624,4.05
30.3694,27.2900,25.1048,23.8124,23.0554,22.6160,4.15
31.1202,27.3915,25.1378,23.9173,23.0959,22.6928,4.25
30.8481,27.4674,25.2447,23.9183,23.1626,22.7368,4.35
31.1412,27.5128,25.2562,23.9822,23.2053,22.7953,4.45
31.1907,27.5045,25.3338,24.0100,23.2509,22.8470,4.55
30.8598,27.6369,25.3171,24.0442,23.3287,22.9101,4.65
31.0620,27.7191,25.4258,24.1444,23.3794,22.9395,4.75
31.4384,27.7081,25.4404,24.2088,23.4515,22.9912,4.85
31.9540,27.8363,25.4953,24.2687,23.4838,23.0508,4.95
31.0364,27.8884,25.5147,24.2705,23.5159,23.1342,5.05
31.3449,27.9199,25.5802,24.3285,23.6085,23.1772,5.15
30.9977,28.0573,25.6456,24.3918,23.6550,23.2092,5.25
30.9452,28.0363,25.7150,24.4558,23.6819,23.2582,5.35
32.9946,28.1717,25.7261,24.4839,23.7292,23.3270,5.45
31.7816,28.2283,25.7862,24.5083,23.7961,23.3936,5.55
31.7991,28.2453,25.8700,24.6066,23.8524,23.4315,5.65
31.8285,28.4727,25.9367,24.6314,23.9417,23.4657,5.75
31.5202,28.4339,25.9167,24.6334,23.9488,23.5611,5.85
32.1066,28.4748,25.9720,24.7508,23.9956,23.5968,5.95
32.7688,28.4362,26.0147,24.7488,24.0585,23.6469,6.05
31.6105,28.5221,26.0799,24.8357,24.0958,23.7009,6.15
31.6071,28.5274,26.1349,24.8600,24.1232,23.7591,6.25
31.7953,28.6443,26.2005,24.9239,24.2031,23.7877,6.35
31.6627,28.7595,26.2753,24.9653,24.2555,23.8366,6.45
32.8353,28.8087,26.2611,25.0193,24.2537,23.8943,6.55
31.6460,28.8111,26.3858,24.9985,24.3205,23.9595,6.65
31.9270,28.9310,26.4246,25.0746,24.4024,24.0167,6.75
32.7905,28.9047,26.4604,25.1210,24.4954,24.0544,6.85
32.4656,28.9736,26.4750,25.1443,24.4623,24.0989,6.95
32.2006,28.8798,26.5281,25.1894,24.5411,24.0931,7.05
31.7308,29.0566,26.5904,25.2355,24.5759,24.2400,7.15
32.0004,29.0888,26.6448,25.2857,24.6195,24.2349,7.25
32.0372,29.1811,26.6978,25.3439,24.6472,24.2530,7.35
32.6464,29.2135,26.7777,25.3763,24.7410,24.3170,7.45
33.3344,29.0931,26.7761,25.4664,24.7465,24.3587,7.55
32.5921,29.1847,26.8842,25.4916,24.7579,24.4586,7.65
32.5034,29.3065,26.8419,25.4897,24.8217,24.4444,7.75
32.9459,29.3388,26.9691,25.4922,24.8265,24.4903,7.85
33.4640,29.3172,26.9239,25.5204,24.8979,24.5638,7.95
32.8511,29.2515,26.9216,25.6294,24.9570,24.6137,8.05
32.9603,29.3317,27.0583,25.6650,24.9556,24.6530,8.15
32.9065,29.3144,27.0927,25.7716,25.0499,24.7007,8.25
32.4307,29.4912,27.1618,25.7278,25.0888,24.7749,8.35
33.2007,29.4000,27.1689,25.7749,25.1282,24.8042,8.45
32.2109,29.4596,27.2623,25.8719,25.1814,24.8020,8.55
32.8914,29.5647,27.2948,25.8774,25.2297,24.8290,8.65
32.5000,29.5307,27.2970,25.9246,25.2489,24.8516,8.75
32.8108,29.6022,27.3292,25.9680,25.2750,24.9145,8.85
33.3164,29.4537,27.4349,26.0009,25.3681,25.0383,8.95
