u,g,r,i,z,y,time
24.5841,24.8208,25.1102,25.5765,25.6865,25.8914,0.05
23.5709,23.8405,24.3227,24.6949,24.9649,25.1354,0.15
23.0375,23.3256,23.8002,24.2670,24.4073,24.8237,0.25
22.7462,23.0037,23.4679,23.9369,24.1793,24.3656,0.35
22.4938,22.7490,23.1850,23.6981,23.9405,24.2225,0.45
22.3329,22.5707,22.9856,23.4849,23.7368,23.9579,0.55
22.2603,22.4284,22.8235,23.3648,23.5505,23.8462,0.65
22.2098,22.3124,22.6853,23.2024,23.4370,23.7256,0.75
22.1763,22.2038,22.5495,23.0470,23.2732,23.5697,0.85
22.1892,22.1340,22.4416,22.9324,23.1746,23.4545,0.95
22.2257,22.0702,22.3564,22.8302,23.0770,23.3993,1.05
22.2601,21.9964,22.2736,22.7173,22.9814,23.3256,1.15
22.2690,21.9282,22.1815,22.6428,22.9272,23.2289,1.25
22.3274,21.9214,22.1598,22.5874,22.8258,23.2080,1.35
22.4432,21.9097,22.1145,22.5210,22.7813,23.1643,1.45
22.4278,21.8218,22.0175,22.3823,22.6590,23.0765,1.55
22.4844,21.8505,22.0498,22.3832,22.6573,23.0750,1.65
22.6227,21.8410,21.9837,22.3159,22.6110,23.0229,1.75
22.5813,21.7770,21.9431,22.2530,22.5296,22.9594,1.85
22.7709,21.8311,21.9652,22.2444,22.5333,22.9442,1.95
22.7094,21.7625,21.8869,22.1525,22.4509,22.9012,2.05
22.9357,21.8419,21.9091,22.1796,22.4529,22.8803,2.15
22.8644,21.8029,21.8766,22.1139,22.4314,22.8734,2.25
23.0916,21.8410,21.8347,22.0784,22.3664,22.8423,2.35
23.0945,21.8732,21.8725,22.1172,22.3916,22.8624,2.45
23.1714,21.8504,21.7683,22.0324,22.3158,22.7861,2.55
23.3532,21.9955,21.8347,22.1050,22.3654,22.8226,2.65
23.2738,21.9068,21.7539,22.0286,22.3552,22.7624,2.75
23.5484,22.0437,21.7431,22.0121,22.3372,22.7694,2.85
23.5625,22.1078,21.7913,22.0611,22.3735,22.7812,2.95
23.5285,22.0410,21.7070,21.9972,22.3342,22.7486,3.05
23.8525,22.2674,21.7346,22.0140,22.3509,22.7697,3.15
23.9011,22.3354,21.7546,22.0383,22.3845,22.7850,3.25
23.8402,22.2583,21.6867,21.9870,22.3557,22.7012,3.35
24.1649,22.4800,21.7289,21.9915,22.3660,22.7076,3.45
24.3279,22.6386,21.7790,22.0413,22.4128,22.7265,3.55
24.2457,22.5637,21.7115,21.9693,22.3475,22.6639,3.65
24.4105,22.6308,21.7259,21.9578,22.3442,22.6401,3.75
