u,g,r,i,z,y,time
27.1676,26.9456,26.9793,27.1150,27.3051,27.1703,0.05
27.6500,27.1581,27.0269,26.8918,27.1000,26.9092,0.15
28.0424,27.4694,26.9425,26.9986,26.7628,26.8239,0.25
28.4566,27.8215,27.0971,26.7751,26.6901,26.4935,0.35
28.9252,27.8691,27.0394,26.5495,26.1322,26.2290,0.45
28.5336,27.7281,26.8989,26.4099,26.1858,26.0887,0.55
29.1062,27.9947,27.2652,26.4007,26.1484,26.1825,0.65
29.2964,28.1252,27.3092,26.4628,26.1420,26.0069,0.75
29.2687,27.9848,27.3865,26.4551,26.1169,25.8556,0.85
29.3276,28.0875,27.5070,26.5961,26.0649,25.8582,0.95
29.5779,28.2438,27.4955,26.4164,26.0646,25.8655,1.05
29.7466,28.2571,27.4668,26.6410,25.9942,25.6781,1.15
29.9300,28.2624,27.3930,26.3187,25.9545,25.6069,1.25
29.7821,28.1134,27.3135,26.4970,25.8971,25.5932,1.35
30.1612,28.6161,27.5705,26.7436,26.1444,25.6632,1.45
29.8659,28.2710,27.3833,26.5403,25.8606,25.5307,1.55
30.0803,28.3239,27.2991,26.4065,25.7654,25.4264,1.65
30.6311,28.7961,27.5530,26.5467,25.7862,25.5955,1.75
30.3697,28.5736,27.3803,26.2976,25.6949,25.2598,1.85
30.7789,28.5843,27.4944,26.4311,25.8897,25.4703,1.95
30.5296,28.4679,27.1116,26.3349,25.6108,25.3571,2.05
31.2660,28.7687,27.5856,26.5806,25.9320,25.4519,2.15
30.8520,28.5439,27.3695,26.2291,25.5994,25.1202,2.25
30.6730,28.8160,27.8671,26.5409,25.7974,25.3634,2.35
30.9966,28.6755,27.4957,26.3596,25.6246,25.1089,2.45
31.3277,28.9478,27.6625,26.4882,25.7636,25.1485,2.55
31.5121,29.3051,28.0404,26.5449,25.8280,25.2180,2.65
31.1850,28.8936,27.5733,26.3583,25.4302,25.0532,2.75
31.5934,29.5349,28.0757,26.6670,25.9216,25.3671,2.85
31.7860,29.2717,27.9084,26.6236,25.6682,25.1382,2.95
32.3374,29.4984,28.0242,26.4037,25.5417,24.9918,3.05
31.6277,29.9300,28.2478,26.9641,25.9058,25.3842,3.15
33.3029,30.0021,28.0563,26.5247,25.7440,25.0330,3.25
31.7176,29.2675,27.9808,26.5101,25.4795,24.8841,3.35
32.7006,30.3561,28.4275,26.9703,25.9806,25.4082,3.45
36.5667,30.3387,28.4477,26.8237,25.8906,25.3116,3.55
33.8239,29.8647,28.1635,26.4921,25.5099,24.9044,3.65
34.6634,30.2256,28.2721,26.5775,25.6999,25.1087,3.75
33.8389,30.3747,28.5762,27.0044,26.0523,25.4288,3.85
-9999.0000,30.3780,28.4551,26.8115,25.8582,25.2252,3.95
36.4653,30.4385,28.0733,26.5242,25.5355,24.9007,4.05
33.0956,30.3248,28.3219,26.8841,25.8029,25.1345,4.15
-9999.0000,31.1277,28.9812,27.1668,26.1941,25.4003,4.25
-9999.0000,31.1279,28.5182,26.8564,25.8888,25.1891,4.35
34.9661,30.9905,28.2092,26.6012,25.4894,24.9180,4.45
34.3678,31.3976,28.4775,26.7697,25.6385,25.0920,4.55
-9999.0000,31.3669,28.8343,27.4006,26.2146,25.4499,4.65
33.3962,31.3564,29.0750,27.3716,26.1424,25.3964,4.75
-9999.0000,31.2101,28.7606,26.8701,25.8178,25.1243,4.85
-9999.0000,30.5936,28.3635,26.6052,25.6768,24.9031,4.95
-9999.0000,31.3668,28.7595,27.0350,26.0975,25.2924,5.05
33.1998,31.3639,29.3091,27.3981,26.4063,25.4891,5.15
34.9048,31.8944,29.4415,27.1915,26.2389,25.4394,5.25
-9999.0000,31.9907,29.0683,27.2113,26.0286,25.2558,5.35
