u,g,r,i,z,y,time
30.5474,29.3829,28.3414,27.8648,27.4494,27.1263,0.05
32.3658,30.4621,28.8969,28.2038,27.5350,27.0222,0.15
33.8751,31.4129,29.5839,28.4396,27.6081,27.0220,0.25
34.7038,32.0525,29.8362,28.7407,27.7365,27.0352,0.35
35.0928,32.4932,30.0310,28.8405,27.7284,27.0043,0.45
35.6833,33.1894,30.2652,28.8991,27.8146,26.9832,0.55
37.5159,33.3177,30.6391,28.9905,27.8452,26.9164,0.65
-9999.0000,33.5336,30.9914,29.0602,27.9285,26.8990,0.75
-9999.0000,33.7797,30.9428,29.2719,27.9439,26.9454,0.85
-9999.0000,33.9987,31.0334,29.2002,27.9369,26.9006,0.95
-9999.0000,34.2817,30.8916,29.3209,28.0363,26.9300,1.05
-9999.0000,34.5459,31.1949,29.4554,28.1264,26.9124,1.15
36.7360,34.5957,31.5248,29.4585,28.1953,26.9700,1.25
35.9804,34.8883,31.6117,29.5183,28.1796,26.9763,1.35
-9999.0000,34.6905,31.5025,29.5764,28.2424,27.0134,1.45
51.8056,34.8876,31.3777,29.6839,28.3823,27.0087,1.55
-9999.0000,35.0256,31.9203,29.7057,28.3566,27.0817,1.65
-9999.0000,34.6390,31.8108,29.8042,28.4391,27.1039,1.75
-9999.0000,35.1415,31.9423,29.9254,28.5702,27.1936,1.85
-9999.0000,37.3206,31.7281,29.8039,28.6462,27.2371,1.95
-9999.0000,35.2656,32.0180,29.8926,28.5816,27.3021,2.05
-9999.0000,36.2539,32.0759,30.0721,28.7459,27.2995,2.15
-9999.0000,35.6806,32.1686,30.0490,28.7625,27.4209,2.25
-9999.0000,38.9577,32.4318,30.2633,28.8668,27.4859,2.35
-9999.0000,34.5479,32.6594,30.1651,28.9797,27.5461,2.45
-9999.0000,36.6399,32.9227,30.2856,28.9549,27.6253,2.55
-9999.0000,36.7701,32.5706,30.3718,29.0771,27.6733,2.65
-9999.0000,36.0189,32.7251,30.3953,29.2472,27.7369,2.75
