u,g,r,i,z,y,time
29.8134,28.7051,27.3024,26.9782,26.5979,26.3147,0.05
29.9526,28.6677,27.0523,26.4455,25.9711,25.6286,0.15
30.3851,28.9709,27.1837,26.3486,25.7091,25.2679,0.25
30.9685,29.3171,27.4935,26.4168,25.6222,25.0768,0.35
31.5328,29.8118,27.8126,26.6199,25.6883,25.0329,0.45
32.3331,30.3434,28.1212,26.8659,25.9030,25.0791,0.55
32.8228,30.9653,28.4690,27.0661,26.1094,25.2011,0.65
33.8174,31.5116,28.7211,27.2722,26.2982,25.3560,0.75
34.0924,31.8161,29.0005,27.4451,26.4613,25.5291,0.85
34.9483,32.1663,29.2106,27.6015,26.5958,25.6821,0.95
35.5759,32.6515,29.5274,27.7840,26.7312,25.8018,1.05
36.2679,33.1724,29.7973,27.9946,26.9091,25.9268,1.15
36.5274,33.2771,30.0371,28.1665,27.0522,26.0279,1.25
45.5269,33.5212,30.2242,28.3610,27.2055,26.1583,1.35
39.0249,33.8373,30.5399,28.5806,27.3677,26.2914,1.45
37.3427,34.6149,30.6442,28.7111,27.4988,26.3703,1.55
38.4771,34.9476,30.8367,28.8232,27.6150,26.5159,1.65
36.5484,34.7464,31.0354,29.0008,27.7696,26.5658,1.75
37.5656,35.3315,31.2052,29.1325,27.8339,26.6763,1.85
-9999.0000,35.3598,31.3829,29.2341,28.0206,26.7513,1.95
-9999.0000,35.2355,31.5056,29.2984,28.0353,26.8246,2.05
-9999.0000,36.2651,31.7849,29.3845,28.1457,26.8887,2.15
-9999.0000,35.2766,31.9213,29.4755,28.1541,26.9840,2.25
-9999.0000,36.0191,31.9796,29.5858,28.2592,27.0606,2.35
-9999.0000,36.0302,32.0677,29.6604,28.3963,27.1630,2.45
-9999.0000,36.2488,32.1635,29.7556,28.4785,27.1872,2.55
-9999.0000,35.9356,32.2330,29.8921,28.5728,27.3050,2.65
-9999.0000,35.9135,32.2624,29.8672,28.6004,27.3821,2.75
-9999.0000,35.9396,32.4411,29.9612,28.6646,27.4630,2.85
-9999.0000,35.8523,32.5054,29.9971,28.8239,27.4991,2.95
-9999.0000,36.2951,32.5549,30.0921,28.8133,27.5671,3.05
-9999.0000,36.3494,32.6038,30.1612,28.9147,27.6885,3.15
39.2153,36.2175,32.7146,30.2317,29.0058,27.7540,3.25
-9999.0000,36.2845,32.5240,30.2243,29.0181,27.7841,3.35
-9999.0000,36.8669,32.7195,30.2989,29.1748,27.9159,3.45
-9999.0000,37.6391,32.8934,30.4429,29.1322,27.9631,3.55
-9999.0000,36.8680,32.8191,30.4107,29.2420,28.0731,3.65
-9999.0000,35.8081,32.7250,30.4199,29.2087,28.0974,3.75
-9999.0000,39.5726,32.6941,30.3598,29.2825,28.2025,3.85
-9999.0000,36.4644,32.8470,30.4372,29.2983,28.3092,3.95
-9999.0000,36.9898,32.5783,30.5957,29.4113,28.3204,4.05
-9999.0000,36.8445,32.8357,30.6267,29.3752,28.3492,4.15
-9999.0000,36.8901,32.8411,30.5932,29.3799,28.4648,4.25
-9999.0000,37.1524,32.7080,30.5987,29.3838,28.5070,4.35
-9999.0000,36.2170,32.6943,30.5711,29.4463,28.5668,4.45
-9999.0000,36.7868,32.4850,30.6328,29.4407,28.5647,4.55
-9999.0000,36.7225,32.8170,30.5526,29.4402,28.6046,4.65
-9999.0000,36.4926,32.7941,30.5699,29.4859,28.6625,4.75
-9999.0000,36.7185,32.7679,30.6992,29.4532,28.7449,4.85
-9999.0000,36.7762,32.8735,30.6646,29.4084,28.7498,4.95
-9999.0000,37.2631,32.9867,30.7495,29.4936,28.8043,5.05
-9999.0000,36.4856,32.7301,30.6396,29.4689,28.8376,5.15
-9999.0000,37.6416,32.8424,30.6494,29.3744,28.8572,5.25
-9999.0000,36.7583,32.8938,30.5932,29.3949,28.9291,5.35
-9999.0000,36.4815,32.7616,30.6227,29.4497,28.8348,5.45
-9999.0000,37.4946,32.7674,30.6577,29.3911,28.9200,5.55
-9999.0000,36.9338,32.8337,30.7546,29.4607,28.9089,5.65
-9999.0000,36.2706,32.9199,30.6428,29.4112,28.9320,5.75
-9999.0000,36.2807,32.6610,30.7427,29.4786,28.9374,5.85
-9999.0000,36.0610,32.8049,30.7412,29.4381,28.9103,5.95
-9999.0000,37.0596,32.6996,30.7966,29.4784,28.9974,6.05
-9999.0000,37.4104,32.7458,30.7386,29.4098,28.9708,6.15
-9999.0000,36.7634,32.8883,30.7685,29.4526,28.9758,6.25
-9999.0000,36.5066,32.8025,30.7887,29.4849,28.9607,6.35
-9999.0000,37.0332,32.7349,30.7861,29.5056,29.0408,6.45
-9999.0000,36.8596,32.7571,30.7731,29.5765,29.0301,6.55
-9999.0000,36.6302,32.6533,30.8096,29.5044,29.0667,6.65
