u,g,r,i,z,y,time
24.1577,24.1026,24.3274,24.7653,24.9753,25.2573,0.05
23.3827,23.3561,23.6531,24.1524,24.4218,24.7338,0.15
23.1563,23.0001,23.2883,23.7961,24.0959,24.4162,0.25
23.1569,22.8044,23.0442,23.5593,23.8566,24.2507,0.35
23.2926,22.7152,22.8840,23.3627,23.7333,24.1424,0.45
23.5812,22.7070,22.7935,23.2384,23.6217,24.0565,0.55
23.9406,22.7606,22.7083,23.1258,23.5260,24.0309,0.65
24.2948,22.8754,22.6475,23.0710,23.4718,24.0066,0.75
24.6375,23.0472,22.6021,23.0337,23.4411,23.9915,0.85
24.9614,23.2756,22.5822,23.0191,23.4247,23.9896,0.95
25.3403,23.5557,22.5873,23.0431,23.4471,24.0514,1.05
25.7110,23.8400,22.6329,23.0807,23.4989,24.0844,1.15
26.0191,24.1180,22.7003,23.1048,23.5410,24.0875,1.25
26.3216,24.3661,22.8011,23.0838,23.5924,24.0357,1.35
26.6319,24.5714,22.9106,23.0473,23.6076,23.9845,1.45
26.8971,24.7188,23.0102,22.9759,23.5823,23.8992,1.55
27.0871,24.8741,23.1116,22.8849,23.5186,23.7607,1.65
27.3878,25.0034,23.2249,22.8146,23.4211,23.6085,1.75
27.6021,25.1373,23.3114,22.7618,23.3447,23.4871,1.85
27.8354,25.2699,23.4149,22.7474,23.2434,23.3858,1.95
28.1154,25.3693,23.4913,22.7501,23.1622,23.2904,2.05
28.3208,25.4925,23.6008,22.7686,23.1105,23.2461,2.15
28.4508,25.6084,23.6712,22.8083,23.0710,23.1856,2.25
28.7106,25.7111,23.7643,22.8365,23.0269,23.1469,2.35
28.8395,25.7857,23.8242,22.8898,23.0310,23.1469,2.45
29.0331,25.8733,23.8956,22.9276,23.0256,23.1483,2.55
29.0498,25.9678,23.9539,22.9714,23.0488,23.1627,2.65
29.1366,26.0317,24.0039,23.0292,23.0682,23.1922,2.75
29.3623,26.1247,24.0554,23.0720,23.1178,23.2289,2.85
29.4493,26.1821,24.1151,23.1323,23.1713,23.2752,2.95
29.5795,26.2184,24.1458,23.1764,23.2342,23.3168,3.05
29.8807,26.2796,24.1902,23.2193,23.3042,23.3543,3.15
29.8692,26.3331,24.2478,23.2713,23.3732,23.4215,3.25
29.9265,26.3442,24.2583,23.3177,23.4406,23.4861,3.35
30.0887,26.4119,24.2766,23.3478,23.5097,23.5440,3.45
30.1803,26.4490,24.3273,23.3954,23.5958,23.6137,3.55
30.0724,26.4674,24.3728,23.4465,23.6851,23.7019,3.65
30.3777,26.4698,24.3825,23.4921,23.7686,23.7665,3.75
30.4080,26.5366,24.4010,23.5264,23.8831,23.8543,3.85
30.4643,26.5676,24.4188,23.5557,23.9752,23.9568,3.95
30.2761,26.5466,24.4593,23.5936,24.0462,24.0682,4.05
30.3856,26.5875,24.4548,23.6319,24.1923,24.1457,4.15
30.3100,26.6325,24.4849,23.6741,24.2754,24.2507,4.25
30.7801,26.6068,24.4985,23.7124,24.3877,24.3281,4.35
30.5626,26.6486,24.5263,23.7453,24.4755,24.4250,4.45
30.3404,26.6647,24.5267,23.7747,24.6230,24.5339,4.55
30.4911,26.6775,24.5721,23.8133,24.7195,24.6586,4.65
30.6395,26.7250,24.5730,23.8489,24.8101,24.7795,4.75
30.6531,26.7370,24.5839,23.8794,24.8708,24.8787,4.85
30.4462,26.7487,24.6034,23.9041,25.0246,24.9231,4.95
30.5328,26.7506,24.6170,23.9080,25.0869,25.0359,5.05
30.9935,26.7683,24.6473,23.9775,25.2341,25.1458,5.15
30.9439,26.7905,24.6678,23.9917,25.3068,25.2232,5.25
30.8772,26.8336,24.6524,24.0372,25.3955,25.3321,5.35
30.5703,26.8454,24.6990,24.0448,25.4569,25.4181,5.45
31.1395,26.8152,24.7173,24.0571,25.5544,25.5314,5.55
30.8154,26.7958,24.7193,24.0776,25.6415,25.5976,5.65
31.0985,26.8157,24.7369,24.1040,25.7388,25.6962,5.75
31.0058,26.8541,24.7577,24.1203,25.7635,25.8168,5.85
30.8462,26.8954,24.7699,24.1552,25.8604,25.8891,5.95
31.0579,26.9206,24.7983,24.1706,25.9246,26.0200,6.05
30.8019,26.9797,24.7973,24.1996,26.0081,26.0448,6.15
30.9612,26.9764,24.8029,24.2221,26.0918,26.1299,6.25
30.9003,26.9616,24.8358,24.2523,26.1868,26.1924,6.35
30.9474,27.0005,24.8609,24.2733,26.1701,26.2928,6.45
30.9933,27.0268,24.8776,24.2717,26.2657,26.4046,6.55
31.2304,26.9938,24.8944,24.2963,26.4083,26.4601,6.65
30.8396,27.0342,24.9266,24.3132,26.4675,26.4839,6.75
31.0161,27.0624,24.9133,24.3448,26.5444,26.5693,6.85
31.1947,27.0919,24.9368,24.3862,26.5439,26.6202,6.95
31.2508,27.1043,24.9735,24.4017,26.6390,26.7232,7.05
31.3815,27.1380,24.9843,24.4309,26.6621,26.8091,7.15
31.1097,27.1348,24.9957,24.4428,26.7429,26.8603,7.25
31.0941,27.1584,25.0138,24.4613,26.8248,27.0471,7.35
31.3634,27.1559,25.0387,24.4845,26.9062,27.0804,7.45
31.2256,27.2087,25.0740,24.5033,26.9106,27.0409,7.55
31.0844,27.1964,25.0867,24.5476,27.0038,27.1737,7.65
31.1945,27.2132,25.0972,24.5668,26.9946,27.2133,7.75
31.4904,27.2719,25.1176,24.5835,27.0198,27.2553,7.85
31.1156,27.2425,25.1612,24.5919,27.1668,27.4040,7.95
31.3256,27.2818,25.1516,24.6137,27.2973,27.5407,8.05
31.6297,27.2802,25.1804,24.6436,27.3708,27.5387,8.15
31.6182,27.2776,25.1946,24.6574,27.3782,27.6196,8.25
31.2875,27.3276,25.2107,24.6836,27.3249,27.7160,8.35
31.3476,27.3449,25.2342,24.7221,27.3530,27.7720,8.45
31.7222,27.3801,25.2426,24.7462,27.4662,27.8631,8.55
31.5722,27.3918,25.2804,24.7585,27.4029,27.8624,8.65
