u,g,r,i,z,y,time
30.8923,29.9651,29.2090,28.9135,28.8927,28.8022,0.05
31.3423,30.0283,29.2152,28.3834,28.2627,28.1784,0.15
31.5580,30.1284,29.3255,28.2632,27.9903,27.7944,0.25
31.9025,30.2771,29.4159,28.2860,27.9327,27.5948,0.35
32.1572,30.4328,29.3332,28.2231,27.7604,27.4216,0.45
32.4425,30.4939,29.3982,28.2521,27.7545,27.3096,0.55
32.7071,30.7645,29.5358,28.3469,27.7558,27.2932,0.65
33.7007,30.9927,29.6608,28.2910,27.6406,27.2072,0.75
33.8192,31.1864,29.7459,28.3667,27.6182,27.1454,0.85
34.2378,31.5121,29.8882,28.3985,27.6894,27.1733,0.95
34.5295,31.8221,30.0395,28.5614,27.7261,27.2306,1.05
35.0128,32.2017,30.2224,28.6425,27.8063,27.2508,1.15
35.7123,32.2912,30.2619,28.6198,27.7985,27.2407,1.25
36.0359,32.4439,30.3666,28.6638,27.8124,27.2444,1.35
37.4729,32.9636,30.6623,28.9695,28.0171,27.4337,1.45
37.0047,33.1197,30.7846,29.0001,28.0526,27.4456,1.55
-9999.0000,33.2172,30.8459,28.9748,27.9987,27.3882,1.65
37.0344,33.6168,31.1627,29.3879,28.3668,27.7026,1.75
37.4492,33.7467,31.1267,29.2126,28.1974,27.4873,1.85
40.9057,34.2446,31.4803,29.6058,28.5513,27.8529,1.95
41.0425,34.3933,31.3701,29.4574,28.3607,27.6237,2.05
37.9467,34.5296,31.8626,29.8043,28.7037,27.9690,2.15
38.6203,34.4376,31.6457,29.6411,28.5358,27.7105,2.25
-9999.0000,34.6364,32.2330,30.0212,28.8611,28.0084,2.35
-9999.0000,35.1128,32.0814,29.9549,28.7855,27.9189,2.45
-9999.0000,35.2943,32.1562,30.1234,28.8876,28.0012,2.55
-9999.0000,35.6086,32.6064,30.3735,29.0757,28.1748,2.65
-9999.0000,35.3908,32.4030,30.2379,28.9775,28.0464,2.75
-9999.0000,36.1008,32.8231,30.6245,29.2789,28.3043,2.85
-9999.0000,36.8278,32.9811,30.6628,29.3621,28.3591,2.95
-9999.0000,36.2060,32.7402,30.6845,29.2148,28.2236,3.05
-9999.0000,36.1297,33.3834,31.0042,29.5598,28.4358,3.15
-9999.0000,37.2175,33.5061,31.0171,29.6742,28.4927,3.25
-9999.0000,36.9492,33.4818,31.0518,29.5961,28.4054,3.35
-9999.0000,36.4319,33.8879,31.3402,29.8779,28.5928,3.45
-9999.0000,37.5274,33.9200,31.4658,30.0089,28.8012,3.55
-9999.0000,38.8840,33.8890,31.4593,29.9072,28.6914,3.65
-9999.0000,39.7000,34.2020,31.5607,29.9185,28.6702,3.75
-9999.0000,38.2046,34.4194,31.9382,30.1578,28.9373,3.85
-9999.0000,40.9824,34.4924,32.1839,30.3356,29.0674,3.95
-9999.0000,38.1925,34.4251,31.8788,30.2405,28.9533,4.05
-9999.0000,38.7400,34.9775,32.0501,30.3801,28.9773,4.15
-9999.0000,-9999.0000,34.7595,32.5054,30.7030,29.2247,4.25
-9999.0000,-9999.0000,35.0294,32.6085,30.6373,29.3233,4.35
-9999.0000,38.4528,35.6811,32.5219,30.8387,29.3058,4.45
-9999.0000,39.2285,35.1034,32.5236,30.7944,29.2474,4.55
-9999.0000,41.5089,35.4007,32.6738,31.0134,29.3335,4.65
-9999.0000,-9999.0000,35.6102,32.6181,31.1696,29.5480,4.75
-9999.0000,-9999.0000,35.1871,32.8777,31.0759,29.5274,4.85
-9999.0000,-9999.0000,35.7301,32.9175,31.1006,29.5503,4.95
-9999.0000,-9999.0000,36.3431,32.8825,31.0066,29.5497,5.05
-9999.0000,38.5394,35.5602,32.6582,31.0625,29.6792,5.15
-9999.0000,38.7726,35.7356,33.1913,31.2142,29.7346,5.25
-9999.0000,38.3390,37.4164,33.0077,31.2804,29.8176,5.35
-9999.0000,-9999.0000,35.8262,32.9253,31.2300,29.6862,5.45
-9999.0000,39.4377,35.6520,33.0931,31.2017,29.6676,5.55
-9999.0000,38.2716,36.1324,33.0824,31.3379,29.6394,5.65
-9999.0000,-9999.0000,35.7904,33.1790,31.4147,29.8768,5.75
-9999.0000,38.3045,35.9203,33.4731,31.2954,29.8241,5.85
-9999.0000,-9999.0000,35.9212,33.1323,31.4143,29.8268,5.95
-9999.0000,-9999.0000,35.6019,32.8327,31.3445,29.7857,6.05
-9999.0000,-9999.0000,36.2013,33.0272,31.4800,29.8224,6.15
-9999.0000,-9999.0000,36.7160,33.1614,31.3507,29.7954,6.25
-9999.0000,-9999.0000,35.7729,33.2356,31.5574,29.9793,6.35
-9999.0000,-9999.0000,35.7484,33.1743,31.5371,29.9351,6.45
-9999.0000,-9999.0000,36.2557,33.3256,31.4526,29.8709,6.55
-9999.0000,-9999.0000,36.6370,33.0440,31.3089,29.9304,6.65
-9999.0000,-9999.0000,36.9008,33.1840,31.3706,29.9392,6.75
-9999.0000,38.9031,35.8842,33.3030,31.3766,29.9875,6.85
-9999.0000,-9999.0000,36.1716,33.3781,31.5460,30.1188,6.95
-9999.0000,-9999.0000,35.8853,33.0429,31.4050,30.0937,7.05
-9999.0000,45.7474,35.4382,33.2461,31.3489,30.0818,7.15
-9999.0000,-9999.0000,35.9342,33.2483,31.4106,30.0248,7.25
-9999.0000,-9999.0000,36.3073,33.2438,31.3897,30.0175,7.35
-9999.0000,-9999.0000,36.3050,33.2868,31.3469,30.0635,7.45
-9999.0000,-9999.0000,35.7714,33.2414,31.3976,30.0665,7.55
-9999.0000,38.6301,37.3812,33.3082,31.3177,30.1276,7.65
-9999.0000,38.6358,35.5361,32.9044,31.2876,30.2547,7.75
-9999.0000,-9999.0000,35.7280,33.1009,31.4041,30.2045,7.85
-9999.0000,-9999.0000,37.1672,33.0209,31.4592,30.1466,7.95
-9999.0000,-9999.0000,37.1696,33.0229,31.4720,30.1347,8.05
-9999.0000,-9999.0000,36.6899,33.2652,31.5116,30.2439,8.15
-9999.0000,-9999.0000,36.3748,33.0904,31.4158,30.2977,8.25
-9999.0000,-9999.0000,35.2769,33.0337,31.4779,30.2625,8.35
-9999.0000,-9999.0000,35.4056,33.2775,31.5005,30.3248,8.45
-9999.0000,-9999.0000,35.5660,33.3006,31.4868,30.4162,8.55
-9999.0000,39.9954,35.5443,33.1026,31.4128,30.3107,8.65
-9999.0000,38.8867,36.2988,32.9153,31.4083,30.2936,8.75
-9999.0000,-9999.0000,35.5753,33.1113,31.4330,30.4092,8.85
-9999.0000,-9999.0000,35.6401,33.2801,31.5690,30.3859,8.95
