u,g,r,i,z,y,time
30.2470,29.8424,29.4157,29.6201,29.6067,29.7044,0.05
29.7255,29.1295,28.6120,28.7236,28.6490,28.6979,0.15
29.6262,28.8342,28.1641,28.2553,28.2464,28.1451,0.25
29.6582,28.7587,27.9947,27.9738,27.8931,27.8871,0.35
29.6404,28.6451,27.8011,27.7052,27.6353,27.6153,0.45
29.6682,28.5535,27.6671,27.4827,27.4515,27.3832,0.55
29.8838,28.6789,27.6713,27.4318,27.3425,27.2703,0.65
29.9433,28.5979,27.5684,27.2866,27.1642,27.0725,0.75
30.1250,28.6193,27.5299,27.1634,27.0393,26.9829,0.85
30.4135,28.6757,27.5072,27.0930,26.9418,26.8543,0.95
30.5411,28.7508,27.5318,27.0048,26.8717,26.7857,1.05
30.7822,28.7990,27.5562,26.9351,26.7643,26.6861,1.15
30.8684,28.8374,27.5619,26.8693,26.6804,26.5938,1.25
31.1054,28.8855,27.5754,26.8432,26.6225,26.5484,1.35
31.3819,29.1115,27.7352,26.8690,26.6039,26.5266,1.45
31.3725,29.1314,27.7478,26.8145,26.5076,26.4040,1.55
31.5088,29.1407,27.7160,26.8103,26.4882,26.3935,1.65
31.7896,29.4145,27.9722,26.8942,26.4574,26.3521,1.75
31.8356,29.3175,27.8088,26.7867,26.3739,26.2660,1.85
32.1446,29.6145,28.0761,26.9575,26.4234,26.3085,1.95
31.9307,29.4726,27.9508,26.8365,26.2995,26.2042,2.05
32.2707,29.7729,28.1947,27.0452,26.3851,26.2583,2.15
32.2693,29.6392,28.0442,26.8976,26.3088,26.1693,2.25
32.7087,29.9931,28.3662,27.1229,26.3522,26.1490,2.35
32.5273,29.8802,28.2076,27.0748,26.3269,26.2066,2.45
32.6976,30.0467,28.3489,27.0933,26.2786,26.0962,2.55
32.9017,30.1290,28.4660,27.2986,26.4267,26.2021,2.65
32.7984,30.0722,28.3417,27.1337,26.3153,26.1167,2.75
33.1890,30.4628,28.6455,27.3676,26.3914,26.1078,2.85
33.4986,30.4685,28.6045,27.3956,26.4728,26.2048,2.95
33.0453,30.3813,28.5312,27.3048,26.3720,26.0695,3.05
33.1015,30.7184,28.8176,27.5563,26.4968,26.1124,3.15
33.5170,30.5678,28.7231,27.6117,26.5864,26.2203,3.25
33.4402,30.5205,28.6137,27.4741,26.4760,26.1104,3.35
33.7530,30.7496,28.9207,27.6868,26.6169,26.1104,3.45
34.0223,30.8370,28.9378,27.7868,26.7756,26.2402,3.55
33.5059,30.6190,28.7944,27.6796,26.6976,26.1660,3.65
33.8464,30.8038,28.8741,27.7189,26.7483,26.1437,3.75
33.6665,31.0077,29.0509,27.9658,26.9672,26.2315,3.85
33.8311,30.9049,29.0156,27.9447,27.0382,26.3142,3.95
33.7286,30.8392,28.8447,27.8346,26.9411,26.2371,4.05
33.5640,31.0612,29.0162,27.9652,27.1072,26.2140,4.15
34.1848,31.1698,29.1825,28.2467,27.4086,26.3211,4.25
33.8890,31.1349,29.1429,28.1736,27.4105,26.4017,4.35
33.7632,31.0502,29.0040,28.0905,27.3270,26.3516,4.45
34.2416,31.2006,29.1098,28.1854,27.4491,26.3477,4.55
34.4228,31.4440,29.3154,28.5082,27.8330,26.4332,4.65
34.6535,31.4799,29.3571,28.5202,27.9136,26.5711,4.75
34.6265,31.3473,29.2560,28.4968,27.8636,26.5472,4.85
34.4101,31.2583,29.2223,28.4070,27.8102,26.4874,4.95
34.4654,31.7578,29.5341,28.6335,28.0964,26.5854,5.05
35.2539,31.8403,29.6633,28.9430,28.3434,26.7427,5.15
