u,g,r,i,z,y,time
20.0892,20.0368,20.4018,20.9493,21.4709,22.0012,0.05
19.8507,19.7481,20.1712,20.8932,21.5923,22.2691,0.15
20.7480,19.8019,20.3226,20.9701,21.8218,22.6361,0.25
21.9189,20.1908,20.5424,21.3363,22.0767,22.8017,0.35
22.8492,20.8159,20.3280,21.3794,21.8232,22.4601,0.45
23.5679,21.2740,20.1484,20.8161,21.2663,21.7559,0.55
24.1390,21.5734,20.1882,20.3820,20.8813,21.1778,0.65
24.6162,21.8074,20.3469,20.2439,20.7400,20.7939,0.75
24.9426,22.0341,20.5189,20.3061,20.7891,20.6235,0.85
25.2303,22.1947,20.6641,20.4878,20.9360,20.6464,0.95
25.4476,22.3180,20.7991,20.7075,21.1920,20.8133,1.05
25.6791,22.4144,20.9070,20.9719,21.5255,21.0814,1.15
25.7631,22.4797,20.9919,21.2260,21.9091,21.3893,1.25
25.8628,22.5493,21.0608,21.4874,22.2896,21.7252,1.35
25.8536,22.6120,21.1211,21.7159,22.6643,22.0707,1.45
25.9488,22.6556,21.1615,21.9040,22.9988,22.3835,1.55
25.9603,22.6968,21.2102,22.0694,23.3212,22.7075,1.65
26.0387,22.7435,21.2545,22.2148,23.5736,23.0104,1.75
26.0982,22.7916,21.3093,22.3601,23.8686,23.2388,1.85
26.0681,22.8217,21.3452,22.4713,24.1461,23.5158,1.95
26.2012,22.8705,21.3883,22.5790,24.3786,23.7286,2.05
26.1817,22.9158,21.4308,22.6862,24.6327,24.0189,2.15
26.1714,22.9444,21.4759,22.7851,24.8077,24.2282,2.25
26.2620,22.9932,21.5298,22.8660,25.0382,24.4779,2.35
26.2004,23.0448,21.5614,22.9526,25.2796,24.6424,2.45
26.3072,23.0884,21.6030,23.0381,25.4581,24.8722,2.55
26.2357,23.1180,21.6596,23.1312,25.6944,25.0765,2.65
26.3240,23.1518,21.6991,23.2076,25.8170,25.2742,2.75
26.3277,23.2110,21.7537,23.2852,26.0373,25.6037,2.85
26.3747,23.2293,21.7938,23.3818,26.1598,25.6683,2.95
26.3409,23.2688,21.8388,23.4613,26.3530,25.9292,3.05
26.3869,23.3093,21.8857,23.5326,26.4894,26.0535,3.15
26.3480,23.3493,21.9310,23.6081,26.6546,26.2637,3.25
26.3363,23.3777,21.9739,23.6918,26.7661,26.5367,3.35
26.4356,23.3954,22.0267,23.7440,27.0253,26.7640,3.45
26.4350,23.4388,22.0714,23.8890,26.9876,26.8134,3.55
26.4209,23.4740,22.1300,23.9454,27.0441,27.0057,3.65
26.4435,23.5004,22.1687,24.0003,27.5213,27.2476,3.75
26.4834,23.5252,22.2167,24.0597,27.4187,27.2618,3.85
26.5358,23.5636,22.2760,24.2137,27.4639,27.4557,3.95
26.5138,23.5826,22.3103,24.2633,27.7154,27.4556,4.05
26.5173,23.6037,22.3669,24.2875,27.7000,27.7361,4.15
26.5003,23.6474,22.4118,24.3810,27.7397,27.8095,4.25
