u,g,r,i,z,y,time
24.6124,24.6833,24.9508,25.3116,25.3891,25.6189,0.05
23.6848,23.7748,24.1161,24.6010,24.7191,25.0316,0.15
23.2852,23.2798,23.6156,24.0622,24.3785,24.4687,0.25
22.9552,22.9389,23.2905,23.7856,24.0260,24.3061,0.35
22.7842,22.6788,23.0005,23.5266,23.7260,24.1007,0.45
22.6776,22.4927,22.7857,23.2842,23.4919,23.8247,0.55
22.6197,22.3602,22.6476,23.1267,23.3628,23.7611,0.65
22.5691,22.2260,22.4873,23.0010,23.2326,23.4977,0.75
22.5470,22.1309,22.3676,22.8559,23.0765,23.4253,0.85
22.5734,22.0528,22.2696,22.7834,23.0034,23.3618,0.95
22.6108,22.0045,22.2109,22.6430,22.8986,23.2658,1.05
22.6598,21.9739,22.1265,22.5413,22.7788,23.1751,1.15
22.7153,21.9145,22.0589,22.4722,22.7058,23.0992,1.25
22.7821,21.8760,21.9988,22.3762,22.6216,23.0337,1.35
22.8380,21.8894,21.9948,22.3264,22.5871,23.0104,1.45
22.9393,21.8642,21.9367,22.2481,22.5331,22.9094,1.55
23.0143,21.8455,21.8853,22.1714,22.4706,22.8456,1.65
23.0974,21.9040,21.9061,22.1874,22.4341,22.8429,1.75
23.1960,21.8847,21.8112,22.1005,22.3569,22.7795,1.85
23.2577,21.9486,21.8571,22.1199,22.3755,22.7841,1.95
23.4191,21.9639,21.7425,22.0258,22.3052,22.7329,2.05
23.4384,22.0312,21.7945,22.0521,22.3320,22.7304,2.15
23.6284,22.0622,21.7066,21.9824,22.2857,22.7184,2.25
23.6491,22.1168,21.7149,21.9947,22.2740,22.7059,2.35
23.8382,22.2179,21.6835,21.9625,22.2633,22.6317,2.45
23.9294,22.2887,21.6657,21.9555,22.2306,22.6447,2.55
23.9915,22.3234,21.6537,21.9347,22.2444,22.6803,2.65
24.2447,22.4795,21.6426,21.9062,22.2098,22.6252,2.75
24.2169,22.5033,21.6529,21.9067,22.2527,22.6368,2.85
24.4404,22.6172,21.6190,21.8918,22.2068,22.6110,2.95
24.6089,22.7695,21.6549,21.8799,22.1984,22.6362,3.05
24.5826,22.8020,21.6700,21.8728,22.2090,22.6044,3.15
24.7973,22.9074,21.6829,21.8686,22.2078,22.5850,3.25
25.0655,23.0854,21.7146,21.8506,22.1909,22.5786,3.35
25.0238,23.1467,21.7623,21.8500,22.2063,22.5835,3.45
25.1090,23.1840,21.7564,21.8278,22.2068,22.5619,3.55
25.5009,23.3779,21.8265,21.8257,22.2168,22.5495,3.65
25.4617,23.4385,21.8826,21.8291,22.1968,22.5401,3.75
25.5247,23.4933,21.9226,21.8239,22.1915,22.5194,3.85
25.7414,23.5951,21.9478,21.7913,22.1910,22.4662,3.95
26.0044,23.7575,22.0325,21.7847,22.1852,22.4687,4.05
26.0155,23.8493,22.1225,21.7993,22.1933,22.4605,4.15
26.0622,23.8423,22.1509,21.8085,22.1876,22.4210,4.25
26.2888,23.9609,22.1924,21.7856,22.1662,22.4103,4.35
26.4176,24.0960,22.2829,21.7732,22.1536,22.3628,4.45
26.5156,24.2044,22.3889,21.8211,22.1484,22.3511,4.55
26.4947,24.2309,22.4675,21.8759,22.1796,22.3618,4.65
26.6189,24.2633,22.4854,21.8719,22.1542,22.3125,4.75
26.8681,24.3995,22.5491,21.8659,22.1180,22.2718,4.85
27.0911,24.4942,22.6457,21.9037,22.1469,22.2785,4.95
27.0182,24.5835,22.7687,21.9800,22.1443,22.3075,5.05
27.0539,24.5911,22.8339,22.0415,22.1675,22.3470,5.15
27.2528,24.6740,22.8657,22.0461,22.1702,22.3153,5.25
27.5952,24.7942,22.8952,22.0597,22.1391,22.2632,5.35
27.6755,24.8836,22.9778,22.0790,22.1531,22.2887,5.45
27.6283,24.9626,23.1271,22.1336,22.1607,22.3126,5.55
27.8826,24.9964,23.2003,22.2064,22.1569,22.3450,5.65
27.6887,25.0178,23.2346,22.2758,22.2019,22.3572,5.75
28.1165,25.1061,23.2728,22.2722,22.1691,22.3216,5.85
28.0440,25.2031,23.3035,22.2753,22.1935,22.3383,5.95
28.3990,25.3190,23.3600,22.3071,22.2107,22.3483,6.05
28.4608,25.3318,23.4477,22.3702,22.2363,22.3910,6.15
28.5654,25.3745,23.4786,22.4236,22.2711,22.4423,6.25
28.5668,25.4003,23.4933,22.4520,22.2989,22.4563,6.35
28.8397,25.4770,23.5326,22.4628,22.2968,22.4443,6.45
28.8464,25.5360,23.5869,22.4752,22.3109,22.4464,6.55
29.0771,25.6245,23.5937,22.5174,22.3272,22.4706,6.65
29.0279,25.6506,23.6612,22.5340,22.3966,22.5334,6.75
29.1975,25.6581,23.6882,22.5747,22.4187,22.5412,6.85
29.0916,25.7075,23.7103,22.6382,22.4509,22.5613,6.95
29.1252,25.7725,23.7127,22.6579,22.4717,22.5694,7.05
29.3711,25.7366,23.7726,22.6710,22.5139,22.6403,7.15
29.5619,25.8938,23.7950,22.6892,22.5329,22.6497,7.25
29.2058,25.8844,23.8500,22.7479,22.5863,22.6701,7.35
29.6099,25.9957,23.8880,22.7494,22.6056,22.7147,7.45
29.6024,25.9503,23.8845,22.7945,22.6666,22.7539,7.55
29.2993,25.9546,23.9179,22.8087,22.6771,22.7265,7.65
29.4793,26.0622,23.9393,22.8469,22.7137,22.7413,7.75
29.6496,26.0597,23.9699,22.8553,22.7395,22.7856,7.85
29.8300,26.0831,23.9817,22.8871,22.8019,22.8155,7.95
29.9223,26.1267,24.0152,22.9210,22.8347,22.8630,8.05
29.6408,26.1741,24.0511,22.9520,22.9321,22.9184,8.15
30.1540,26.2053,24.0999,22.9939,22.9962,22.9672,8.25
30.3528,26.2076,24.1138,22.9965,23.0054,22.9602,8.35
29.9183,26.2169,24.1446,23.0312,23.0658,23.0031,8.45
30.1055,26.2796,24.1430,23.0465,23.0699,22.9814,8.55
30.0170,26.2664,24.1416,23.0355,23.1080,23.0236,8.65
30.2075,26.2802,24.1865,23.0761,23.1702,23.0622,8.75
30.7449,26.4282,24.2015,23.1420,23.2528,23.1020,8.85
30.4577,26.4545,24.2536,23.1621,23.3321,23.1799,8.95
