u,g,r,i,z,y,time
25.6479,25.2027,25.2996,25.5948,25.8496,26.0130,0.05
24.7061,24.3020,24.4834,24.8556,25.1090,25.3249,0.15
24.3310,23.8661,24.0515,24.4352,24.7030,24.9320,0.25
24.1204,23.6495,23.7992,24.1412,24.4141,24.6249,0.35
24.0665,23.5254,23.6080,23.9183,24.2100,24.4276,0.45
24.0520,23.4316,23.4732,23.7541,24.0438,24.2359,0.55
24.1162,23.4067,23.4088,23.6495,23.9255,24.1368,0.65
24.2290,23.3788,23.3243,23.5230,23.8022,23.9834,0.75
24.3914,23.3995,23.2713,23.4439,23.6877,23.8855,0.85
24.5979,23.4441,23.2297,23.3848,23.6286,23.7928,0.95
24.7952,23.5063,23.1799,23.3317,23.5896,23.7112,1.05
25.0303,23.5998,23.1335,23.2948,23.5222,23.6729,1.15
25.3073,23.7361,23.0869,23.2383,23.4854,23.5729,1.25
25.6065,23.9047,23.0725,23.2057,23.4547,23.4991,1.35
25.8391,24.0584,23.0676,23.1577,23.3971,23.4561,1.45
26.0726,24.2503,23.0621,23.1287,23.3795,23.3886,1.55
26.4147,24.4410,23.0815,23.0861,23.3172,23.3450,1.65
26.4923,24.5721,23.1188,23.0814,23.3215,23.3330,1.75
26.8523,24.7800,23.1883,23.0251,23.2601,23.2852,1.85
26.9285,24.8626,23.2372,23.0161,23.2622,23.2922,1.95
27.2099,25.0481,23.3377,22.9831,23.2376,23.2282,2.05
27.2961,25.0928,23.3932,22.9795,23.2364,23.2556,2.15
27.5854,25.2881,23.5007,22.9585,23.2260,23.2212,2.25
27.5527,25.3145,23.6073,23.0050,23.2385,23.2416,2.35
27.8018,25.4604,23.6779,22.9844,23.2335,23.2162,2.45
27.8476,25.5508,23.8344,23.0380,23.2553,23.2414,2.55
27.8721,25.5844,23.9116,23.0834,23.2722,23.2521,2.65
28.1232,25.7623,24.0434,23.0988,23.2766,23.2297,2.75
28.0496,25.8215,24.1789,23.2018,23.3244,23.2990,2.85
28.2468,25.9164,24.3013,23.2170,23.3431,23.2645,2.95
28.4974,26.0494,24.4863,23.2571,23.3714,23.2573,3.05
28.5331,26.0768,24.5706,23.3506,23.4058,23.3613,3.15
28.7283,26.1882,24.6747,23.3815,23.4282,23.3456,3.25
29.0497,26.3570,24.8748,23.4195,23.4889,23.3496,3.35
29.1658,26.4481,24.9889,23.5090,23.5472,23.3831,3.45
29.2899,26.5240,25.0370,23.5786,23.5797,23.3972,3.55
29.6862,26.6602,25.1750,23.6213,23.6291,23.3965,3.65
