,cosmodc2_hp,cosmodc2_id,dec,flux_g,flux_g_noMW,flux_i,flux_i_noMW,flux_r,flux_r_noMW,flux_u,flux_u_noMW,flux_y,flux_y_noMW,flux_z,flux_z_noMW,host_galaxy,id,id_truth_type,is_pointsource,is_variable,mag_r,ra_x,redshift,truth_type,HPX_2_17,ra_y,decl,diaObjectid,rPSFluxMax,diff_ra,diff_dec
193,-1,-1,-37.1661781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7875296068,MS_9813_693,MS_9813_693_3,1,1,,59.4962267,0.461112,3,144760542693,59.4962217,-37.1661722,1650815554035912106,3736.3330478,0.018000000005713446,-0.021240000017996863
194,-1,-1,-37.1661781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7875296068,MS_9813_693,MS_9813_693_3,1,1,,59.4962267,0.461112,3,144760542693,59.4962217,-37.1661722,1567551737487691668,3736.3330478,0.018000000005713446,-0.021240000017996863
195,-1,-1,-37.1815772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7875191578,MS_9813_402,MS_9813_402_3,1,1,,59.4081588,0.388553,3,144760372798,59.4081552,-37.181572,1650331768919687410,,0.012959999997974592,-0.018719999988547897
196,-1,-1,-37.1815772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7875191578,MS_9813_402,MS_9813_402_3,1,1,,59.4081588,0.388553,3,144760372798,59.4081552,-37.181572,1650815554035908849,,0.012959999997974592,-0.018719999988547897
197,-1,-1,-37.1815772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7875191578,MS_9813_402,MS_9813_402_3,1,1,,59.4081588,0.388553,3,144760372798,59.4081552,-37.181572,1567551737487687953,,0.012959999997974592,-0.018719999988547897
198,-1,-1,-37.0635471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7875115934,MS_9813_216,MS_9813_216_3,1,1,,59.4324205,0.31284,3,144760925798,59.4322822,-37.0633729,1650331768919691196,,0.4978799999861394,-0.6271200000128374
199,-1,-1,-37.0635471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7875115934,MS_9813_216,MS_9813_216_3,1,1,,59.4324205,0.31284,3,144760925798,59.4322822,-37.0633729,1650815554035913472,,0.4978799999861394,-0.6271200000128374
200,-1,-1,-37.1732757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7875248543,MS_9813_478,MS_9813_478_3,1,1,,59.4757222,0.402256,3,144760543493,59.4757234,-37.1732893,1650815554035912117,4816.8228507,-0.004319999999324864,0.04896000000940148
201,-1,-1,-37.1732757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7875248543,MS_9813_478,MS_9813_478_3,1,1,,59.4757222,0.402256,3,144760543493,59.4757234,-37.1732893,1567551737487691689,4816.8228507,-0.004319999999324864,0.04896000000940148
202,-1,-1,-36.4527608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7875300525,MS_9813_623,MS_9813_623_3,1,1,,59.3420345,0.440084,3,144768054356,59.342058,-36.4527468,1651000271989381025,3754.7235348,-0.08460000001662138,-0.050400000000649925
203,-1,-1,-36.4527608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7875300525,MS_9813_623,MS_9813_623_3,1,1,,59.3420345,0.440084,3,144768054356,59.342058,-36.4527468,1650516486873156838,3754.7235348,-0.08460000001662138,-0.050400000000649925
204,-1,-1,-36.3003809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7875294602,MS_9813_571,MS_9813_571_3,1,1,,59.3626156,0.448573,3,144768285559,59.3626258,-36.3003751,1651061844640532720,3069.645541,-0.03672000001984088,-0.020880000013789868
