u,g,r,i,z,y,time
24.6533,22.2896,22.1637,22.4303,22.7065,22.9285,0.15
24.9603,22.2904,21.9177,22.1381,22.4300,22.7176,0.25
25.2571,22.4624,21.8175,21.9614,22.2296,22.5309,0.35
25.4146,22.6840,21.8020,21.8499,22.0702,22.3960,0.45
25.6216,22.9134,21.8366,21.8164,21.9603,22.2809,0.55
25.7908,23.1525,21.9090,21.8113,21.8765,22.1968,0.65
25.9952,23.3672,22.0388,21.8189,21.8365,22.1212,0.75
26.1060,23.5478,22.1946,21.8415,21.8205,22.0470,0.85
26.2839,23.7254,22.3737,21.8850,21.8133,21.9720,0.95
26.4170,23.8841,22.5573,21.9548,21.8390,21.9536,1.05
26.5037,24.0420,22.7432,22.0461,21.8675,21.9182,1.15
26.6743,24.1961,22.8760,22.1421,21.8970,21.9265,1.25
26.7400,24.3199,22.9842,22.2396,21.9518,21.9399,1.35
26.9224,24.4609,23.0794,22.3338,21.9799,21.9597,1.45
26.9833,24.5787,23.1705,22.4313,22.0404,22.0001,1.55
27.1340,24.7038,23.2506,22.5287,22.0838,22.0342,1.65
27.2037,24.8080,23.3262,22.6133,22.1659,22.0854,1.75
27.3206,24.8918,23.4009,22.6950,22.2154,22.1442,1.85
27.3423,24.9864,23.4798,22.7595,22.2991,22.1894,1.95
27.4335,25.1045,23.5400,22.8279,22.3697,22.2368,2.05
27.5374,25.1590,23.6092,22.8909,22.4284,22.2900,2.15
27.6983,25.2800,23.6766,22.9594,22.5101,22.3486,2.25
27.7233,25.3145,23.7336,23.0026,22.5768,22.4148,2.35
27.7976,25.4039,23.7858,23.0470,22.6134,22.4592,2.45
27.8695,25.4723,23.8457,23.1184,22.7037,22.5123,2.55
28.0177,25.5274,23.9194,23.1790,22.7460,22.5458,2.65
28.0301,25.5887,23.9629,23.2213,22.7946,22.6150,2.75
28.1342,25.6659,24.0199,23.2813,22.8547,22.6790,2.85
28.3386,25.7377,24.0894,23.3318,22.9063,22.7371,2.95
28.2876,25.7901,24.1299,23.3771,22.9523,22.7994,3.05
28.3728,25.8523,24.1783,23.4305,23.0084,22.8303,3.15
28.4143,25.8811,24.2276,23.4793,23.0623,22.8981,3.25
28.4867,25.9199,24.2896,23.5253,23.1147,22.9510,3.35
28.5742,25.9785,24.3467,23.5681,23.1928,23.0003,3.45
28.7024,26.0445,24.3845,23.6152,23.2240,23.0546,3.55
28.7927,26.0864,24.4216,23.6613,23.2571,23.1263,3.65
28.7758,26.0904,24.4711,23.7073,23.3442,23.1751,3.75
28.9675,26.1264,24.5456,23.7458,23.3727,23.2306,3.85
28.9157,26.2123,24.5533,23.7826,23.4149,23.2856,3.95
29.0295,26.2622,24.6167,23.8440,23.4692,23.3337,4.05
29.0802,26.3259,24.6642,23.8789,23.5064,23.3915,4.15
29.2063,26.3696,24.7191,23.9055,23.5542,23.4405,4.25
29.2839,26.3888,24.7662,23.9847,23.6109,23.4758,4.35
29.2810,26.4043,24.7858,23.9963,23.6496,23.5106,4.45
29.1320,26.5190,24.8498,24.0481,23.7010,23.5670,4.55
29.2825,26.5158,24.8968,24.1017,23.7320,23.6169,4.65
29.5110,26.5636,24.9330,24.1453,23.7820,23.6698,4.75
29.7010,26.5792,24.9870,24.1808,23.8151,23.7391,4.85
29.6248,26.6623,25.0278,24.2117,23.8702,23.7492,4.95
29.8020,26.7099,25.0735,24.2519,23.9045,23.8196,5.05
29.5982,26.6980,25.1329,24.3126,23.9370,23.8331,5.15
30.0060,26.7425,25.1380,24.3297,23.9824,23.8826,5.25
29.9151,26.7873,25.1945,24.3804,24.0348,23.9114,5.35
29.9363,26.8633,25.2397,24.4205,24.0575,23.9722,5.45
30.1192,26.8812,25.2695,24.4444,24.0859,23.9889,5.55
30.0675,26.9382,25.2995,24.4910,24.1519,24.0474,5.65
30.2362,26.9641,25.3277,24.5263,24.1718,24.0756,5.75
30.1336,27.0289,25.3681,24.5966,24.2051,24.1379,5.85
30.3399,27.0307,25.4271,24.6178,24.2780,24.1794,5.95
30.3816,27.0905,25.4558,24.6589,24.2631,24.1796,6.05
30.5902,27.1411,25.4743,24.6997,24.3416,24.2606,6.15
30.4941,27.1642,25.5322,24.7107,24.3715,24.2740,6.25
30.9373,27.1954,25.5633,24.7647,24.3955,24.3352,6.35
30.7673,27.2507,25.6020,24.8257,24.4564,24.3508,6.45
31.0166,27.2541,25.6364,24.8573,24.4773,24.3936,6.55
30.6321,27.2832,25.6809,24.8640,24.5123,24.4414,6.65
30.9671,27.3579,25.7082,24.9169,24.5766,24.4756,6.75
30.9382,27.3882,25.7343,24.9489,24.6321,24.5249,6.85
31.0070,27.4225,25.8051,24.9813,24.6305,24.5598,6.95
30.8940,27.4468,25.7950,25.0240,24.6634,24.5729,7.05
31.1877,27.4751,25.8448,25.0372,24.6856,24.6404,7.15
31.1438,27.5248,25.8640,25.0827,24.7432,24.6661,7.25
31.2840,27.5158,25.8888,25.1206,24.7517,24.7013,7.35
31.2113,27.5839,25.9807,25.1553,24.8388,24.7385,7.45
31.4341,27.6262,25.9770,25.1879,24.8205,24.7702,7.55
31.7083,27.7084,26.0098,25.2070,24.9000,24.8156,7.65
31.4903,27.7053,26.0381,25.2549,24.9317,24.8420,7.75
31.7831,27.7926,26.0979,25.3287,24.9697,24.8702,7.85
31.5600,27.7530,26.1157,25.2932,24.9826,24.9252,7.95
31.7865,27.8652,26.1323,25.3962,25.0078,24.9406,8.05
32.0027,27.8443,26.1353,25.4066,25.0640,24.9765,8.15
31.6695,27.9597,26.1731,25.4086,25.1151,24.9971,8.25
31.8121,28.0280,26.2168,25.4704,25.1370,25.0336,8.35
31.7625,28.0245,26.3049,25.4996,25.1381,25.0588,8.45
32.3777,28.0473,26.2859,25.5317,25.1905,25.1167,8.55
32.0662,28.0694,26.3452,25.5789,25.2236,25.1624,8.65
32.4147,28.0697,26.3421,25.6097,25.2572,25.1108,8.75
32.3016,28.1576,26.4021,25.6365,25.2824,25.2366,8.85
32.1948,28.1917,26.4690,25.7154,25.3869,25.3181,8.95
33.0133,28.6658,26.8940,26.1944,26.0265,26.0473,9.05
33.7814,29.3484,27.5665,26.9359,26.7722,26.9351,9.15
35.6892,30.1709,28.2183,27.8946,27.8510,28.0990,9.25
34.2565,31.1701,29.2497,29.1408,29.1692,29.5270,9.35
36.9200,32.1992,30.2317,30.3665,30.2426,30.3582,9.45
36.4157,33.7469,31.3132,31.4972,31.0686,31.9511,9.55
38.1927,34.1946,32.3879,31.9417,32.0385,31.8221,9.65
-9999.0000,34.5632,33.1402,32.5104,33.5474,33.1474,9.75
37.6312,34.9727,33.5755,33.5298,34.5348,34.2880,9.85
-9999.0000,36.7574,35.7909,33.9290,34.4975,34.7191,9.95
-9999.0000,36.0215,34.9016,34.6983,36.8408,42.7179,10.05
-9999.0000,35.9569,34.4940,40.2855,35.0123,-9999.0000,10.15
-9999.0000,36.3406,34.8650,34.7054,-9999.0000,-9999.0000,10.25
-9999.0000,36.0901,35.4377,-9999.0000,-9999.0000,-9999.0000,10.35
-9999.0000,36.6198,35.9602,35.5729,36.7477,-9999.0000,10.45
-9999.0000,36.0603,35.2055,39.1258,35.3516,-9999.0000,10.55
-9999.0000,36.2913,35.2931,34.5830,-9999.0000,-9999.0000,10.65
-9999.0000,-9999.0000,-9999.0000,-9999.0000,35.4034,-9999.0000,10.75
-9999.0000,-9999.0000,35.7355,-9999.0000,-9999.0000,-9999.0000,10.85
-9999.0000,-9999.0000,35.1547,38.4643,-9999.0000,-9999.0000,10.95
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.05
-9999.0000,-9999.0000,-9999.0000,36.1166,35.4242,35.2028,11.15
-9999.0000,-9999.0000,35.7819,-9999.0000,35.5744,-9999.0000,11.25
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.35
-9999.0000,38.0425,37.3917,-9999.0000,-9999.0000,-9999.0000,11.45
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.55
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.65
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.75
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.85
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.95
