u,g,r,i,z,y,time
24.5717,22.2299,22.1134,22.3824,22.6589,22.8815,0.15
24.8827,22.2267,21.8673,22.0901,22.3828,22.6735,0.25
25.1806,22.3960,21.7656,21.9129,22.1835,22.4839,0.35
25.3400,22.6156,21.7489,21.7990,22.0239,22.3508,0.45
25.5482,22.8430,21.7822,21.7640,21.9140,22.2358,0.55
25.7197,23.0807,21.8525,21.7586,21.8293,22.1530,0.65
25.9230,23.2954,21.9805,21.7654,21.7881,22.0763,0.75
26.0362,23.4767,22.1340,21.7872,21.7707,22.0020,0.85
26.2149,23.6547,22.3117,21.8302,21.7617,21.9267,0.95
26.3479,23.8135,22.4955,21.8980,21.7864,21.9066,1.05
26.4347,23.9716,22.6820,21.9869,21.8140,21.8710,1.15
26.6040,24.1252,22.8155,22.0810,21.8429,21.8785,1.25
26.6730,24.2486,22.9240,22.1784,21.8972,21.8913,1.35
26.8529,24.3898,23.0187,22.2709,21.9252,21.9100,1.45
26.9139,24.5073,23.1097,22.3686,21.9851,21.9496,1.55
27.0636,24.6321,23.1888,22.4659,22.0282,21.9828,1.65
27.1331,24.7360,23.2652,22.5496,22.1106,22.0325,1.75
27.2503,24.8195,23.3392,22.6322,22.1594,22.0920,1.85
27.2750,24.9142,23.4180,22.6970,22.2420,22.1370,1.95
27.3649,25.0316,23.4776,22.7672,22.3114,22.1839,2.05
27.4649,25.0869,23.5462,22.8295,22.3702,22.2365,2.15
27.6279,25.2073,23.6141,22.8969,22.4514,22.2958,2.25
27.6527,25.2419,23.6706,22.9415,22.5188,22.3608,2.35
27.7219,25.3312,23.7225,22.9852,22.5563,22.4057,2.45
27.7936,25.3998,23.7826,23.0570,22.6448,22.4585,2.55
27.9419,25.4545,23.8567,23.1181,22.6874,22.4915,2.65
27.9550,25.5151,23.9005,23.1602,22.7361,22.5617,2.75
28.0599,25.5939,23.9565,23.2206,22.7971,22.6244,2.85
28.2656,25.6648,24.0255,23.2704,22.8485,22.6835,2.95
28.2167,25.7176,24.0651,23.3170,22.8945,22.7447,3.05
28.2972,25.7794,24.1141,23.3698,22.9496,22.7760,3.15
