u,g,r,i,z,y,time
25.6045,22.9912,22.7305,22.9578,23.2409,23.4440,0.15
25.8827,23.0437,22.4881,22.6765,22.9521,23.2168,0.25
26.1443,23.2517,22.4045,22.5190,22.7485,23.0273,0.35
26.2777,23.5063,22.4065,22.4294,22.5844,22.8892,0.45
26.4624,23.7658,22.4606,22.4072,22.4793,22.7809,0.55
26.6180,24.0127,22.5683,22.4017,22.4192,22.6819,0.65
26.8382,24.2209,22.7232,22.4193,22.3926,22.6160,0.75
26.9215,24.3929,22.9011,22.4546,22.3922,22.5511,0.85
27.0744,24.5633,23.0891,22.5200,22.4014,22.4941,0.95
27.2108,24.7272,23.2658,22.6166,22.4376,22.4849,1.05
27.3066,24.8896,23.4403,22.7335,22.4817,22.4643,1.15
27.4740,25.0417,23.5687,22.8525,22.5144,22.4764,1.25
27.5377,25.1701,23.6796,22.9608,22.5739,22.5061,1.35
27.7099,25.3130,23.7777,23.0672,22.6062,22.5346,1.45
27.7993,25.4318,23.8746,23.1665,22.6756,22.5810,1.55
27.9654,25.5555,23.9667,23.2577,22.7316,22.6195,1.65
28.0302,25.6706,24.0386,23.3475,22.8086,22.6847,1.75
28.1339,25.7532,24.1198,23.4172,22.8770,22.7368,1.85
28.1359,25.8527,24.1943,23.4764,22.9644,22.8001,1.95
28.2523,25.9738,24.2663,23.5392,23.0446,22.8412,2.05
28.4124,26.0243,24.3383,23.6024,23.1064,22.8957,2.15
28.5311,26.1437,24.4061,23.6658,23.1925,22.9572,2.25
28.5428,26.1785,24.4657,23.7119,23.2493,23.0305,2.35
28.7019,26.2637,24.5232,23.7635,23.2765,23.0758,2.45
28.7783,26.3356,24.5884,23.8251,23.3722,23.1367,2.55
28.9187,26.3953,24.6588,23.8850,23.4215,23.1769,2.65
28.9171,26.4605,24.6953,23.9375,23.4658,23.2368,2.75
28.9954,26.5250,24.7722,23.9837,23.5215,23.3050,2.85
29.2187,26.6065,24.8404,24.0343,23.5732,23.3580,2.95
29.1281,26.6459,24.8872,24.0749,23.6300,23.4172,3.05
29.2949,26.7160,24.9343,24.1214,23.6878,23.4509,3.15
29.3690,26.7465,24.9760,24.1804,23.7345,23.5154,3.25
29.4068,26.7802,25.0446,24.2208,23.7873,23.5684,3.35
29.4911,26.8359,25.1030,24.2685,23.8572,23.6261,3.45
29.5868,26.9017,25.1382,24.3208,23.8778,23.6799,3.55
29.7418,26.9336,25.1800,24.3597,23.9253,23.7372,3.65
29.7023,26.9423,25.2325,24.4013,24.0031,23.7996,3.75
29.9211,26.9819,25.3004,24.4555,24.0253,23.8424,3.85
29.8328,27.0693,25.3167,24.4708,24.0832,23.8866,3.95
30.0024,27.1179,25.3717,24.5410,24.1338,23.9438,4.05
29.9946,27.1737,25.4332,24.5743,24.1693,23.9936,4.15
30.1552,27.2059,25.4795,24.6070,24.2142,24.0408,4.25
30.1694,27.2305,25.5255,24.6807,24.2721,24.0834,4.35
30.2845,27.2658,25.5499,24.6869,24.3006,24.1243,4.45
30.1694,27.3847,25.6065,24.7558,24.3548,24.1668,4.55
30.2399,27.3725,25.6491,24.8110,24.3891,24.2118,4.65
30.5475,27.4368,25.6844,24.8464,24.4398,24.2707,4.75
30.7365,27.4353,25.7435,24.8922,24.4532,24.3381,4.85
30.6370,27.5161,25.7942,24.9100,24.5187,24.3574,4.95
30.8198,27.5499,25.8457,24.9557,24.5537,24.4193,5.05
30.5081,27.5542,25.8795,25.0193,24.5945,24.4322,5.15
31.0439,27.5893,25.8960,25.0428,24.6287,24.4700,5.25
30.9383,27.6488,25.9431,25.0858,24.7008,24.4988,5.35
31.0092,27.7293,25.9965,25.1212,24.7194,24.5588,5.45
31.1709,27.7632,26.0330,25.1461,24.7375,24.5780,5.55
30.9638,27.7978,26.0550,25.1944,24.7914,24.6592,5.65
31.3732,27.8332,26.0808,25.2297,24.8238,24.6705,5.75
31.1920,27.8958,26.1156,25.3063,24.8560,24.7188,5.85
31.3559,27.8919,26.1803,25.3137,24.9441,24.7580,5.95
31.4136,27.9389,26.2140,25.3742,24.9248,24.7494,6.05
31.5726,28.0170,26.2307,25.4064,24.9826,24.8494,6.15
31.4378,28.0438,26.2803,25.4152,25.0239,24.8621,6.25
31.8947,28.0734,26.3271,25.4580,25.0511,24.9182,6.35
31.7015,28.1191,26.3566,25.5214,25.1247,24.9439,6.45
32.1140,28.1327,26.3863,25.5590,25.1247,24.9994,6.55
31.5825,28.1679,26.4280,25.5740,25.1522,25.0407,6.65
31.9446,28.2401,26.4557,25.6324,25.2166,25.0625,6.75
32.0055,28.2556,26.4901,25.6519,25.2707,25.1179,6.85
32.0878,28.3044,26.5531,25.6784,25.2900,25.1401,6.95
31.9612,28.3351,26.5504,25.7155,25.3060,25.1736,7.05
32.2875,28.3555,26.5920,25.7546,25.3195,25.2207,7.15
32.2132,28.4103,26.6202,25.7855,25.3917,25.2430,7.25
32.2486,28.3969,26.6356,25.8240,25.4022,25.2824,7.35
32.3827,28.4851,26.7042,25.8843,25.4761,25.3261,7.45
32.5107,28.4930,26.7376,25.8973,25.4604,25.3570,7.55
32.9488,28.6127,26.7560,25.9062,25.5427,25.4074,7.65
32.7240,28.6070,26.7793,25.9615,25.5791,25.4169,7.75
32.8069,28.6773,26.8361,26.0312,25.6223,25.4626,7.85
32.8311,28.6480,26.8554,26.0153,25.6062,25.5177,7.95
32.7368,28.7881,26.8902,26.0852,25.6739,25.5185,8.05
33.1988,28.7650,26.8753,26.1006,25.7219,25.5551,8.15
32.7021,28.8703,26.9192,26.0980,25.7668,25.5839,8.25
33.0223,28.9363,26.9640,26.1833,25.7741,25.6201,8.35
32.7376,28.9277,27.0624,26.1978,25.8013,25.6295,8.45
33.5719,28.9517,27.0403,26.2250,25.8430,25.7001,8.55
33.0121,28.9867,27.0956,26.2722,25.8835,25.7264,8.65
33.5380,28.9852,27.0846,26.3058,25.9204,25.7076,8.75
33.4961,29.0933,27.1488,26.3359,25.9428,25.8111,8.85
33.2756,29.1068,27.2106,26.4135,26.0338,25.9055,8.95
33.9809,29.6107,27.6352,26.8651,26.6270,26.6112,9.05
34.7168,30.3323,28.2803,27.6058,27.3878,27.4324,9.15
36.5618,31.2302,28.9228,28.4989,28.4162,28.6144,9.25
35.2895,32.1702,29.9452,29.6857,29.7755,29.9537,9.35
38.0905,33.2756,30.9780,30.8842,30.7430,30.9485,9.45
37.4032,34.7308,32.1467,31.8832,31.7809,32.1182,9.55
-9999.0000,35.0708,33.1540,32.4855,32.6913,32.3903,9.65
-9999.0000,35.3603,33.7625,33.1580,34.2049,33.6953,9.75
-9999.0000,35.6935,34.0756,34.0545,35.1398,35.3458,9.85
-9999.0000,37.3133,36.8528,34.3287,35.0781,35.9297,9.95
-9999.0000,37.0290,35.4969,35.5853,35.5789,-9999.0000,10.05
-9999.0000,36.5375,35.0586,-9999.0000,35.5765,-9999.0000,10.15
-9999.0000,37.2389,35.5809,35.2956,36.5752,-9999.0000,10.25
-9999.0000,36.6684,36.2892,37.3634,-9999.0000,-9999.0000,10.35
-9999.0000,37.1967,36.9495,36.9957,35.7208,-9999.0000,10.45
-9999.0000,37.3241,35.7613,36.9501,36.0774,-9999.0000,10.55
-9999.0000,38.5020,36.0750,34.9323,36.7838,-9999.0000,10.65
-9999.0000,-9999.0000,-9999.0000,-9999.0000,36.1886,39.2210,10.75
-9999.0000,-9999.0000,36.2956,-9999.0000,-9999.0000,-9999.0000,10.85
-9999.0000,-9999.0000,35.9670,37.0305,-9999.0000,-9999.0000,10.95
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.05
-9999.0000,-9999.0000,-9999.0000,36.8059,36.8213,35.1728,11.15
-9999.0000,-9999.0000,36.3466,-9999.0000,36.1602,-9999.0000,11.25
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.35
-9999.0000,-9999.0000,37.4163,-9999.0000,-9999.0000,-9999.0000,11.45
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.55
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.65
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.75
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.85
-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,-9999.0000,11.95
