LAMBDA,mag,u,g,r,i,z,Y,atm
10632,0,0,0,0,0,0,0.017836973,0.95889197
10633,0,0,0,0,0,0,0.017722795,0.95889421
10634,0,0,0,0,0,0,0.017608614,0.958896449
10635,0,0,0,0,0,0,0.01749443,0.958898687
10636,0,0,0,0,0,0,0.017376706,0.958705828
10637,0,0,0,0,0,0,0.017259026,0.958512968
10638,0,0,0,0,0,0,0.017141389,0.958320106
10639,0,0,0,0,0,0,0.017023795,0.958127244
10640,0,0,0,0,0,0,0.016906245,0.95793438
10641,0,0,0,0,0,0,0.016804178,0.957936613
10642,0,0,0,0,0,0,0.016702108,0.957938846
10643,0,0,0,0,0,0,0.016600036,0.957941079
10644,0,0,0,0,0,0,0.016497961,0.957943312
10645,0,0,0,0,0,0,0.016395884,0.957945544
10646,0,0,0,0,0,0,0.016293804,0.957947775
10647,0,0,0,0,0,0,0.016191721,0.957950006
10648,0,0,0,0,0,0,0.016089636,0.957952237
10649,0,0,0,0,0,0,0.015987548,0.957954468
10650,0,0,0,0,0,0,0.015885458,0.957956697
10651,0,0,0,0,0,0,0.015785174,0.957958927
10652,0,0,0,0,0,0,0.015684865,0.957961156
10653,0,0,0,0,0,0,0.01558453,0.957963385
10654,0,0,0,0,0,0,0.015484169,0.957965613
10655,0,0,0,0,0,0,0.015383782,0.957967841
10656,0,0,0,0,0,0,0.015283369,0.957970068
10657,0,0,0,0,0,0,0.015182931,0.957972295
10658,0,0,0,0,0,0,0.015082466,0.957974522
10659,0,0,0,0,0,0,0.014981976,0.957976748
10660,0,0,0,0,0,0,0.01488146,0.957978974
10661,0,0,0,0,0,0,0.014791138,0.957981199
10662,0,0,0,0,0,0,0.014700816,0.957983424
10663,0,0,0,0,0,0,0.014610494,0.957985649
10664,0,0,0,0,0,0,0.014520171,0.957987873
10665,0,0,0,0,0,0,0.014429847,0.957990097
10666,0,0,0,0,0,0,0.014339522,0.95799232
10667,0,0,0,0,0,0,0.014249197,0.957994543
10668,0,0,0,0,0,0,0.014158871,0.957996766
10669,0,0,0,0,0,0,0.014068545,0.957998988
10670,0,0,0,0,0,0,0.013978217,0.958001209
10671,0,0,0,0,0,0,0.013887994,0.958003431
10672,0,0,0,0,0,0,0.013797769,0.958005651
10673,0,0,0,0,0,0,0.013707542,0.958007872
10674,0,0,0,0,0,0,0.013617313,0.958010092
10675,0,0,0,0,0,0,0.013527082,0.958012312
10676,0,0,0,0,0,0,0.013436849,0.958014531
10677,0,0,0,0,0,0,0.013346614,0.95801675
10678,0,0,0,0,0,0,0.013256377,0.958018968
10679,0,0,0,0,0,0,0.013166138,0.958021186
10680,0,0,0,0,0,0,0.013075897,0.958023404
10681,0,0,0,0,0,0,0.013001344,0.958220738
10682,0,0,0,0,0,0,0.012926747,0.958418073
10683,0,0,0,0,0,0,0.012852104,0.958615408
10684,0,0,0,0,0,0,0.012777417,0.958812744
10685,0,0,0,0,0,0,0.012702684,0.95901008
10686,0,0,0,0,0,0,0.012627906,0.959207417
10687,0,0,0,0,0,0,0.012553083,0.959404755
10688,0,0,0,0,0,0,0.012478215,0.959602092
10689,0,0,0,0,0,0,0.012403302,0.959799431
10690,0,0,0,0,0,0,0.012328343,0.95999677
10691,0,0,0,0,0,0,0.012256096,0.959998987
10692,0,0,0,0,0,0,0.012183845,0.960001204
10693,0,0,0,0,0,0,0.012111592,0.960003421
10694,0,0,0,0,0,0,0.012039335,0.960005637
10695,0,0,0,0,0,0,0.011967075,0.960007853
10696,0,0,0,0,0,0,0.011897229,0.960205193
10697,0,0,0,0,0,0,0.01182735,0.960402533
10698,0,0,0,0,0,0,0.011757439,0.960599873
10699,0,0,0,0,0,0,0.011687496,0.960797214
10700,0,0,0,0,0,0,0.01161752,0.960994556
10701,0,0,0,0,0,0,0.011547512,0.961191898
10702,0,0,0,0,0,0,0.011477472,0.96138924
10703,0,0,0,0,0,0,0.011407399,0.961586583
10704,0,0,0,0,0,0,0.011337293,0.961783927
10705,0,0,0,0,0,0,0.011267155,0.961981271
10706,0,0,0,0,0,0,0.011196984,0.962178615
10707,0,0,0,0,0,0,0.011126781,0.96237596
10708,0,0,0,0,0,0,0.011056545,0.962573306
10709,0,0,0,0,0,0,0.010986276,0.962770651
10710,0,0,0,0,0,0,0.010915975,0.962967998
10711,0,0,0,0,0,0,0.010856278,0.962970214
10712,0,0,0,0,0,0,0.010796571,0.96297243
10713,0,0,0,0,0,0,0.010736854,0.962974645
10714,0,0,0,0,0,0,0.010677125,0.96297686
10715,0,0,0,0,0,0,0.010617387,0.962979074
10716,0,0,0,0,0,0,0.010557637,0.962981289
10717,0,0,0,0,0,0,0.010497877,0.962983502
10718,0,0,0,0,0,0,0.010438107,0.962985715
10719,0,0,0,0,0,0,0.010378326,0.962987928
10720,0,0,0,0,0,0,0.010318534,0.962990141
10721,0,0,0,0,0,0,0.010264019,0.962992353
10722,0,0,0,0,0,0,0.010209503,0.962994565
10723,0,0,0,0,0,0,0.010154985,0.962996776
10724,0,0,0,0,0,0,0.010100467,0.962998987
10725,0,0,0,0,0,0,0.010045947,0.963001197
10726,0,0,0,0,0,0,0.00999345,0.963198545
10727,0,0,0,0,0,0,0.00994093,0.963395892
10728,0,0,0,0,0,0,0.009888387,0.963593241
10729,0,0,0,0,0,0,0.009835821,0.96379059
10730,0,0,0,0,0,0,0.009783231,0.963987939
10731,0,0,0,0,0,0,0.009730534,0.964185289
10732,0,0,0,0,0,0,0.009677815,0.96438264
10733,0,0,0,0,0,0,0.009625073,0.964579991
10734,0,0,0,0,0,0,0.009572309,0.964777342
10735,0,0,0,0,0,0,0.009519523,0.964974694
10736,0,0,0,0,0,0,0.0094648,0.964976904
10737,0,0,0,0,0,0,0.009410077,0.964979114
10738,0,0,0,0,0,0,0.009355354,0.964981324
10739,0,0,0,0,0,0,0.00930063,0.964983533
10740,0,0,0,0,0,0,0.009245907,0.964985742
10741,0,0,0,0,0,0,0.00919236,0.964402518
10742,0,0,0,0,0,0,0.009138865,0.963819291
10743,0,0,0,0,0,0,0.009085421,0.96323606
10744,0,0,0,0,0,0,0.009032027,0.962652827
10745,0,0,0,0,0,0,0.008978685,0.96206959
10746,0,0,0,0,0,0,0.008932639,0.962266936
10747,0,0,0,0,0,0,0.008886567,0.962464283
10748,0,0,0,0,0,0,0.008840468,0.96266163
10749,0,0,0,0,0,0,0.008794342,0.962858978
10750,0,0,0,0,0,0,0.008748189,0.963056326
10751,0,0,0,0,0,0,0.008705354,0.963643971
10752,0,0,0,0,0,0,0.008662454,0.96423162
10753,0,0,0,0,0,0,0.008619491,0.96481927
10754,0,0,0,0,0,0,0.008576464,0.965406922
10755,0,0,0,0,0,0,0.008533373,0.965994577
10756,0,0,0,0,0,0,0.008486789,0.966191933
10757,0,0,0,0,0,0,0.008440181,0.966389289
10758,0,0,0,0,0,0,0.008393548,0.966586645
10759,0,0,0,0,0,0,0.008346891,0.966784002
10760,0,0,0,0,0,0,0.008300208,0.966981359
10761,0,0,0,0,0,0,0.008251391,0.966983564
10762,0,0,0,0,0,0,0.008202574,0.966985768
10763,0,0,0,0,0,0,0.008153757,0.966987972
10764,0,0,0,0,0,0,0.00810494,0.966990176
10765,0,0,0,0,0,0,0.008056122,0.966992379
10766,0,0,0,0,0,0,0.008002457,0.966409116
10767,0,0,0,0,0,0,0.007948851,0.965825849
10768,0,0,0,0,0,0,0.007895303,0.96524258
10769,0,0,0,0,0,0,0.007841815,0.964659308
10770,0,0,0,0,0,0,0.007788385,0.964076032
10771,0,0,0,0,0,0,0.007741755,0.963492753
10772,0,0,0,0,0,0,0.007695167,0.962909472
10773,0,0,0,0,0,0,0.007648624,0.962326187
10774,0,0,0,0,0,0,0.007602124,0.961742899
10775,0,0,0,0,0,0,0.007555668,0.961159609
10776,0,0,0,0,0,0,0.007516884,0.961552113
10777,0,0,0,0,0,0,0.007478058,0.96194462
10778,0,0,0,0,0,0,0.007439191,0.962337127
10779,0,0,0,0,0,0,0.007400283,0.962729636
10780,0,0,0,0,0,0,0.007361334,0.963122147
10781,0,0,0,0,0,0,0.007317501,0.96370982
10782,0,0,0,0,0,0,0.007273603,0.964297496
10783,0,0,0,0,0,0,0.007229642,0.964885175
10784,0,0,0,0,0,0,0.007185617,0.965472855
10785,0,0,0,0,0,0,0.007141527,0.966060538
10786,0,0,0,0,0,0,0.007094517,0.966257894
10787,0,0,0,0,0,0,0.007047488,0.966455252
10788,0,0,0,0,0,0,0.007000436,0.966652609
10789,0,0,0,0,0,0,0.006953359,0.966849967
10790,0,0,0,0,0,0,0.006906255,0.967047326
10791,0,0,0,0,0,0,0.006863497,0.967049519
10792,0,0,0,0,0,0,0.006820732,0.967051711
10793,0,0,0,0,0,0,0.006777959,0.967053903
10794,0,0,0,0,0,0,0.006735176,0.967056094
10795,0,0,0,0,0,0,0.006692382,0.967058285
10796,0,0,0,0,0,0,0.006644208,0.966279801
10797,0,0,0,0,0,0,0.006596091,0.965501314
10798,0,0,0,0,0,0,0.006548029,0.964722822
10799,0,0,0,0,0,0,0.006500024,0.963944326
10800,0,0,0,0,0,0,0.006452074,0.963165827
10801,0,0,0,0,0,0,0.006405824,0.962582494
10802,0,0,0,0,0,0,0.006359607,0.961999158
10803,0,0,0,0,0,0,0.006313426,0.96141582
10804,0,0,0,0,0,0,0.00626728,0.960832478
10805,0,0,0,0,0,0,0.006221171,0.960249133
10806,0,0,0,0,0,0,0.006180125,0.960446477
10807,0,0,0,0,0,0,0.006139051,0.960643822
10808,0,0,0,0,0,0,0.00609795,0.960841167
10809,0,0,0,0,0,0,0.006056822,0.961038513
10810,0,0,0,0,0,0,0.006015667,0.961235859
10811,0,0,0,0,0,0,0.005979277,0.96123803
10812,0,0,0,0,0,0,0.005942882,0.961240201
10813,0,0,0,0,0,0,0.005906484,0.961242372
10814,0,0,0,0,0,0,0.005870085,0.961244542
10815,0,0,0,0,0,0,0.005833686,0.961246712
10816,0,0,0,0,0,0,0.005800819,0.961834414
10817,0,0,0,0,0,0,0.005767902,0.962422118
10818,0,0,0,0,0,0,0.005734935,0.963009824
10819,0,0,0,0,0,0,0.005701919,0.963597532
10820,0,0,0,0,0,0,0.005668854,0.964185243
10821,0,0,0,0,0,0,0.00563425,0.964577777
10822,0,0,0,0,0,0,0.005599619,0.964970311
10823,0,0,0,0,0,0,0.00556496,0.965362847
10824,0,0,0,0,0,0,0.005530274,0.965755385
10825,0,0,0,0,0,0,0.005495561,0.966147923
10826,0,0,0,0,0,0,0.005454209,0.965369373
10827,0,0,0,0,0,0,0.005412923,0.964590818
10828,0,0,0,0,0,0,0.005371702,0.963812259
10829,0,0,0,0,0,0,0.005330546,0.963033696
10830,0,0,0,0,0,0,0.005289456,0.96225513
10831,0,0,0,0,0,0,0.005242741,0.961476559
10832,0,0,0,0,0,0,0.005196096,0.960697985
10833,0,0,0,0,0,0,0.005149519,0.959919407
10834,0,0,0,0,0,0,0.005103011,0.959140825
10835,0,0,0,0,0,0,0.005056572,0.958362239
10836,0,0,0,0,0,0,0.005017342,0.958949952
10837,0,0,0,0,0,0,0.004978054,0.959537668
10838,0,0,0,0,0,0,0.004938708,0.960125386
10839,0,0,0,0,0,0,0.004899308,0.960713107
10840,0,0,0,0,0,0,0.004859855,0.961300829
10841,0,0,0,0,0,0,0.004832508,0.961888554
10842,0,0,0,0,0,0,0.004805126,0.962476281
10843,0,0,0,0,0,0,0.004777711,0.96306401
10844,0,0,0,0,0,0,0.004750262,0.963651742
10845,0,0,0,0,0,0,0.004722782,0.964239476
10846,0,0,0,0,0,0,0.00469147,0.964046449
10847,0,0,0,0,0,0,0.004660179,0.963853422
10848,0,0,0,0,0,0,0.004628909,0.963660393
10849,0,0,0,0,0,0,0.004597661,0.963467362
10850,0,0,0,0,0,0,0.004566435,0.963274331
10851,0,0,0,0,0,0,0.004525327,0.962300527
10852,0,0,0,0,0,0,0.004484304,0.961326718
10853,0,0,0,0,0,0,0.004443368,0.960352904
10854,0,0,0,0,0,0,0.004402518,0.959379086
10855,0,0,0,0,0,0,0.004361753,0.958405263
10856,0,0,0,0,0,0,0.004315788,0.956260265
10857,0,0,0,0,0,0,0.004269994,0.954115257
10858,0,0,0,0,0,0,0.004224369,0.95197024
10859,0,0,0,0,0,0,0.004178911,0.949825212
10860,0,0,0,0,0,0,0.00413362,0.947680174
10861,0,0,0,0,0,0,0.004102087,0.947291901
10862,0,0,0,0,0,0,0.004070578,0.946903625
10863,0,0,0,0,0,0,0.004039093,0.946515348
10864,0,0,0,0,0,0,0.004007628,0.946127068
10865,0,0,0,0,0,0,0.003976183,0.945738786
10866,0,0,0,0,0,0,0.003954528,0.947692895
10867,0,0,0,0,0,0,0.003932748,0.949647012
10868,0,0,0,0,0,0,0.003910844,0.951601137
10869,0,0,0,0,0,0,0.003888816,0.95355527
10870,0,0,0,0,0,0,0.003866663,0.955509412
10871,0,0,0,0,0,0,0.003843679,0.957268361
10872,0,0,0,0,0,0,0.003820582,0.959027317
10873,0,0,0,0,0,0,0.003797371,0.96078628
10874,0,0,0,0,0,0,0.003774048,0.962545251
10875,0,0,0,0,0,0,0.003750611,0.96430423
10876,0,0,0,0,0,0,0.003722542,0.964891993
10877,0,0,0,0,0,0,0.003694434,0.965479759
10878,0,0,0,0,0,0,0.003666287,0.966067527
10879,0,0,0,0,0,0,0.003638099,0.966655297
10880,0,0,0,0,0,0,0.003609873,0.96724307
10881,0,0,0,0,0,0,0.003577157,0.966659609
10882,0,0,0,0,0,0,0.003544477,0.966076145
10883,0,0,0,0,0,0,0.003511834,0.965492678
10884,0,0,0,0,0,0,0.003479227,0.964909209
10885,0,0,0,0,0,0,0.003446656,0.964325736
10886,0,0,0,0,0,0,0.003412047,0.963156636
10887,0,0,0,0,0,0,0.003377511,0.96198753
10888,0,0,0,0,0,0,0.003343048,0.960818419
10889,0,0,0,0,0,0,0.003308659,0.959649302
10890,0,0,0,0,0,0,0.003274342,0.95848018
10891,0,0,0,0,0,0,0.003242117,0.957896683
10892,0,0,0,0,0,0,0.003209928,0.957313182
10893,0,0,0,0,0,0,0.003177774,0.956729679
10894,0,0,0,0,0,0,0.003145655,0.956146173
10895,0,0,0,0,0,0,0.003113572,0.955562664
10896,0,0,0,0,0,0,0.003082155,0.955174364
10897,0,0,0,0,0,0,0.003050761,0.954786062
10898,0,0,0,0,0,0,0.00301939,0.954397758
10899,0,0,0,0,0,0,0.002988042,0.954009452
10900,0,0,0,0,0,0,0.002956718,0.953621144
10901,0,0,0,0,0,0,0.002930851,0.953037619
10902,0,0,0,0,0,0,0.002905012,0.952454091
10903,0,0,0,0,0,0,0.002879202,0.95187056
10904,0,0,0,0,0,0,0.00285342,0.951287026
10905,0,0,0,0,0,0,0.002827667,0.950703489
10906,0,0,0,0,0,0,0.002808274,0.952267333
10907,0,0,0,0,0,0,0.002788802,0.953831184
10908,0,0,0,0,0,0,0.00276925,0.955395042
10909,0,0,0,0,0,0,0.002749618,0.956958906
10910,0,0,0,0,0,0,0.002729905,0.958522777
10911,0,0,0,0,0,0,0.002708427,0.959500997
10912,0,0,0,0,0,0,0.002686899,0.960479221
10913,0,0,0,0,0,0,0.002665321,0.961457449
10914,0,0,0,0,0,0,0.002643693,0.962435682
10915,0,0,0,0,0,0,0.002622015,0.963413918
10916,0,0,0,0,0,0,0.002591339,0.961073399
10917,0,0,0,0,0,0,0.002560781,0.95873287
10918,0,0,0,0,0,0,0.002530341,0.95639233
10919,0,0,0,0,0,0,0.002500018,0.95405178
10920,0,0,0,0,0,0,0.002469813,0.951711218
10921,0,0,0,0,0,0,0.002440231,0.94956587
10922,0,0,0,0,0,0,0.002410757,0.947420511
10923,0,0,0,0,0,0,0.00238139,0.945275142
10924,0,0,0,0,0,0,0.002352132,0.943129764
10925,0,0,0,0,0,0,0.002322982,0.940984375
10926,0,0,0,0,0,0,0.002301571,0.941962583
10927,0,0,0,0,0,0,0.002280111,0.942940795
10928,0,0,0,0,0,0,0.002258601,0.943919011
10929,0,0,0,0,0,0,0.002237041,0.944897231
10930,0,0,0,0,0,0,0.00221543,0.945875455
10931,0,0,0,0,0,0,0.002196032,0.947829821
10932,0,0,0,0,0,0,0.002176534,0.949784195
10933,0,0,0,0,0,0,0.002156936,0.951738577
10934,0,0,0,0,0,0,0.00213724,0.953692968
10935,0,0,0,0,0,0,0.002117443,0.955647366
10936,0,0,0,0,0,0,0.002093272,0.955649476
10937,0,0,0,0,0,0,0.002069099,0.955651585
10938,0,0,0,0,0,0,0.002044926,0.955653694
10939,0,0,0,0,0,0,0.002020752,0.955655803
10940,0,0,0,0,0,0,0.001996578,0.955657911
10941,0,0,0,0,0,0,0.001974837,0.953902932
10942,0,0,0,0,0,0,0.001953162,0.952147945
10943,0,0,0,0,0,0,0.001931552,0.95039295
10944,0,0,0,0,0,0,0.001910009,0.948637946
10945,0,0,0,0,0,0,0.001888531,0.946882935
10946,0,0,0,0,0,0,0.00187059,0.946885021
10947,0,0,0,0,0,0,0.001852648,0.946887107
10948,0,0,0,0,0,0,0.001834705,0.946889193
10949,0,0,0,0,0,0,0.001816762,0.946891279
10950,0,0,0,0,0,0,0.001798817,0.946893364
10951,0,0,0,0,0,0,0.001780465,0.946700212
10952,0,0,0,0,0,0,0.00176212,0.946507059
10953,0,0,0,0,0,0,0.001743782,0.946313905
10954,0,0,0,0,0,0,0.001725452,0.94612075
10955,0,0,0,0,0,0,0.001707129,0.945927594
10956,0,0,0,0,0,0,0.001687418,0.944953483
10957,0,0,0,0,0,0,0.001667745,0.943979367
10958,0,0,0,0,0,0,0.001648109,0.943005247
10959,0,0,0,0,0,0,0.00162851,0.942031122
10960,0,0,0,0,0,0,0.001608948,0.941056992
10961,0,0,0,0,0,0,0.001593666,0.942620984
10962,0,0,0,0,0,0,0.001578326,0.944184982
10963,0,0,0,0,0,0,0.001562928,0.945748987
10964,0,0,0,0,0,0,0.001547471,0.947312998
10965,0,0,0,0,0,0,0.001531956,0.948877016
10966,0,0,0,0,0,0,0.00151607,0.950245798
10967,0,0,0,0,0,0,0.001500134,0.951614585
10968,0,0,0,0,0,0,0.001484147,0.952983378
10969,0,0,0,0,0,0,0.001468108,0.954352176
10970,0,0,0,0,0,0,0.001452019,0.95572098
10971,0,0,0,0,0,0,0.001431283,0.953965874
10972,0,0,0,0,0,0,0.001410612,0.95221076
10973,0,0,0,0,0,0,0.001390006,0.950455637
10974,0,0,0,0,0,0,0.001369466,0.948700507
10975,0,0,0,0,0,0,0.001348991,0.946945368
10976,0,0,0,0,0,0,0.001329405,0.945775962
10977,0,0,0,0,0,0,0.001309862,0.94460655
10978,0,0,0,0,0,0,0.001290362,0.943437133
10979,0,0,0,0,0,0,0.001270905,0.94226771
10980,0,0,0,0,0,0,0.001251491,0.941098282
10981,0,0,0,0,0,0,0.001239047,0.940709845
10982,0,0,0,0,0,0,0.001226614,0.940321405
10983,0,0,0,0,0,0,0.00121419,0.939932964
10984,0,0,0,0,0,0,0.001201777,0.93954452
10985,0,0,0,0,0,0,0.00128904,0.939156074
10986,0,0,0,0,0,0,0.001338875,0.937205617
10987,0,0,0,0,0,0,0.001354341,0.935255151
10988,0,0,0,0,0,0,0.001337962,0.933304676
10989,0,0,0,0,0,0,0.001293337,0.931354192
10990,0,0,0,0,0,0,0,0.929403699
10991,0,0,0,0,0,0,0,0.927843704
10992,0,0,0,0,0,0,0,0.926283702
10993,0,0,0,0,0,0,0,0.924723692
10994,0,0,0,0,0,0,0,0.923163675
10995,0,0,0,0,0,0,0,0.921603652
10996,0,0,0,0,0,0,0,0.92219143
10997,0,0,0,0,0,0,0,0.922779211
10998,0,0,0,0,0,0,0,0.923366994
10999,0,0,0,0,0,0,0,0.923954778
11000,0,0,0,0,0,0,0,0
11001,0,0,0,0,0,0,0,0
11002,0,0,0,0,0,0,0,0
11003,0,0,0,0,0,0,0,0
11004,0,0,0,0,0,0,0,0
11005,0,0,0,0,0,0,0,0
11006,0,0,0,0,0,0,0,0
11007,0,0,0,0,0,0,0,0
11008,0,0,0,0,0,0,0,0
11009,0,0,0,0,0,0,0,0
11010,0,0,0,0,0,0,0,0
11011,0,0,0,0,0,0,0,0
11012,0,0,0,0,0,0,0,0
11013,0,0,0,0,0,0,0,0
11014,0,0,0,0,0,0,0,0
11015,0,0,0,0,0,0,0,0
11016,0,0,0,0,0,0,0,0
11017,0,0,0,0,0,0,0,0
11018,0,0,0,0,0,0,0,0
11019,0,0,0,0,0,0,0,0
11020,0,0,0,0,0,0,0,0
11021,0,0,0,0,0,0,0,0
11022,0,0,0,0,0,0,0,0
11023,0,0,0,0,0,0,0,0
11024,0,0,0,0,0,0,0,0
11025,0,0,0,0,0,0,0,0
11026,0,0,0,0,0,0,0,0
11027,0,0,0,0,0,0,0,0
11028,0,0,0,0,0,0,0,0
11029,0,0,0,0,0,0,0,0
11030,0,0,0,0,0,0,0,0
11031,0,0,0,0,0,0,0,0
11032,0,0,0,0,0,0,0,0
11033,0,0,0,0,0,0,0,0
11034,0,0,0,0,0,0,0,0
11035,0,0,0,0,0,0,0,0
11036,0,0,0,0,0,0,0,0
11037,0,0,0,0,0,0,0,0
11038,0,0,0,0,0,0,0,0
11039,0,0,0,0,0,0,0,0
11040,0,0,0,0,0,0,0,0
11041,0,0,0,0,0,0,0,0
11042,0,0,0,0,0,0,0,0
11043,0,0,0,0,0,0,0,0
11044,0,0,0,0,0,0,0,0
11045,0,0,0,0,0,0,0,0
11046,0,0,0,0,0,0,0,0
11047,0,0,0,0,0,0,0,0
11048,0,0,0,0,0,0,0,0
11049,0,0,0,0,0,0,0,0
11050,0,0,0,0,0,0,0,0
11051,0,0,0,0,0,0,0,0
11052,0,0,0,0,0,0,0,0
11053,0,0,0,0,0,0,0,0
11054,0,0,0,0,0,0,0,0
11055,0,0,0,0,0,0,0,0
11056,0,0,0,0,0,0,0,0
11057,0,0,0,0,0,0,0,0
11058,0,0,0,0,0,0,0,0
11059,0,0,0,0,0,0,0,0
11060,0,0,0,0,0,0,0,0
11061,0,0,0,0,0,0,0,0
11062,0,0,0,0,0,0,0,0
11063,0,0,0,0,0,0,0,0
11064,0,0,0,0,0,0,0,0
11065,0,0,0,0,0,0,0,0
11066,0,0,0,0,0,0,0,0
11067,0,0,0,0,0,0,0,0
11068,0,0,0,0,0,0,0,0
11069,0,0,0,0,0,0,0,0
11070,0,0,0,0,0,0,0,0
11071,0,0,0,0,0,0,0,0
11072,0,0,0,0,0,0,0,0
11073,0,0,0,0,0,0,0,0
11074,0,0,0,0,0,0,0,0
11075,0,0,0,0,0,0,0,0
11076,0,0,0,0,0,0,0,0
11077,0,0,0,0,0,0,0,0
11078,0,0,0,0,0,0,0,0
11079,0,0,0,0,0,0,0,0
11080,0,0,0,0,0,0,0,0
11081,0,0,0,0,0,0,0,0
11082,0,0,0,0,0,0,0,0
11083,0,0,0,0,0,0,0,0
11084,0,0,0,0,0,0,0,0
11085,0,0,0,0,0,0,0,0
11086,0,0,0,0,0,0,0,0
11087,0,0,0,0,0,0,0,0
11088,0,0,0,0,0,0,0,0
11089,0,0,0,0,0,0,0,0
11090,0,0,0,0,0,0,0,0
11091,0,0,0,0,0,0,0,0
11092,0,0,0,0,0,0,0,0
11093,0,0,0,0,0,0,0,0
11094,0,0,0,0,0,0,0,0
11095,0,0,0,0,0,0,0,0
11096,0,0,0,0,0,0,0,0
11097,0,0,0,0,0,0,0,0
11098,0,0,0,0,0,0,0,0
11099,0,0,0,0,0,0,0,0
11100,0,0,0,0,0,0,0,0
11101,0,0,0,0,0,0,0,0
11102,0,0,0,0,0,0,0,0
11103,0,0,0,0,0,0,0,0
11104,0,0,0,0,0,0,0,0
11105,0,0,0,0,0,0,0,0
11106,0,0,0,0,0,0,0,0
11107,0,0,0,0,0,0,0,0
11108,0,0,0,0,0,0,0,0
11109,0,0,0,0,0,0,0,0
11110,0,0,0,0,0,0,0,0
11111,0,0,0,0,0,0,0,0
11112,0,0,0,0,0,0,0,0
11113,0,0,0,0,0,0,0,0
11114,0,0,0,0,0,0,0,0
11115,0,0,0,0,0,0,0,0
11116,0,0,0,0,0,0,0,0
11117,0,0,0,0,0,0,0,0
11118,0,0,0,0,0,0,0,0
11119,0,0,0,0,0,0,0,0
11120,0,0,0,0,0,0,0,0
11121,0,0,0,0,0,0,0,0
11122,0,0,0,0,0,0,0,0
11123,0,0,0,0,0,0,0,0
11124,0,0,0,0,0,0,0,0
11125,0,0,0,0,0,0,0,0
11126,0,0,0,0,0,0,0,0
11127,0,0,0,0,0,0,0,0
11128,0,0,0,0,0,0,0,0
11129,0,0,0,0,0,0,0,0
11130,0,0,0,0,0,0,0,0
11131,0,0,0,0,0,0,0,0
11132,0,0,0,0,0,0,0,0
11133,0,0,0,0,0,0,0,0
11134,0,0,0,0,0,0,0,0
11135,0,0,0,0,0,0,0,0
11136,0,0,0,0,0,0,0,0
11137,0,0,0,0,0,0,0,0
11138,0,0,0,0,0,0,0,0
11139,0,0,0,0,0,0,0,0
11140,0,0,0,0,0,0,0,0
11141,0,0,0,0,0,0,0,0
11142,0,0,0,0,0,0,0,0
11143,0,0,0,0,0,0,0,0
11144,0,0,0,0,0,0,0,0
11145,0,0,0,0,0,0,0,0
11146,0,0,0,0,0,0,0,0
11147,0,0,0,0,0,0,0,0
11148,0,0,0,0,0,0,0,0
11149,0,0,0,0,0,0,0,0
11150,0,0,0,0,0,0,0,0
11151,0,0,0,0,0,0,0,0
11152,0,0,0,0,0,0,0,0
11153,0,0,0,0,0,0,0,0
11154,0,0,0,0,0,0,0,0
11155,0,0,0,0,0,0,0,0
11156,0,0,0,0,0,0,0,0
11157,0,0,0,0,0,0,0,0
11158,0,0,0,0,0,0,0,0
11159,0,0,0,0,0,0,0,0
11160,0,0,0,0,0,0,0,0
11161,0,0,0,0,0,0,0,0
11162,0,0,0,0,0,0,0,0
11163,0,0,0,0,0,0,0,0
11164,0,0,0,0,0,0,0,0
11165,0,0,0,0,0,0,0,0
11166,0,0,0,0,0,0,0,0
11167,0,0,0,0,0,0,0,0
11168,0,0,0,0,0,0,0,0
11169,0,0,0,0,0,0,0,0
11170,0,0,0,0,0,0,0,0
11171,0,0,0,0,0,0,0,0
11172,0,0,0,0,0,0,0,0
11173,0,0,0,0,0,0,0,0
11174,0,0,0,0,0,0,0,0
11175,0,0,0,0,0,0,0,0
11176,0,0,0,0,0,0,0,0
11177,0,0,0,0,0,0,0,0
11178,0,0,0,0,0,0,0,0
11179,0,0,0,0,0,0,0,0
11180,0,0,0,0,0,0,0,0
11181,0,0,0,0,0,0,0,0
11182,0,0,0,0,0,0,0,0
11183,0,0,0,0,0,0,0,0
11184,0,0,0,0,0,0,0,0
11185,0,0,0,0,0,0,0,0
11186,0,0,0,0,0,0,0,0
11187,0,0,0,0,0,0,0,0
11188,0,0,0,0,0,0,0,0
11189,0,0,0,0,0,0,0,0
11190,0,0,0,0,0,0,0,0
11191,0,0,0,0,0,0,0,0
11192,0,0,0,0,0,0,0,0
11193,0,0,0,0,0,0,0,0
11194,0,0,0,0,0,0,0,0
11195,0,0,0,0,0,0,0,0
11196,0,0,0,0,0,0,0,0
11197,0,0,0,0,0,0,0,0
11198,0,0,0,0,0,0,0,0
11199,0,0,0,0,0,0,0,0
11200,0,0,0,0,0,0,0,0
11201,0,0,0,0,0,0,0,0
11202,0,0,0,0,0,0,0,0
11203,0,0,0,0,0,0,0,0
11204,0,0,0,0,0,0,0,0
11205,0,0,0,0,0,0,0,0
11206,0,0,0,0,0,0,0,0
11207,0,0,0,0,0,0,0,0
11208,0,0,0,0,0,0,0,0
11209,0,0,0,0,0,0,0,0
11210,0,0,0,0,0,0,0,0
11211,0,0,0,0,0,0,0,0
11212,0,0,0,0,0,0,0,0
11213,0,0,0,0,0,0,0,0
