u,g,r,i,z,y,time
24.6770,22.3069,22.1783,22.4441,22.7202,22.9420,0.15
24.9828,22.3089,21.9323,22.1520,22.4437,22.7304,0.25
25.2792,22.4817,21.8325,21.9755,22.2429,22.5445,0.35
25.4363,22.7038,21.8174,21.8646,22.0835,22.4090,0.45
25.6428,22.9339,21.8524,21.8315,21.9736,22.2939,0.55
25.8114,23.1734,21.9253,21.8266,21.8902,22.2094,0.65
26.0161,23.3881,22.0557,21.8343,21.8506,22.1342,0.75
26.1262,23.5685,22.2122,21.8572,21.8350,22.0601,0.85
26.3038,23.7459,22.3917,21.9009,21.8282,21.9850,0.95
26.4370,23.9045,22.5752,21.9712,21.8543,21.9672,1.05
26.5238,24.0625,22.7609,22.0632,21.8830,21.9320,1.15
26.6947,24.2167,22.8934,22.1598,21.9127,21.9404,1.25
26.7595,24.3406,23.0017,22.2573,21.9676,21.9540,1.35
26.9426,24.4816,23.0970,22.3520,21.9957,21.9740,1.45
27.0035,24.5994,23.1882,22.4495,22.0564,22.0148,1.55
27.1544,24.7246,23.2684,22.5469,22.0999,22.0491,1.65
27.2242,24.8290,23.3439,22.6318,22.1820,22.1006,1.75
27.3409,24.9127,23.4188,22.7132,22.2317,22.1593,1.85
27.3619,25.0074,23.4977,22.7775,22.3157,22.2047,1.95
27.4533,25.1257,23.5581,22.8456,22.3866,22.2521,2.05
27.5584,25.1800,23.6275,22.9087,22.4452,22.3055,2.15
27.7187,25.3012,23.6948,22.9775,22.5271,22.3638,2.25
27.7438,25.3355,23.7519,23.0203,22.5936,22.4305,2.35
27.8197,25.4250,23.8041,23.0649,22.6300,22.4746,2.45
27.8917,25.4934,23.8640,23.1361,22.7207,22.5279,2.55
28.0397,25.5486,23.9376,23.1966,22.7630,22.5615,2.65
28.0519,25.6100,23.9810,23.2390,22.8115,22.6305,2.75
28.1556,25.6867,24.0384,23.2989,22.8714,22.6948,2.85
28.3599,25.7588,24.1079,23.3495,22.9231,22.7526,2.95
28.3083,25.8111,24.1488,23.3945,22.9691,22.8151,3.05
28.3950,25.8735,24.1969,23.4480,23.0254,22.8461,3.15
28.4374,25.9023,24.2460,23.4970,23.0791,22.9138,3.25
28.5087,25.9408,24.3082,23.5427,23.1317,22.9666,3.35
28.5969,25.9994,24.3654,23.5854,23.2097,23.0158,3.45
28.7246,26.0655,24.4032,23.6329,23.2406,23.0699,3.55
28.8159,26.1072,24.4404,23.6787,23.2737,23.1421,3.65
28.7977,26.1113,24.4901,23.7248,23.3608,23.1908,3.75
28.9913,26.1470,24.5643,23.7635,23.3891,23.2458,3.85
28.9381,26.2333,24.5722,23.7998,23.4315,23.3009,3.95
29.0526,26.2831,24.6354,23.8611,23.4859,23.3487,4.05
29.1022,26.3467,24.6831,23.8962,23.5231,23.4067,4.15
29.2314,26.3901,24.7380,23.9230,23.5707,23.4555,4.25
29.3056,26.4095,24.7849,24.0022,23.6273,23.4913,4.35
29.3060,26.4252,24.8048,24.0135,23.6660,23.5260,4.45
29.1554,26.5401,24.8686,24.0657,23.7176,23.5818,4.55
29.3061,26.5367,24.9154,24.1194,23.7485,23.6323,4.65
29.5354,26.5851,24.9516,24.1628,23.7987,23.6851,4.75
29.7257,26.5999,25.0060,24.1987,23.8310,23.7545,4.85
29.6487,26.6831,25.0468,24.2290,23.8866,23.7644,4.95
29.8257,26.7306,25.0926,24.2689,23.9212,23.8346,5.05
