LAMBDA,u,g,r,i,z,Y,atm
4678.000000000382,0.0,0.3959435667643969,0.0,0.0,0.0,0.0,0.7986335890750037
4679.000000000382,0.0,0.3959509528231774,0.0,0.0,0.0,0.0,0.7986432216160037
4680.000000000382,0.0,0.3959583362657343,0.0,0.0,0.0,0.0,0.7986528501560759
4681.000000000382,0.0,0.3960729009312158,0.0,0.0,0.0,0.0,0.798851507237076
4682.000000000382,0.0,0.3961874737669296,0.0,0.0,0.0,0.0,0.799050164877076
4683.000000000383,0.0,0.3963020547722897,0.0,0.0,0.0,0.0,0.799248823075076
4684.000000000383,0.0,0.3964166439472058,0.0,0.0,0.0,0.0,0.7994474818310762
4685.000000000383,0.0,0.396531241291056,0.0,0.0,0.0,0.0,0.7996461411440037
4686.000000000384,0.0,0.3965520992632239,0.0,0.0,0.0,0.0,0.7996557571010037
4687.000000000384,0.0,0.3965729555428905,0.0,0.0,0.0,0.0,0.7996653690700036
4688.000000000384,0.0,0.3965938101312508,0.0,0.0,0.0,0.0,0.7996749770540037
4689.000000000384,0.0,0.3966146630290045,0.0,0.0,0.0,0.0,0.7996845810550036
4690.000000000384,0.0,0.3966355142373798,0.0,0.0,0.0,0.0,0.7996941810760764
4691.000000000385,0.0,0.3967416669791909,0.0,0.0,0.0,0.0,0.7998928323860763
4692.000000000385,0.0,0.3968478230230314,0.0,0.0,0.0,0.0,0.8000914842560765
4693.000000000385,0.0,0.3969539823678234,0.0,0.0,0.0,0.0,0.8002901366850765
4694.000000000386,0.0,0.3970601450129856,0.0,0.0,0.0,0.0,0.8004887896730766
4695.000000000386,0.0,0.3971663109579,0.0,0.0,0.0,0.0,0.8006874432200036
4696.000000000386,0.0,0.3971786953862515,0.0,0.0,0.0,0.0,0.8006970307310036
4697.000000000386,0.0,0.3971910772652663,0.0,0.0,0.0,0.0,0.8007066142740037
4698.000000000386,0.0,0.3972034565962622,0.0,0.0,0.0,0.0,0.8007161938520037
4699.000000000386,0.0,0.3972158333800612,0.0,0.0,0.0,0.0,0.8007257694670037
4700.0000000003865,0.0,0.3972282076180112,0.0,0.0,0.0,0.0,0.8007353411220768
4701.0000000003865,0.0,0.3973166089118399,0.0,0.0,0.0,0.0,0.8009339867190768
4702.000000000387,0.0,0.3974050048381789,0.0,0.0,0.0,0.0,0.8011326328780769
4703.000000000387,0.0,0.3974933953956208,0.0,0.0,0.0,0.0,0.801331279597077
4704.000000000387,0.0,0.3975817805842464,0.0,0.0,0.0,0.0,0.801529926877077
4705.000000000388,0.0,0.3976701604031447,0.0,0.0,0.0,0.0,0.801728574717077
4706.000000000387,0.0,0.3977585348519006,0.0,0.0,0.0,0.0,0.8019272231170771
4707.000000000388,0.0,0.3978469039296029,0.0,0.0,0.0,0.0,0.8021258720760771
4708.000000000389,0.0,0.397935267635837,0.0,0.0,0.0,0.0,0.8023245215940772
4709.000000000388,0.0,0.3980236259701878,0.0,0.0,0.0,0.0,0.8025231716710772
4710.000000000389,0.0,0.3981119789317137,0.0,0.0,0.0,0.0,0.8027218223060036
4711.000000000389,0.0,0.398119978623422,0.0,0.0,0.0,0.0,0.8027313730580037
4712.000000000389,0.0,0.398127975847189,0.0,0.0,0.0,0.0,0.8027409198700036
4713.000000000389,0.0,0.3981359706039366,0.0,0.0,0.0,0.0,0.8027504627440036
4714.000000000389,0.0,0.3981439628945867,0.0,0.0,0.0,0.0,0.8027600016820037
4715.00000000039,0.0,0.3981519527210895,0.0,0.0,0.0,0.0,0.8027695366880775
4716.00000000039,0.0,0.3982537351228167,0.0,0.0,0.0,0.0,0.8029681794400775
4717.00000000039,0.0,0.3983555188244069,0.0,0.0,0.0,0.0,0.8031668227530776
4718.000000000391,0.0,0.3984573038244355,0.0,0.0,0.0,0.0,0.8033654666250776
4719.000000000391,0.0,0.3985590901234613,0.0,0.0,0.0,0.0,0.8035641110580777
4720.000000000391,0.0,0.3986608777200306,0.0,0.0,0.0,0.0,0.8037627560500038
4721.000000000391,0.0,0.3986898955759872,0.0,0.0,0.0,0.0,0.8037722787120037
4722.000000000392,0.0,0.3987189126165623,0.0,0.0,0.0,0.0,0.8037817974540038
4723.000000000392,0.0,0.3987479288418816,0.0,0.0,0.0,0.0,0.8037913122770037
4724.000000000392,0.0,0.3987769442535593,0.0,0.0,0.0,0.0,0.8038008231850038
4725.000000000392,0.0,0.3988059588522545,0.0,0.0,0.0,0.0,0.803810330180078
4726.000000000392,0.0,0.3989288161607878,0.0,0.0,0.0,0.0,0.804008967341078
4727.000000000393,0.0,0.3990516863116043,0.0,0.0,0.0,0.0,0.804207605065078
4728.000000000393,0.0,0.3991745693041387,0.0,0.0,0.0,0.0,0.804406243350078
4729.000000000393,0.0,0.3992974651388171,0.0,0.0,0.0,0.0,0.8046048821960782
4730.000000000393,0.0,0.3994203738160168,0.0,0.0,0.0,0.0,0.8048035216030037
4731.000000000394,0.0,0.3994189687855831,0.0,0.0,0.0,0.0,0.8048130163250038
4732.000000000394,0.0,0.3994175607640066,0.0,0.0,0.0,0.0,0.8048225071460038
4733.000000000394,0.0,0.399416149752887,0.0,0.0,0.0,0.0,0.8048319940690037
4734.000000000395,0.0,0.3994147357533272,0.0,0.0,0.0,0.0,0.8048414770960037
4735.000000000395,0.0,0.3994133187659716,0.0,0.0,0.0,0.0,0.8048509562280783
4736.000000000395,0.0,0.3995057676291588,0.0,0.0,0.0,0.0,0.8050495878570784
4737.000000000395,0.0,0.3995982128389364,0.0,0.0,0.0,0.0,0.8052482200490785
4738.000000000395,0.0,0.3996906543946712,0.0,0.0,0.0,0.0,0.8054468528040785
4739.000000000396,0.0,0.3997830922952343,0.0,0.0,0.0,0.0,0.8056454861210786
4740.0000000003965,0.0,0.3998755265394697,0.0,0.0,0.0,0.0,0.8058441199990037
4741.000000000396,0.0,0.399900663050743,0.0,0.0,0.0,0.0,0.8058535869300038
4742.0000000003965,0.0,0.3999257983556352,0.0,0.0,0.0,0.0,0.8058630499800038
4743.000000000396,0.0,0.3999509324543037,0.0,0.0,0.0,0.0,0.8058725091500037
4744.0000000003965,0.0,0.3999760653483949,0.0,0.0,0.0,0.0,0.8058819644440037
4745.0000000003965,0.0,0.400001197038067,0.0,0.0,0.0,0.0,0.8058914158630037
4746.0000000003965,0.0,0.4000263275239737,0.0,0.0,0.0,0.0,0.8059008634090038
4747.000000000397,0.0,0.4000514568077629,0.0,0.0,0.0,0.0,0.8059103070860038
4748.0000000003965,0.0,0.4000765848900889,0.0,0.0,0.0,0.0,0.8059197468960038
4749.000000000397,0.0,0.4001017117716072,0.0,0.0,0.0,0.0,0.8059291828410038
4750.000000000398,0.0,0.4001268374529963,0.0,0.0,0.0,0.0,0.805938614923079
4751.000000000398,0.0,0.4002112092267311,0.0,0.0,0.0,0.0,0.8061372328260791
4752.000000000398,0.0,0.4002955740914902,0.0,0.0,0.0,0.0,0.8063358512960792
4753.000000000399,0.0,0.4003799320471565,0.0,0.0,0.0,0.0,0.8065344703330791
4754.000000000398,0.0,0.4004642830926211,0.0,0.0,0.0,0.0,0.8067330899350793
4755.000000000399,0.0,0.4005486272282263,0.0,0.0,0.0,0.0,0.8069317101030038
4756.000000000399,0.0,0.4005390514284329,0.0,0.0,0.0,0.0,0.8069411301020037
4757.0000000004,0.0,0.4005294732099036,0.0,0.0,0.0,0.0,0.8069505462510038
4758.0000000004,0.0,0.4005198925738715,0.0,0.0,0.0,0.0,0.8069599585520038
4759.0000000004,0.0,0.4005103095215701,0.0,0.0,0.0,0.0,0.8069693670070037
4760.0000000004,0.0,0.4005007240542751,0.0,0.0,0.0,0.0,0.8069787716180795
4761.0000000004,0.0,0.4005978811745026,0.0,0.0,0.0,0.0,0.8071773841520795
4762.0000000004,0.0,0.4006950367661803,0.0,0.0,0.0,0.0,0.8073759972530796
4763.000000000401,0.0,0.4007921908289863,0.0,0.0,0.0,0.0,0.8075746109220796
4764.000000000401,0.0,0.4008893433616057,0.0,0.0,0.0,0.0,0.8077732251580797
4765.000000000401,0.0,0.4009864943631826,0.0,0.0,0.0,0.0,0.8079718399610037
4766.000000000402,0.0,0.4009897352294244,0.0,0.0,0.0,0.0,0.8079812325590038
4767.000000000402,0.0,0.4009929730457626,0.0,0.0,0.0,0.0,0.8079906213250038
4768.000000000402,0.0,0.4009962078141705,0.0,0.0,0.0,0.0,0.8080000062630037
4769.000000000402,0.0,0.4009994395346365,0.0,0.0,0.0,0.0,0.8080093873730038
4770.000000000402,0.0,0.4010026682091361,0.0,0.0,0.0,0.0,0.8080187646590038
4771.000000000403,0.0,0.4010106387064376,0.0,0.0,0.0,0.0,0.8080281381220038
4772.000000000403,0.0,0.4010186067078147,0.0,0.0,0.0,0.0,0.8080375077660038
4773.000000000403,0.0,0.4010265722136901,0.0,0.0,0.0,0.0,0.8080468735920038
4774.000000000404,0.0,0.4010345352254789,0.0,0.0,0.0,0.0,0.8080562356030038
4775.000000000404,0.0,0.4010424957441381,0.0,0.0,0.0,0.0,0.8080655938010801
4776.000000000404,0.0,0.4011443765941297,0.0,0.0,0.0,0.0,0.8082641929080802
4777.000000000404,0.0,0.401246258678709,0.0,0.0,0.0,0.0,0.8084627925850802
4778.000000000404,0.0,0.401348141998373,0.0,0.0,0.0,0.0,0.8086613928340802
4779.000000000405,0.0,0.4014500265516334,0.0,0.0,0.0,0.0,0.8088599936530804
4780.000000000405,0.0,0.4015519123384508,0.0,0.0,0.0,0.0,0.8090585950430038
4781.000000000405,0.0,0.4015547801845815,0.0,0.0,0.0,0.0,0.8090679413440037
4782.000000000406,0.0,0.4015576452126448,0.0,0.0,0.0,0.0,0.8090772838450038
4783.000000000405,0.0,0.4015605074226426,0.0,0.0,0.0,0.0,0.8090866225460037
4784.000000000406,0.0,0.401563366816562,0.0,0.0,0.0,0.0,0.8090959574510038
4785.000000000406,0.0,0.4015662233953978,0.0,0.0,0.0,0.0,0.8091052885620038
4786.000000000406,0.0,0.4015690771601445,0.0,0.0,0.0,0.0,0.8091146158810038
4787.0000000004065,0.0,0.4015719281117965,0.0,0.0,0.0,0.0,0.8091239394100038
4788.000000000407,0.0,0.4015747762523415,0.0,0.0,0.0,0.0,0.8091332591530038
4789.0000000004065,0.0,0.4015776215817812,0.0,0.0,0.0,0.0,0.8091425751100038
4790.000000000407,0.0,0.4015804641021031,0.0,0.0,0.0,0.0,0.8091518872850038
4791.000000000407,0.0,0.4015837533757149,0.0,0.0,0.0,0.0,0.8091611956800038
4792.000000000408,0.0,0.4015870400350373,0.0,0.0,0.0,0.0,0.8091705002970038
4793.000000000408,0.0,0.4015903240810604,0.0,0.0,0.0,0.0,0.8091798011380038
4794.000000000407,0.0,0.4015936055152703,0.0,0.0,0.0,0.0,0.8091890982060038
4795.000000000408,0.0,0.4015968843386575,0.0,0.0,0.0,0.0,0.8091983915030038
4796.000000000407,0.0,0.4016001605517159,0.0,0.0,0.0,0.0,0.8092076810300037
4797.000000000408,0.0,0.4016034341569242,0.0,0.0,0.0,0.0,0.8092169667920037
4798.000000000409,0.0,0.4016067051542803,0.0,0.0,0.0,0.0,0.8092262487890037
4799.000000000409,0.0,0.4016099735457666,0.0,0.0,0.0,0.0,0.8092355270250038
4800.000000000409,0.0,0.4016132393314178,0.0,0.0,0.0,0.0,0.8092448015000813
4801.000000000409,0.0,0.4017062705876791,0.0,0.0,0.0,0.0,0.8094433714170812
4802.000000000409,0.0,0.401799298675222,0.0,0.0,0.0,0.0,0.8096419419140813
4803.00000000041,0.0,0.4018923235935193,0.0,0.0,0.0,0.0,0.8098405129910814
4804.00000000041,0.0,0.4019853453415484,0.0,0.0,0.0,0.0,0.8100390846470815
4805.00000000041,0.0,0.4020783639192401,0.0,0.0,0.0,0.0,0.8102376568830038
4806.000000000411,0.0,0.4020774359994608,0.0,0.0,0.0,0.0,0.8102469196700037
4807.000000000411,0.0,0.4020765053425481,0.0,0.0,0.0,0.0,0.8102561787090038
4808.000000000411,0.0,0.4020755719495829,0.0,0.0,0.0,0.0,0.8102654340020038
4809.000000000411,0.0,0.4020746358221416,0.0,0.0,0.0,0.0,0.8102746855520038
4810.000000000412,0.0,0.4020736969608625,0.0,0.0,0.0,0.0,0.8102839333600818
4811.000000000412,0.0,0.4022022731040329,0.0,0.0,0.0,0.0,0.8104824982660818
4812.000000000412,0.0,0.4023308640091528,0.0,0.0,0.0,0.0,0.8106810637520818
4813.000000000412,0.0,0.4024594696763278,0.0,0.0,0.0,0.0,0.8108796298190818
4814.000000000413,0.0,0.4025880901051674,0.0,0.0,0.0,0.0,0.8110781964670819
4815.000000000413,0.0,0.4027167252947452,0.0,0.0,0.0,0.0,0.8112767636950038
4816.000000000413,0.0,0.4027513842565448,0.0,0.0,0.0,0.0,0.8112859998810038
4817.000000000413,0.0,0.4027860418017228,0.0,0.0,0.0,0.0,0.8112952323370037
4818.000000000413,0.0,0.4028206979310728,0.0,0.0,0.0,0.0,0.8113044610660037
4819.000000000414,0.0,0.4028553526448916,0.0,0.0,0.0,0.0,0.8113136860700038
4820.000000000414,0.0,0.4028900059429954,0.0,0.0,0.0,0.0,0.8113229073500822
4821.000000000414,0.0,0.4029612717006764,0.0,0.0,0.0,0.0,0.8115214672960822
4822.000000000415,0.0,0.4030325252029567,0.0,0.0,0.0,0.0,0.8117200278240823
4823.000000000415,0.0,0.4031037664504426,0.0,0.0,0.0,0.0,0.8119185889340823
4824.000000000415,0.0,0.403174995443244,0.0,0.0,0.0,0.0,0.8121171506250824
4825.000000000415,0.0,0.4032462121819285,0.0,0.0,0.0,0.0,0.8123157128970038
4826.000000000415,0.0,0.4032234251926855,0.0,0.0,0.0,0.0,0.8123249226210038
4827.000000000416,0.0,0.4032006365740706,0.0,0.0,0.0,0.0,0.8123341286330038
4828.000000000417,0.0,0.4031778463280296,0.0,0.0,0.0,0.0,0.8123433309360037
4829.000000000416,0.0,0.403155054456013,0.0,0.0,0.0,0.0,0.8123525295320038
4830.000000000417,0.0,0.4031322609595179,0.0,0.0,0.0,0.0,0.8123617244230826
4831.000000000416,0.0,0.4032248467713962,0.0,0.0,0.0,0.0,0.8125602794610826
4832.000000000417,0.0,0.4033174292780838,0.0,0.0,0.0,0.0,0.8127588350820827
4833.000000000417,0.0,0.4034100084785901,0.0,0.0,0.0,0.0,0.8129573912850827
4834.000000000417,0.0,0.4035025843729165,0.0,0.0,0.0,0.0,0.8131559480710828
4835.0000000004175,0.0,0.403595156960073,0.0,0.0,0.0,0.0,0.8133545054390828
4836.0000000004175,0.0,0.4036882242795518,0.0,0.0,0.0,0.0,0.8135530633870828
4837.0000000004175,0.0,0.4037816087627804,0.0,0.0,0.0,0.0,0.813751621917083
4838.000000000418,0.0,0.4038751449490063,0.0,0.0,0.0,0.0,0.8139501810280829
4839.000000000418,0.0,0.4039686795002828,0.0,0.0,0.0,0.0,0.814148740719083
4840.0000000004175,0.0,0.4040620712158893,0.0,0.0,0.0,0.0,0.8143473009900039
4841.000000000418,0.0,0.4040706291064481,0.0,0.0,0.0,0.0,0.8143564766140039
4842.000000000418,0.0,0.4040787987972994,0.0,0.0,0.0,0.0,0.8143656485510039
4843.000000000419,0.0,0.4040864758938601,0.0,0.0,0.0,0.0,0.8143748168030038
4844.000000000419,0.0,0.4040935682743714,0.0,0.0,0.0,0.0,0.8143839813730039
4845.00000000042,0.0,0.4040999960909381,0.0,0.0,0.0,0.0,0.8143931422630832
4846.00000000042,0.0,0.4041996698398559,0.0,0.0,0.0,0.0,0.8145916953590833
4847.00000000042,0.0,0.4042985584427006,0.0,0.0,0.0,0.0,0.8147902490370834
4848.00000000042,0.0,0.40439661830654,0.0,0.0,0.0,0.0,0.8149888032970833
4849.000000000421,0.0,0.4044938180900879,0.0,0.0,0.0,0.0,0.8151873581370835
4850.00000000042,0.0,0.4045901387216561,0.0,0.0,0.0,0.0,0.8153859135580039
4851.000000000421,0.0,0.4045511982049511,0.0,0.0,0.0,0.0,0.8153950630410038
4852.000000000421,0.0,0.4045113799342056,0.0,0.0,0.0,0.0,0.8154042088550039
4853.000000000421,0.0,0.4044707025915734,0.0,0.0,0.0,0.0,0.8154133510030039
4854.000000000422,0.0,0.4044291971450475,0.0,0.0,0.0,0.0,0.8154224894860039
4855.000000000422,0.0,0.4043869068442955,0.0,0.0,0.0,0.0,0.8154316243070837
4856.000000000422,0.0,0.4044379778145079,0.0,0.0,0.0,0.0,0.8156301726010837
4857.000000000422,0.0,0.4044884739517383,0.0,0.0,0.0,0.0,0.8158287214770839
4858.000000000423,0.0,0.4045384196154665,0.0,0.0,0.0,0.0,0.8160272709350839
4859.000000000423,0.0,0.4045878555743505,0.0,0.0,0.0,0.0,0.8162258209750839
4860.000000000423,0.0,0.4046368390168015,0.0,0.0,0.0,0.0,0.8164243715970839
4861.000000000423,0.0,0.4047354686161176,0.0,0.0,0.0,0.0,0.816622922800084
4862.000000000424,0.0,0.4048338279499868,0.0,0.0,0.0,0.0,0.816821474584084
4863.000000000424,0.0,0.4049320234628948,0.0,0.0,0.0,0.0,0.8170200269480841
4864.000000000424,0.0,0.4050301781212182,0.0,0.0,0.0,0.0,0.8172185798920841
4865.000000000424,0.0,0.4051284314337026,0.0,0.0,0.0,0.0,0.8174171334170038
4866.000000000424,0.0,0.4051328833462346,0.0,0.0,0.0,0.0,0.8174262492240039
4867.000000000425,0.0,0.4051369623841071,0.0,0.0,0.0,0.0,0.8174353613870039
4868.000000000425,0.0,0.4051407095729167,0.0,0.0,0.0,0.0,0.8174444699080039
4869.000000000425,0.0,0.4051441659416052,0.0,0.0,0.0,0.0,0.8174535747880038
4870.000000000426,0.0,0.4051473725244701,0.0,0.0,0.0,0.0,0.8174626760310844
4871.000000000426,0.0,0.4052252235364817,0.0,0.0,0.0,0.0,0.8176612224850843
4872.000000000426,0.0,0.4053029003167842,0.0,0.0,0.0,0.0,0.8178597695210845
4873.000000000426,0.0,0.4053804438402592,0.0,0.0,0.0,0.0,0.8180583171380845
4874.000000000426,0.0,0.4054578951159587,0.0,0.0,0.0,0.0,0.8182568653350846
4875.000000000426,0.0,0.4055352951885403,0.0,0.0,0.0,0.0,0.8184554141140039
4876.000000000427,0.0,0.4055188150383573,0.0,0.0,0.0,0.0,0.8184645040960039
4877.000000000427,0.0,0.4055023734861203,0.0,0.0,0.0,0.0,0.8184735904520039
4878.0000000004275,0.0,0.4054860116218827,0.0,0.0,0.0,0.0,0.8184826731830039
4879.0000000004275,0.0,0.4054697705327764,0.0,0.0,0.0,0.0,0.8184917522920039
4880.000000000428,0.0,0.4054536913010221,0.0,0.0,0.0,0.0,0.8185008277800039
4881.000000000428,0.0,0.4054203776801544,0.0,0.0,0.0,0.0,0.8185098996500039
4882.0000000004275,0.0,0.4053873102988006,0.0,0.0,0.0,0.0,0.8185189679040039
4883.000000000428,0.0,0.4053545301914799,0.0,0.0,0.0,0.0,0.8185280325450038
4884.000000000429,0.0,0.4053220783802392,0.0,0.0,0.0,0.0,0.8185370935730039
4885.000000000428,0.0,0.4052899958786134,0.0,0.0,0.0,0.0,0.8185461509930039
4886.000000000429,0.0,0.4052578235108435,0.0,0.0,0.0,0.0,0.8185552048050039
4887.000000000429,0.0,0.4052255505832666,0.0,0.0,0.0,0.0,0.8185642550110039
4888.000000000429,0.0,0.4051933167168499,0.0,0.0,0.0,0.0,0.8185733016150039
4889.000000000429,0.0,0.4051612450689609,0.0,0.0,0.0,0.0,0.8185823446180038
4890.000000000429,0.0,0.4051294423413048,0.0,0.0,0.0,0.0,0.8185913840220853
4891.00000000043,0.0,0.4052104906342861,0.0,0.0,0.0,0.0,0.8187899106680853
4892.00000000043,0.0,0.4052919642461353,0.0,0.0,0.0,0.0,0.8189884379000854
4893.00000000043,0.0,0.4053739209540923,0.0,0.0,0.0,0.0,0.8191869657190853
4894.000000000431,0.0,0.4054564021483973,0.0,0.0,0.0,0.0,0.8193854941250854
4895.000000000431,0.0,0.405539432815178,0.0,0.0,0.0,0.0,0.8195840231170038
4896.000000000431,0.0,0.4055292575298946,0.0,0.0,0.0,0.0,0.8195930514110039
4897.000000000431,0.0,0.4055198674548011,0.0,0.0,0.0,0.0,0.8196020761170039
4898.000000000432,0.0,0.405511305705014,0.0,0.0,0.0,0.0,0.8196110972380038
4899.000000000432,0.0,0.4055036030669131,0.0,0.0,0.0,0.0,0.8196201147750038
4900.000000000432,0.0,0.405496778000965,0.0,0.0,0.0,0.0,0.8196291287300858
4901.000000000432,0.0,0.4055700843684903,0.0,0.0,0.0,0.0,0.8198276508150857
4902.000000000433,0.0,0.4056442600731846,0.0,0.0,0.0,0.0,0.820026173487086
4903.000000000433,0.0,0.4057192871063297,0.0,0.0,0.0,0.0,0.820224696747086
4904.000000000433,0.0,0.4057951351097439,0.0,0.0,0.0,0.0,0.820423220593086
4905.000000000433,0.0,0.4058717613671841,0.0,0.0,0.0,0.0,0.8206217450270039
4906.000000000433,0.0,0.4058553797535684,0.0,0.0,0.0,0.0,0.8206307479340039
4907.000000000434,0.0,0.4058396610902009,0.0,0.0,0.0,0.0,0.8206397472710039
4908.000000000434,0.0,0.4058245251012686,0.0,0.0,0.0,0.0,0.8206487430390039
4909.000000000434,0.0,0.4058098791870262,0.0,0.0,0.0,0.0,0.8206577352400038
4910.000000000435,0.0,0.4057956184253246,0.0,0.0,0.0,0.0,0.8206667238770863
4911.000000000435,0.0,0.4058890612133222,0.0,0.0,0.0,0.0,0.8208652414480863
4912.000000000435,0.0,0.4059826419278574,0.0,0.0,0.0,0.0,0.8210637596080864
4913.000000000435,0.0,0.406076218683458,0.0,0.0,0.0,0.0,0.8212622783560863
4914.000000000435,0.0,0.4061696371152307,0.0,0.0,0.0,0.0,0.8214607976910865
4915.000000000436,0.0,0.4062627303658566,0.0,0.0,0.0,0.0,0.8216593176140039
4916.000000000437,0.0,0.4062616024373528,0.0,0.0,0.0,0.0,0.8216682952640039
4917.000000000436,0.0,0.4062604718548558,0.0,0.0,0.0,0.0,0.8216772693610039
4918.000000000437,0.0,0.4062593386189155,0.0,0.0,0.0,0.0,0.8216862399060039
4919.000000000436,0.0,0.4062582027310699,0.0,0.0,0.0,0.0,0.8216952069020039
4920.000000000437,0.0,0.4062570641919088,0.0,0.0,0.0,0.0,0.8217041703500867
4921.000000000437,0.0,0.4063492832370243,0.0,0.0,0.0,0.0,0.8219026834550867
4922.000000000437,0.0,0.4064414990054947,0.0,0.0,0.0,0.0,0.8221011971490868
4923.0000000004375,0.0,0.4065337114968201,0.0,0.0,0.0,0.0,0.8222997114320868
4924.0000000004375,0.0,0.4066259207100064,0.0,0.0,0.0,0.0,0.8224982263030869
4925.0000000004375,0.0,0.4067181266445132,0.0,0.0,0.0,0.0,0.8226967417620039
4926.000000000438,0.0,0.4067166157939936,0.0,0.0,0.0,0.0,0.8227056942850038
4927.000000000438,0.0,0.4067151023607555,0.0,0.0,0.0,0.0,0.8227146432710039
4928.000000000438,0.0,0.4067135863458639,0.0,0.0,0.0,0.0,0.8227235887220039
4929.000000000439,0.0,0.4067120677508796,0.0,0.0,0.0,0.0,0.8227325306410039
4930.000000000438,0.0,0.406710546576376,0.0,0.0,0.0,0.0,0.8227414690290039
4931.000000000439,0.0,0.4067142298423775,0.0,0.0,0.0,0.0,0.8227504038890039
4932.000000000439,0.0,0.4067179106146852,0.0,0.0,0.0,0.0,0.8227593352230039
4933.00000000044,0.0,0.4067215888937742,0.0,0.0,0.0,0.0,0.8227682630320039
4934.00000000044,0.0,0.4067252646816023,0.0,0.0,0.0,0.0,0.8227771873200039
4935.00000000044,0.0,0.4067289379781915,0.0,0.0,0.0,0.0,0.8227861080870874
4936.00000000044,0.0,0.4068263259762726,0.0,0.0,0.0,0.0,0.8229846094440874
4937.00000000044,0.0,0.406923713176119,0.0,0.0,0.0,0.0,0.8231831113930875
4938.00000000044,0.0,0.4070210995766976,0.0,0.0,0.0,0.0,0.8233816139330875
4939.000000000441,0.0,0.4071184851774704,0.0,0.0,0.0,0.0,0.8235801170640876
4940.000000000441,0.0,0.4072158699783467,0.0,0.0,0.0,0.0,0.8237786207870039
4941.000000000441,0.0,0.4072064329971316,0.0,0.0,0.0,0.0,0.8237875307310039
4942.000000000442,0.0,0.40719699376165,0.0,0.0,0.0,0.0,0.8237964371660039
4943.000000000442,0.0,0.4071875522725879,0.0,0.0,0.0,0.0,0.8238053400930039
4944.000000000442,0.0,0.4071781085316197,0.0,0.0,0.0,0.0,0.8238142395150039
4945.000000000442,0.0,0.4071686625399254,0.0,0.0,0.0,0.0,0.8238231354340039
4946.000000000442,0.0,0.4071592142981907,0.0,0.0,0.0,0.0,0.8238320278510038
4947.000000000442,0.0,0.407149763808584,0.0,0.0,0.0,0.0,0.8238409167700039
4948.000000000443,0.0,0.407140311071296,0.0,0.0,0.0,0.0,0.8238498021910039
4949.000000000443,0.0,0.4071308560880008,0.0,0.0,0.0,0.0,0.8238586841170039
4950.000000000444,0.0,0.407121398860405,0.0,0.0,0.0,0.0,0.8238675625510881
4951.000000000444,0.0,0.407187086912708,0.0,0.0,0.0,0.0,0.824066052324088
4952.000000000444,0.0,0.4072527610788009,0.0,0.0,0.0,0.0,0.8242645426910882
4953.000000000444,0.0,0.4073184213601499,0.0,0.0,0.0,0.0,0.8244630336530882
4954.000000000444,0.0,0.40738406775674,0.0,0.0,0.0,0.0,0.8246615252080882
4955.000000000445,0.0,0.40744970027049,0.0,0.0,0.0,0.0,0.824860017358004
4956.000000000445,0.0,0.4074216587495621,0.0,0.0,0.0,0.0,0.8248688850690039
4957.000000000445,0.0,0.4073936162401523,0.0,0.0,0.0,0.0,0.824877749298004
4958.000000000446,0.0,0.4073655727437163,0.0,0.0,0.0,0.0,0.824886610047004
4959.000000000445,0.0,0.4073375282607224,0.0,0.0,0.0,0.0,0.824895467316004
4960.000000000446,0.0,0.4073094827941267,0.0,0.0,0.0,0.0,0.824904321110004
4961.000000000446,0.0,0.407326203689884,0.0,0.0,0.0,0.0,0.824913171429004
4962.000000000446,0.0,0.4073429225166428,0.0,0.0,0.0,0.0,0.824922018276004
4963.000000000447,0.0,0.4073596392746496,0.0,0.0,0.0,0.0,0.824930861652004
4964.0000000004475,0.0,0.4073763539656319,0.0,0.0,0.0,0.0,0.824939701561004
4965.000000000447,0.0,0.4073930665893424,0.0,0.0,0.0,0.0,0.824948538003004
4966.0000000004475,0.0,0.4074097771470152,0.0,0.0,0.0,0.0,0.824957370981004
4967.0000000004475,0.0,0.4074264856388971,0.0,0.0,0.0,0.0,0.824966200496004
4968.000000000448,0.0,0.4074431920667167,0.0,0.0,0.0,0.0,0.8249750265520039
4969.000000000448,0.0,0.4074598964302266,0.0,0.0,0.0,0.0,0.824983849149004
4970.0000000004475,0.0,0.4074765987311897,0.0,0.0,0.0,0.0,0.824992668291089
4971.000000000448,0.0,0.4075692339046576,0.0,0.0,0.0,0.0,0.8251911394920889
4972.0000000004475,0.0,0.4076618660709482,0.0,0.0,0.0,0.0,0.8253896112930891
4973.000000000448,0.0,0.4077544952285492,0.0,0.0,0.0,0.0,0.825588083692089
4974.000000000449,0.0,0.4078471213779245,0.0,0.0,0.0,0.0,0.8257865566910891
4975.000000000449,0.0,0.4079397445175194,0.0,0.0,0.0,0.0,0.825985030288004
4976.000000000448,0.0,0.4079386933054634,0.0,0.0,0.0,0.0,0.825993838849004
4977.000000000449,0.0,0.4079376395668784,0.0,0.0,0.0,0.0,0.826002643965004
4978.000000000449,0.0,0.4079365833018096,0.0,0.0,0.0,0.0,0.826011445636004
4979.00000000045,0.0,0.407935524511782,0.0,0.0,0.0,0.0,0.826020243865004
4980.00000000045,0.0,0.4079344631983133,0.0,0.0,0.0,0.0,0.826029038655004
4981.00000000045,0.0,0.4079153085144445,0.0,0.0,0.0,0.0,0.826037830007004
