LAMBDA,u,g,r,i,z,Y,atm
7122.000000000937,0.0,0.0,0.0,0.4782170975088041,0.0,0.0,0.926607738568824
7123.000000000938,0.0,0.0,0.0,0.4781086654188496,0.0,0.0,0.9264198375888238
7124.000000000938,0.0,0.0,0.0,0.4780002356279567,0.0,0.0,0.9262319332748238
7125.000000000938,0.0,0.0,0.0,0.4778918081378024,0.0,0.0,0.9260440256290046
7126.000000000939,0.0,0.0,0.0,0.4778828382738457,0.0,0.0,0.9260488407360046
7127.000000000939,0.0,0.0,0.0,0.4778738669792131,0.0,0.0,0.9260536545180046
7128.000000000939,0.0,0.0,0.0,0.4778648942534726,0.0,0.0,0.9260584669740044
7129.000000000939,0.0,0.0,0.0,0.4778559200967096,0.0,0.0,0.9260632781040046
7130.000000000939,0.0,0.0,0.0,0.4778469445100166,0.0,0.0,0.9260680879100044
7131.0000000009395,0.0,0.0,0.0,0.4778126461005674,0.0,0.0,0.9260728963930044
7132.0000000009395,0.0,0.0,0.0,0.4777783479908081,0.0,0.0,0.9260777035510046
7133.0000000009395,0.0,0.0,0.0,0.4777440501825165,0.0,0.0,0.9260825093870044
7134.00000000094,0.0,0.0,0.0,0.4777097526754087,0.0,0.0,0.9260873139000044
7135.00000000094,0.0,0.0,0.0,0.4776754554707466,0.0,0.0,0.9260921170920046
7136.00000000094,0.0,0.0,0.0,0.477641749821931,0.0,0.0,0.9260969189620044
7137.00000000094,0.0,0.0,0.0,0.4776084244570503,0.0,0.0,0.9261017195120046
7138.00000000094,0.0,0.0,0.0,0.4775752827239006,0.0,0.0,0.9261065187410046
7139.000000000941,0.0,0.0,0.0,0.4775421425871534,0.0,0.0,0.9261113166510044
7140.000000000941,0.0,0.0,0.0,0.4775088366198156,0.0,0.0,0.926116113240823
7141.000000000941,0.0,0.0,0.0,0.47738917176136,0.0,0.0,0.925928167428823
7142.000000000942,0.0,0.0,0.0,0.4772690563283126,0.0,0.0,0.925740218303823
7143.000000000942,0.0,0.0,0.0,0.4771483670104927,0.0,0.0,0.9255522658658228
7144.000000000942,0.0,0.0,0.0,0.4770269951695601,0.0,0.0,0.9253643101178228
7145.000000000942,0.0,0.0,0.0,0.4769048468189969,0.0,0.0,0.9251763510608229
7146.000000000942,0.0,0.0,0.0,0.4767818426071201,0.0,0.0,0.9249883886948228
7147.000000000943,0.0,0.0,0.0,0.4766579178015162,0.0,0.0,0.9248004230228228
7148.000000000943,0.0,0.0,0.0,0.4765330222686447,0.0,0.0,0.9246124540458226
7149.000000000943,0.0,0.0,0.0,0.4764071204568249,0.0,0.0,0.9244244817648226
7150.000000000944,0.0,0.0,0.0,0.4762801913779398,0.0,0.0,0.9242365061808224
7151.000000000944,0.0,0.0,0.0,0.4761746827329222,0.0,0.0,0.9240485272958224
7152.000000000944,0.0,0.0,0.0,0.4760681393008121,0.0,0.0,0.9238605451118226
7153.000000000944,0.0,0.0,0.0,0.4759605835268446,0.0,0.0,0.9236725596288224
7154.000000000944,0.0,0.0,0.0,0.4758520523509933,0.0,0.0,0.9234845708478224
7155.000000000945,0.0,0.0,0.0,0.4757425971919834,0.0,0.0,0.9232965787716404
7156.000000000945,0.0,0.0,0.0,0.4755329662666772,0.0,0.0,0.9229158273806404
7157.000000000945,0.0,0.0,0.0,0.4753225624783685,0.0,0.0,0.9225350707096402
7158.000000000946,0.0,0.0,0.0,0.4751114810085869,0.0,0.0,0.92215430876064
7159.000000000946,0.0,0.0,0.0,0.4748998313579073,0.0,0.0,0.9217735415356398
7160.000000000946,0.0,0.0,0.0,0.4746877373123555,0.0,0.0,0.9213927690343636
7161.000000000946,0.0,0.0,0.0,0.473770957794787,0.0,0.0,0.9196626643613636
7162.000000000946,0.0,0.0,0.0,0.4728541004837051,0.0,0.0,0.9179325405283636
7163.000000000947,0.0,0.0,0.0,0.47193733182603,0.0,0.0,0.9162023975423615
7164.000000000947,0.0,0.0,0.0,0.4710208313535168,0.0,0.0,0.9144722354113616
7165.000000000947,0.0,0.0,0.0,0.4701047915416786,0.0,0.0,0.9127420541393534
7166.000000000948,0.0,0.0,0.0,0.4680973561933185,0.0,0.0,0.9088914283523534
7167.000000000948,0.0,0.0,0.0,0.4660901053993283,0.0,0.0,0.9050407616443532
7168.000000000948,0.0,0.0,0.0,0.4640830390924505,0.0,0.0,0.901190054033349
7169.000000000948,0.0,0.0,0.0,0.4620761572105856,0.0,0.0,0.8973393055343489
7170.000000000948,0.0,0.0,0.0,0.4600694596998642,0.0,0.0,0.8934885161655317
7171.000000000949,0.0,0.0,0.0,0.4581399929636003,0.0,0.0,0.8898304568395315
7172.000000000949,0.0,0.0,0.0,0.4562108856695884,0.0,0.0,0.8861723586545316
7173.000000000949,0.0,0.0,0.0,0.4542821377633649,0.0,0.0,0.8825142216295273
7174.0000000009495,0.0,0.0,0.0,0.4523537491926899,0.0,0.0,0.8788560457775273
7175.0000000009495,0.0,0.0,0.0,0.450425719914363,0.0,0.0,0.8751978311195403
7176.0000000009495,0.0,0.0,0.0,0.4495892858092703,0.0,0.0,0.8736601119165402
7177.0000000009495,0.0,0.0,0.0,0.448753003348727,0.0,0.0,0.8721223756745403
7178.0000000009495,0.0,0.0,0.0,0.4479168725728771,0.0,0.0,0.8705846224015386
7179.00000000095,0.0,0.0,0.0,0.4470808935205672,0.0,0.0,0.8690468521045385
7180.00000000095,0.0,0.0,0.0,0.4462450662295197,0.0,0.0,0.867509064788439
7181.00000000095,0.0,0.0,0.0,0.4448685761145324,0.0,0.0,0.864814575787439
7182.000000000951,0.0,0.0,0.0,0.4434920110530251,0.0,0.0,0.8621200579424391
7183.000000000951,0.0,0.0,0.0,0.4421153711009782,0.0,0.0,0.8594255112634359
7184.000000000951,0.0,0.0,0.0,0.4407386563168802,0.0,0.0,0.856730935762436
7185.000000000951,0.0,0.0,0.0,0.4393618667623856,0.0,0.0,0.8540363314543531
7186.000000000951,0.0,0.0,0.0,0.438481090475121,0.0,0.0,0.8523056268993531
7187.000000000952,0.0,0.0,0.0,0.43760038132428,0.0,0.0,0.8505749034123531
7188.000000000952,0.0,0.0,0.0,0.4367196787160426,0.0,0.0,0.8488441610033511
7189.000000000952,0.0,0.0,0.0,0.4358389269697025,0.0,0.0,0.8471133996773511
7190.000000000953,0.0,0.0,0.0,0.4349580752789775,0.0,0.0,0.8453826194461878
7191.000000000953,0.0,0.0,0.0,0.4350324967682442,0.0,0.0,0.8455797266661877
7192.000000000953,0.0,0.0,0.0,0.4351067687423168,0.0,0.0,0.8457768346751877
7193.000000000953,0.0,0.0,0.0,0.4351808535709303,0.0,0.0,0.845973943473188
7194.000000000953,0.0,0.0,0.0,0.4352547180242532,0.0,0.0,0.846171053061188
7195.000000000954,0.0,0.0,0.0,0.4353283332748634,0.0,0.0,0.8463681634385558
7196.000000000954,0.0,0.0,0.0,0.4355998105241959,0.0,0.0,0.8469508657105558
7197.000000000954,0.0,0.0,0.0,0.4358708540970236,0.0,0.0,0.8475335727025558
7198.000000000955,0.0,0.0,0.0,0.4361415075583056,0.0,0.0,0.8481162844115564
7199.000000000955,0.0,0.0,0.0,0.4364118145796118,0.0,0.0,0.8486990008355565
7200.000000000955,0.0,0.0,0.0,0.4366818189410418,0.0,0.0,0.8492817219768453
7201.000000000955,0.0,0.0,0.0,0.4376344986244636,0.0,0.0,0.8512140510788453
7202.000000000955,0.0,0.0,0.0,0.4385868261863752,0.0,0.0,0.8531463986298453
7203.000000000956,0.0,0.0,0.0,0.4395388451091928,0.0,0.0,0.8550787646248476
7204.000000000956,0.0,0.0,0.0,0.4404905992572479,0.0,0.0,0.8570111490538477
7205.000000000956,0.0,0.0,0.0,0.4414421328841343,0.0,0.0,0.8589435519166128
7206.000000000957,0.0,0.0,0.0,0.4438796949531055,0.0,0.0,0.8637680537306127
7207.000000000957,0.0,0.0,0.0,0.4463168611665127,0.0,0.0,0.8685926033596129
7208.000000000957,0.0,0.0,0.0,0.448753677946361,0.0,0.0,0.8734172007856184
7209.000000000957,0.0,0.0,0.0,0.4511901927078446,0.0,0.0,0.8782418459886184
7210.000000000957,0.0,0.0,0.0,0.4536264538594167,0.0,0.0,0.8830665389474339
7211.000000000958,0.0,0.0,0.0,0.4559577320768495,0.0,0.0,0.8876984693774339
7212.000000000958,0.0,0.0,0.0,0.4582888142919664,0.0,0.0,0.892330445568434
7213.000000000958,0.0,0.0,0.0,0.4606197516741861,0.0,0.0,0.8969624675004392
7214.000000000959,0.0,0.0,0.0,0.4629505963440092,0.0,0.0,0.9015945351564394
7215.000000000959,0.0,0.0,0.0,0.4652814013669918,0.0,0.0,0.9062266485114828
7216.000000000959,0.0,0.0,0.0,0.4660286293010064,0.0,0.0,0.9077737650254828
7217.000000000959,0.0,0.0,0.0,0.4667760865898891,0.0,0.0,0.9093208959294828
7218.000000000959,0.0,0.0,0.0,0.467523679937985,0.0,0.0,0.9108680412154844
7219.0000000009595,0.0,0.0,0.0,0.4682713154396721,0.0,0.0,0.9124152008794846
7220.0000000009595,0.0,0.0,0.0,0.4690188985737784,0.0,0.0,0.9139623749106344
7221.0000000009595,0.0,0.0,0.0,0.4687934387569892,0.0,0.0,0.9135813628836345
7222.00000000096,0.0,0.0,0.0,0.4685679070431119,0.0,0.0,0.9132003456926344
7223.00000000096,0.0,0.0,0.0,0.4683422082599837,0.0,0.0,0.912819323341634
7224.00000000096,0.0,0.0,0.0,0.4681162474148218,0.0,0.0,0.912438295832634
7225.00000000096,0.0,0.0,0.0,0.4678899296926535,0.0,0.0,0.9120572631620406
7226.00000000096,0.0,0.0,0.0,0.4662781784353176,0.0,0.0,0.9089766764510406
7227.000000000961,0.0,0.0,0.0,0.4646661990848377,0.0,0.0,0.9058960572940404
7228.000000000961,0.0,0.0,0.0,0.4630540431708131,0.0,0.0,0.9028154057040372
7229.000000000961,0.0,0.0,0.0,0.4614417615684852,0.0,0.0,0.899734721694037
7230.000000000962,0.0,0.0,0.0,0.4598294044971229,0.0,0.0,0.8966540052735532
7231.000000000962,0.0,0.0,0.0,0.4574514568142375,0.0,0.0,0.8920306181265533
7232.000000000962,0.0,0.0,0.0,0.4550733708927238,0.0,0.0,0.8874071830245532
7233.000000000962,0.0,0.0,0.0,0.4526951957145119,0.0,0.0,0.8827836999845479
7234.000000000962,0.0,0.0,0.0,0.4503169792991299,0.0,0.0,0.8781601690285478
7235.000000000963,0.0,0.0,0.0,0.4479387687036134,0.0,0.0,0.8735365901834472
7236.000000000963,0.0,0.0,0.0,0.4476365695478091,0.0,0.0,0.8729624912444472
7237.000000000963,0.0,0.0,0.0,0.4473340659058887,0.0,0.0,0.8723883852774472
7238.000000000964,0.0,0.0,0.0,0.4470314880714907,0.0,0.0,0.8718142722854465
7239.000000000964,0.0,0.0,0.0,0.4467290520959265,0.0,0.0,0.8712401522714466
7240.000000000964,0.0,0.0,0.0,0.4464269598338893,0.0,0.0,0.8706660252393761
7241.000000000964,0.0,0.0,0.0,0.4465948937691443,0.0,0.0,0.871056088763376
7242.000000000964,0.0,0.0,0.0,0.4467635028375167,0.0,0.0,0.871446154982376
7243.000000000965,0.0,0.0,0.0,0.4469329492953606,0.0,0.0,0.8718362238943764
7244.000000000965,0.0,0.0,0.0,0.4471033820086992,0.0,0.0,0.8722262954983765
7245.000000000965,0.0,0.0,0.0,0.4472749364285561,0.0,0.0,0.8726163697947488
7246.000000000966,0.0,0.0,0.0,0.4476454141461591,0.0,0.0,0.8733921355137487
7247.000000000966,0.0,0.0,0.0,0.4480169675026669,0.0,0.0,0.8741679077997487
7248.000000000966,0.0,0.0,0.0,0.448389617541252,0.0,0.0,0.8749436866497496
7249.000000000966,0.0,0.0,0.0,0.4487633671066943,0.0,0.0,0.8757194720617496
7250.000000000966,0.0,0.0,0.0,0.4491382007680244,0.0,0.0,0.8764952640327497
7251.000000000967,0.0,0.0,0.0,0.4495277652608768,0.0,0.0,0.8772710625607497
7252.000000000967,0.0,0.0,0.0,0.4499183511657737,0.0,0.0,0.8780468676417498
7253.000000000967,0.0,0.0,0.0,0.4503098878501936,0.0,0.0,0.8788226792747507
7254.000000000968,0.0,0.0,0.0,0.4507022860843168,0.0,0.0,0.8795984974557506
7255.000000000968,0.0,0.0,0.0,0.4510954379633173,0.0,0.0,0.880374322184497
7256.000000000968,0.0,0.0,0.0,0.4518844798689641,0.0,0.0,0.8819215696534969
7257.000000000968,0.0,0.0,0.0,0.4526742600036102,0.0,0.0,0.883468831398497
7258.000000000968,0.0,0.0,0.0,0.4534646922958809,0.0,0.0,0.8850161074134987
7259.000000000969,0.0,0.0,0.0,0.4542556761842946,0.0,0.0,0.8865633976924987
7260.000000000969,0.0,0.0,0.0,0.455047096494429,0.0,0.0,0.8881107022270043
7261.000000000969,0.0,0.0,0.0,0.4550250120197918,0.0,0.0,0.8881151499630043
7262.0000000009695,0.0,0.0,0.0,0.4550030856976965,0.0,0.0,0.8881195964970043
7263.0000000009695,0.0,0.0,0.0,0.4549811578054827,0.0,0.0,0.8881240418290043
7264.0000000009695,0.0,0.0,0.0,0.4549590547656011,0.0,0.0,0.8881284859590043
7265.0000000009695,0.0,0.0,0.0,0.4549365891496756,0.0,0.0,0.8881329288878173
7266.0000000009695,0.0,0.0,0.0,0.454814772806959,0.0,0.0,0.8879445069088172
7267.00000000097,0.0,0.0,0.0,0.4546929663958903,0.0,0.0,0.8877560818008172
7268.00000000097,0.0,0.0,0.0,0.4545711699172543,0.0,0.0,0.887567653565817
7269.00000000097,0.0,0.0,0.0,0.4544493833708127,0.0,0.0,0.887379222203817
7270.000000000971,0.0,0.0,0.0,0.4543276067565814,0.0,0.0,0.887190787715319
7271.000000000971,0.0,0.0,0.0,0.4534148905570819,0.0,0.0,0.8854594018983191
7272.000000000971,0.0,0.0,0.0,0.4525022670662674,0.0,0.0,0.883727997551319
7273.000000000971,0.0,0.0,0.0,0.4515897362887039,0.0,0.0,0.881996574682317
7274.000000000971,0.0,0.0,0.0,0.4506772982279357,0.0,0.0,0.880265133297317
7275.000000000972,0.0,0.0,0.0,0.4497649528908297,0.0,0.0,0.8785336734088168
7276.000000000972,0.0,0.0,0.0,0.4496425862436035,0.0,0.0,0.8783451817208168
7277.000000000972,0.0,0.0,0.0,0.4495202293181348,0.0,0.0,0.8781566869278168
7278.000000000973,0.0,0.0,0.0,0.4493978821146285,0.0,0.0,0.8779681890298165
7279.000000000973,0.0,0.0,0.0,0.4492755446343131,0.0,0.0,0.8777796880288166
7280.000000000973,0.0,0.0,0.0,0.4491532168810886,0.0,0.0,0.8775911839320075
7281.000000000973,0.0,0.0,0.0,0.4507237632901563,0.0,0.0,0.8806816051750075
7282.000000000973,0.0,0.0,0.0,0.4522942463633049,0.0,0.0,0.8837720559710075
7283.000000000974,0.0,0.0,0.0,0.4538646660907748,0.0,0.0,0.886862536309011
7284.000000000974,0.0,0.0,0.0,0.4554350224628033,0.0,0.0,0.8899530461780112
7285.000000000974,0.0,0.0,0.0,0.4570053154643186,0.0,0.0,0.8930435855566285
7286.000000000975,0.0,0.0,0.0,0.4567983195813013,0.0,0.0,0.8926622614696286
7287.000000000975,0.0,0.0,0.0,0.4565909672591782,0.0,0.0,0.8922809323486285
7288.000000000975,0.0,0.0,0.0,0.4563834470460682,0.0,0.0,0.8918995981966281
7289.000000000975,0.0,0.0,0.0,0.4561759332250127,0.0,0.0,0.8915182590156281
7290.000000000975,0.0,0.0,0.0,0.4559685858468674,0.0,0.0,0.8911369148095688
7291.000000000976,0.0,0.0,0.0,0.456244369770763,0.0,0.0,0.8917200042565687
7292.000000000976,0.0,0.0,0.0,0.4565205639059744,0.0,0.0,0.8923030982575688
7293.000000000976,0.0,0.0,0.0,0.4567972875564063,0.0,0.0,0.8928861968125694
7294.000000000977,0.0,0.0,0.0,0.4570746463616461,0.0,0.0,0.8934692999185694
7295.000000000977,0.0,0.0,0.0,0.4573527322585516,0.0,0.0,0.8940524075753229
7296.000000000977,0.0,0.0,0.0,0.4580261142817326,0.0,0.0,0.895407089868323
7297.000000000977,0.0,0.0,0.0,0.4587002155543581,0.0,0.0,0.896761784358323
7298.000000000977,0.0,0.0,0.0,0.4593751516747541,0.0,0.0,0.8981164910423245
7299.000000000978,0.0,0.0,0.0,0.4600510201753982,0.0,0.0,0.8994712099133245
7300.000000000978,0.0,0.0,0.0,0.4607279003886192,0.0,0.0,0.9008259409634386
7301.000000000978,0.0,0.0,0.0,0.4604091212254927,0.0,0.0,0.9002517111704386
7302.000000000979,0.0,0.0,0.0,0.4600915194485153,0.0,0.0,0.8996774744454386
7303.000000000979,0.0,0.0,0.0,0.4597751113915739,0.0,0.0,0.899103230791438
7304.000000000979,0.0,0.0,0.0,0.4594598946432336,0.0,0.0,0.8985289802124379
7305.000000000979,0.0,0.0,0.0,0.4591458481104083,0.0,0.0,0.8979547227110043
7306.000000000979,0.0,0.0,0.0,0.4591290158027817,0.0,0.0,0.8979591645160043
7307.0000000009795,0.0,0.0,0.0,0.4591133571069332,0.0,0.0,0.8979636051280043
7308.0000000009795,0.0,0.0,0.0,0.4590987340590531,0.0,0.0,0.8979680445470043
7309.0000000009795,0.0,0.0,0.0,0.4590849947125913,0.0,0.0,0.8979724827720044
7310.00000000098,0.0,0.0,0.0,0.4590719731422831,0.0,0.0,0.8979769198065715
7311.00000000098,0.0,0.0,0.0,0.4593829686083486,0.0,0.0,0.8985600761785715
7312.00000000098,0.0,0.0,0.0,0.4596943301559326,0.0,0.0,0.8991432370735716
7313.00000000098,0.0,0.0,0.0,0.460005850216853,0.0,0.0,0.8997264024925722
7314.00000000098,0.0,0.0,0.0,0.460317306620999,0.0,0.0,0.9003095724325723
7315.000000000981,0.0,0.0,0.0,0.4606284625526148,0.0,0.0,0.9008927468923292
7316.000000000981,0.0,0.0,0.0,0.4613336216633956,0.0,0.0,0.9022475722853291
7317.000000000981,0.0,0.0,0.0,0.4620387772620749,0.0,0.0,0.9036024098043292
7318.000000000982,0.0,0.0,0.0,0.462743882040679,0.0,0.0,0.9049572594443308
7319.000000000982,0.0,0.0,0.0,0.4634488884083341,0.0,0.0,0.9063121212023308
7320.000000000982,0.0,0.0,0.0,0.4641537484890486,0.0,0.0,0.9076669950730888
7321.000000000982,0.0,0.0,0.0,0.465220060906121,0.0,0.0,0.9097935464830889
7322.000000000982,0.0,0.0,0.0,0.4662859985429229,0.0,0.0,0.9119201175970888
7323.000000000983,0.0,0.0,0.0,0.4673515118860949,0.0,0.0,0.9140467084050912
7324.000000000983,0.0,0.0,0.0,0.4684165509937865,0.0,0.0,0.9161733189010912
7325.000000000983,0.0,0.0,0.0,0.4694810654906033,0.0,0.0,0.918299949072953
7326.000000000984,0.0,0.0,0.0,0.4699530539909647,0.0,0.0,0.919269072280953
7327.000000000984,0.0,0.0,0.0,0.4704246132156997,0.0,0.0,0.920238203765953
7328.000000000984,0.0,0.0,0.0,0.4708958378456354,0.0,0.0,0.921207343524954
7329.000000000984,0.0,0.0,0.0,0.4713668229424272,0.0,0.0,0.9221764915549542
7330.000000000984,0.0,0.0,0.0,0.4718376639466757,0.0,0.0,0.9231456478500044
7331.000000000985,0.0,0.0,0.0,0.4718584465264883,0.0,0.0,0.9231501831710044
7332.000000000985,0.0,0.0,0.0,0.4718793251266241,0.0,0.0,0.9231547172780044
7333.000000000985,0.0,0.0,0.0,0.4719003957837323,0.0,0.0,0.9231592501690044
7334.000000000986,0.0,0.0,0.0,0.4719217545508721,0.0,0.0,0.9231637818470044
7335.000000000986,0.0,0.0,0.0,0.4719434974940297,0.0,0.0,0.923168312312575
7336.000000000986,0.0,0.0,0.0,0.4722624040251866,0.0,0.0,0.923751633314575
7337.000000000986,0.0,0.0,0.0,0.472582148585055,0.0,0.0,0.924334958781575
7338.000000000986,0.0,0.0,0.0,0.4729024898994454,0.0,0.0,0.9249182887125756
7339.000000000987,0.0,0.0,0.0,0.47322320048615,0.0,0.0,0.9255016231045756
7340.000000000987,0.0,0.0,0.0,0.4735440667034021,0.0,0.0,0.9260849619561948
7341.000000000987,0.0,0.0,0.0,0.4736244005399906,0.0,0.0,0.9262824346421948
7342.000000000988,0.0,0.0,0.0,0.4737044634542887,0.0,0.0,0.9264799080041948
7343.000000000988,0.0,0.0,0.0,0.4737840842672448,0.0,0.0,0.926677382043195
7344.000000000988,0.0,0.0,0.0,0.4738631061489757,0.0,0.0,0.926874856757195
7345.000000000988,0.0,0.0,0.0,0.4739413866336395,0.0,0.0,0.927072332145814
7346.000000000988,0.0,0.0,0.0,0.4738215363760226,0.0,0.0,0.9268839281398138
7347.000000000989,0.0,0.0,0.0,0.4737007214062695,0.0,0.0,0.9266955210348138
7348.000000000989,0.0,0.0,0.0,0.4735788437619727,0.0,0.0,0.9265071108298136
7349.000000000989,0.0,0.0,0.0,0.4734558200361571,0.0,0.0,0.9263186975278136
7350.0000000009895,0.0,0.0,0.0,0.4733315813564037,0.0,0.0,0.9261302811301952
7351.0000000009895,0.0,0.0,0.0,0.4734406595487694,0.0,0.0,0.9263277511391952
7352.0000000009895,0.0,0.0,0.0,0.4735484208085532,0.0,0.0,0.9265252218241952
7353.0000000009895,0.0,0.0,0.0,0.4736548377548225,0.0,0.0,0.9267226931851956
7354.0000000009895,0.0,0.0,0.0,0.473759897442752,0.0,0.0,0.9269201652221956
7355.00000000099,0.0,0.0,0.0,0.4738636013783025,0.0,0.0,0.9271176379328132
7356.00000000099,0.0,0.0,0.0,0.4737687262674869,0.0,0.0,0.9269292123968134
7357.00000000099,0.0,0.0,0.0,0.4736728100890848,0.0,0.0,0.9267407837708134
7358.000000000991,0.0,0.0,0.0,0.4735759786868097,0.0,0.0,0.9265523520548132
7359.000000000991,0.0,0.0,0.0,0.47347837706594,0.0,0.0,0.9263639172518132
7360.000000000991,0.0,0.0,0.0,0.4733801693693956,0.0,0.0,0.9261754793628132
7361.000000000991,0.0,0.0,0.0,0.4732394749671058,0.0,0.0,0.9259870383878132
7362.000000000991,0.0,0.0,0.0,0.4730985797749348,0.0,0.0,0.9257985943288132
7363.000000000992,0.0,0.0,0.0,0.4729577052233696,0.0,0.0,0.9256101471868128
7364.000000000992,0.0,0.0,0.0,0.4728170917126112,0.0,0.0,0.925421696962813
7365.000000000992,0.0,0.0,0.0,0.472676998585767,0.0,0.0,0.925233243660196
7366.000000000993,0.0,0.0,0.0,0.4727348412292721,0.0,0.0,0.925430705002196
7367.000000000993,0.0,0.0,0.0,0.4727926677131033,0.0,0.0,0.925628167021196
7368.000000000993,0.0,0.0,0.0,0.4728504780383833,0.0,0.0,0.9258256297171962
7369.000000000993,0.0,0.0,0.0,0.4729082722057235,0.0,0.0,0.9260230930891962
7370.000000000993,0.0,0.0,0.0,0.4729660502169897,0.0,0.0,0.9262205571385796
7371.000000000994,0.0,0.0,0.0,0.4732576725926748,0.0,0.0,0.9268039489715796
7372.000000000994,0.0,0.0,0.0,0.4735492890325532,0.0,0.0,0.9273873452295796
7373.000000000994,0.0,0.0,0.0,0.4738408995354932,0.0,0.0,0.9279707459115804
7374.000000000995,0.0,0.0,0.0,0.4741325040998522,0.0,0.0,0.9285541510155804
7375.000000000995,0.0,0.0,0.0,0.4744241027238902,0.0,0.0,0.9291375605393885
7376.000000000995,0.0,0.0,0.0,0.4746171657894186,0.0,0.0,0.9295280062433884
7377.000000000995,0.0,0.0,0.0,0.4748102245724849,0.0,0.0,0.9299184544923884
7378.000000000995,0.0,0.0,0.0,0.475003279071665,0.0,0.0,0.9303089052843888
7379.000000000996,0.0,0.0,0.0,0.4751963292860452,0.0,0.0,0.9306993586183888
7380.000000000996,0.0,0.0,0.0,0.475389375214489,0.0,0.0,0.9310898144930044
7381.000000000996,0.0,0.0,0.0,0.4753591360897809,0.0,0.0,0.9310943270740044
7382.000000000997,0.0,0.0,0.0,0.4753288970554408,0.0,0.0,0.9310988384540044
7383.000000000997,0.0,0.0,0.0,0.47529865811214,0.0,0.0,0.9311033486340043
7384.000000000997,0.0,0.0,0.0,0.4752684192600385,0.0,0.0,0.9311078576140044
7385.000000000997,0.0,0.0,0.0,0.4752381804993955,0.0,0.0,0.931112365394197
7386.000000000997,0.0,0.0,0.0,0.4753064305237788,0.0,0.0,0.931309849566197
7387.000000000998,0.0,0.0,0.0,0.4753746681069856,0.0,0.0,0.931507334408197
7388.000000000998,0.0,0.0,0.0,0.4754428932485934,0.0,0.0,0.9317048199181972
7389.000000000998,0.0,0.0,0.0,0.4755111059492,0.0,0.0,0.9319023060961972
7390.000000000999,0.0,0.0,0.0,0.475579306209836,0.0,0.0,0.9320997929430046
7391.000000000999,0.0,0.0,0.0,0.4755695427215412,0.0,0.0,0.9321042982020044
7392.000000000999,0.0,0.0,0.0,0.4755597782203751,0.0,0.0,0.9321088022640044
7393.000000000999,0.0,0.0,0.0,0.4755500127063966,0.0,0.0,0.9321133051290046
7394.000000000999,0.0,0.0,0.0,0.4755402461796645,0.0,0.0,0.9321178067970044
7395.0000000009995,0.0,0.0,0.0,0.4755304786413563,0.0,0.0,0.9321223072701974
7396.0000000009995,0.0,0.0,0.0,0.4756191615843781,0.0,0.0,0.9323197934651974
7397.0000000009995,0.0,0.0,0.0,0.4757078394701901,0.0,0.0,0.9325172803271974
7398.000000001,0.0,0.0,0.0,0.4757965122986028,0.0,0.0,0.9327147678561976
7399.000000001,0.0,0.0,0.0,0.475885180069425,0.0,0.0,0.9329122560521976
7400.000000001,0.0,0.0,0.0,0.4759738427829554,0.0,0.0,0.9331097449161976
7401.000000001,0.0,0.0,0.0,0.4760419716335858,0.0,0.0,0.9333072344461976
7402.000000001,0.0,0.0,0.0,0.4761100880459877,0.0,0.0,0.9335047246431976
7403.000000001001,0.0,0.0,0.0,0.4761781920202495,0.0,0.0,0.9337022155061978
7404.000000001001,0.0,0.0,0.0,0.4762462835569697,0.0,0.0,0.933899707035198
7405.000000001001,0.0,0.0,0.0,0.4763143626562373,0.0,0.0,0.934097199229198
7406.000000001002,0.0,0.0,0.0,0.4763824293191608,0.0,0.0,0.9342946920891978
7407.000000001002,0.0,0.0,0.0,0.4764504835453197,0.0,0.0,0.9344921856131978
7408.000000001002,0.0,0.0,0.0,0.4765185253363325,0.0,0.0,0.934689679803198
7409.000000001002,0.0,0.0,0.0,0.4765865546917782,0.0,0.0,0.934887174657198
7410.000000001002,0.0,0.0,0.0,0.4766545716127092,0.0,0.0,0.9350846701760046
7411.000000001003,0.0,0.0,0.0,0.4766664564778709,0.0,0.0,0.9350891654990046
7412.000000001003,0.0,0.0,0.0,0.4766783408248081,0.0,0.0,0.9350936596300046
7413.000000001003,0.0,0.0,0.0,0.4766902246544979,0.0,0.0,0.9350981525710046
7414.000000001004,0.0,0.0,0.0,0.476702107966387,0.0,0.0,0.9351026443210044
7415.000000001004,0.0,0.0,0.0,0.4767139907610421,0.0,0.0,0.9351071348811982
7416.000000001004,0.0,0.0,0.0,0.4768242684716613,0.0,0.0,0.9353046297471984
7417.000000001004,0.0,0.0,0.0,0.4769345505697632,0.0,0.0,0.9355021252761982
7418.000000001004,0.0,0.0,0.0,0.4770448370558707,0.0,0.0,0.9356996214691984
7419.000000001005,0.0,0.0,0.0,0.4771551279299955,0.0,0.0,0.9358971183261984
7420.000000001005,0.0,0.0,0.0,0.477265423190469,0.0,0.0,0.9360946158440046
7421.000000001005,0.0,0.0,0.0,0.4772239660758207,0.0,0.0,0.9360991039020046
7422.000000001006,0.0,0.0,0.0,0.4771825097599195,0.0,0.0,0.9361035907710046
7423.000000001006,0.0,0.0,0.0,0.4771410542440303,0.0,0.0,0.9361080764530044
7424.000000001006,0.0,0.0,0.0,0.4770995995283976,0.0,0.0,0.9361125609480044
7425.000000001006,0.0,0.0,0.0,0.4770581456132658,0.0,0.0,0.9361170442560044
7426.000000001006,0.0,0.0,0.0,0.4770166924993895,0.0,0.0,0.9361215263780044
