u,g,r,i,z,y,time
25.5804,22.9734,22.7167,22.9451,23.2278,23.4320,0.15
25.8595,23.0245,22.4743,22.6635,22.9397,23.2048,0.25
26.1222,23.2315,22.3902,22.5054,22.7358,23.0157,0.35
26.2564,23.4850,22.3917,22.4152,22.5719,22.8776,0.45
26.4417,23.7436,22.4451,22.3929,22.4666,22.7692,0.55
26.5973,23.9906,22.5516,22.3873,22.4059,22.6704,0.65
26.8172,24.1991,22.7059,22.4047,22.3789,22.6042,0.75
26.9012,24.3713,22.8834,22.4396,22.3780,22.5387,0.85
27.0548,24.5418,23.0714,22.5041,22.3869,22.4811,0.95
27.1915,24.7055,23.2483,22.6002,22.4229,22.4722,1.05
27.2864,24.8679,23.4231,22.7161,22.4666,22.4510,1.15
27.4544,25.0199,23.5515,22.8346,22.4993,22.4627,1.25
27.5172,25.1483,23.6623,22.9425,22.5588,22.4919,1.35
27.6904,25.2910,23.7603,23.0486,22.5907,22.5204,1.45
27.7787,25.4098,23.8572,23.1481,22.6597,22.5667,1.55
27.9444,25.5336,23.9489,23.2398,22.7153,22.6050,1.65
28.0097,25.6486,24.0207,23.3293,22.7923,22.6701,1.75
28.1133,25.7310,24.1017,23.3994,22.8602,22.7223,1.85
28.1158,25.8305,24.1764,23.4588,22.9477,22.7848,1.95
28.2314,25.9516,24.2481,23.5214,23.0278,22.8263,2.05
28.3899,26.0021,24.3201,23.5850,23.0892,22.8808,2.15
28.5096,26.1217,24.3877,23.6484,23.1754,22.9421,2.25
28.5223,26.1564,24.4472,23.6947,23.2324,23.0153,2.35
28.6784,26.2419,24.5047,23.7457,23.2597,23.0607,2.45
28.7546,26.3135,24.5697,23.8071,23.3558,23.1211,2.55
28.8961,26.3733,24.6399,23.8680,23.4045,23.1612,2.65
28.8944,26.4383,24.6767,23.9196,23.4491,23.2214,2.75
28.9734,26.5029,24.7531,23.9663,23.5047,23.2897,2.85
29.1955,26.5842,24.8215,24.0166,23.5565,23.3429,2.95
29.1064,26.6241,24.8683,24.0574,23.6130,23.4017,3.05
29.2717,26.6941,24.9153,24.1041,23.6709,23.4356,3.15
29.3444,26.7247,24.9569,24.1634,23.7178,23.5000,3.25
29.3821,26.7581,25.0258,24.2031,23.7706,23.5532,3.35
29.4677,26.8141,25.0840,24.2510,23.8409,23.6104,3.45
29.5648,26.8798,25.1192,24.3032,23.8616,23.6646,3.55
29.7174,26.9120,25.1610,24.3425,23.9086,23.7221,3.65
29.6779,26.9206,25.2136,24.3839,23.9868,23.7842,3.75
29.8974,26.9598,25.2814,24.4378,24.0089,23.8270,3.85
29.8093,27.0475,25.2976,24.4536,24.0663,23.8719,3.95
29.9766,27.0963,25.3525,24.5238,24.1174,23.9287,4.05
29.9713,27.1520,25.4139,24.5569,24.1529,23.9788,4.15
30.1323,27.1845,25.4605,24.5895,24.1978,24.0259,4.25
30.1464,27.2090,25.5064,24.6635,24.2554,24.0683,4.35
30.2591,27.2437,25.5309,24.6694,24.2846,24.1093,4.45
30.1418,27.3628,25.5875,24.7380,24.3385,24.1516,4.55
30.2147,27.3505,25.6302,24.7933,24.3727,24.1972,4.65
30.5203,27.4149,25.6656,24.8287,24.4236,24.2560,4.75
30.7086,27.4132,25.7246,24.8744,24.4370,24.3231,4.85
30.6094,27.4942,25.7749,24.8925,24.5027,24.3427,4.95
30.7931,27.5284,25.8264,24.9379,24.5381,24.4043,5.05
30.4837,27.5323,25.8608,25.0015,24.5781,24.4172,5.15
31.0172,27.5673,25.8772,25.0246,24.6130,24.4554,5.25
30.9124,27.6267,25.9244,25.0682,24.6845,24.4838,5.35
30.9802,27.7072,25.9776,25.1037,24.7029,24.5442,5.45
31.1447,27.7405,26.0138,25.1284,24.7213,24.5630,5.55
30.9381,27.7755,26.0361,25.1764,24.7755,24.6442,5.65
31.3458,27.8113,26.0616,25.2119,24.8077,24.6555,5.75
31.1627,27.8733,26.0968,25.2883,24.8396,24.7043,5.85
31.3301,27.8696,26.1615,25.2961,24.9281,24.7436,5.95
31.3858,27.9170,26.1951,25.3566,24.9082,24.7349,6.05
31.5480,27.9946,26.2117,25.3889,24.9665,24.8346,6.15
