u,g,r,i,z,y,time
24.4559,22.1453,22.0418,22.3145,22.5907,22.8126,0.15
24.7734,22.1365,21.7955,22.0217,22.3155,22.6096,0.25
25.0721,22.3021,21.6917,21.8426,22.1175,22.4164,0.35
25.2343,22.5191,21.6733,21.7265,21.9575,22.2858,0.45
25.4440,22.7439,21.7047,21.6895,21.8480,22.1710,0.55
25.6188,22.9794,21.7725,21.6832,21.7622,22.0896,0.65
25.8207,23.1939,21.8978,21.6891,21.7194,22.0127,0.75
25.9373,23.3761,22.0481,21.7104,21.6998,21.9381,0.85
26.1170,23.5550,22.2239,21.7521,21.6883,21.8615,0.95
26.2499,23.7139,22.4079,21.8173,21.7116,21.8392,1.05
26.3374,23.8723,22.5948,21.9032,21.7379,21.8041,1.15
26.5043,24.0251,22.7294,21.9942,21.7660,21.8103,1.25
26.5784,24.1479,22.8385,22.0912,21.8195,21.8217,1.35
26.7543,24.2894,22.9324,22.1828,21.8475,21.8391,1.45
26.8157,24.4066,23.0233,22.2795,21.9065,21.8777,1.55
26.9640,24.5308,23.1012,22.3768,21.9493,21.9097,1.65
27.0330,24.6343,23.1787,22.4601,22.0319,21.9568,1.75
27.1502,24.7173,23.2519,22.5426,22.0797,22.0173,1.85
27.1787,24.8123,23.3303,22.6083,22.1610,22.0623,1.95
27.2667,24.9285,23.3890,22.6807,22.2288,22.1089,2.05
27.3618,24.9850,23.4568,22.7418,22.2877,22.1612,2.15
27.5285,25.1042,23.5255,22.8094,22.3679,22.2202,2.25
27.5526,25.1394,23.5815,22.8549,22.4364,22.2842,2.35
27.6158,25.2284,23.6326,22.8974,22.4751,22.3290,2.45
27.6863,25.2974,23.6931,22.9701,22.5614,22.3822,2.55
27.8346,25.3518,23.7677,23.0310,22.6040,22.4148,2.65
27.8485,25.4112,23.8119,23.0731,22.6531,22.4860,2.75
27.9541,25.4923,23.8665,23.1331,22.7155,22.5474,2.85
28.1633,25.5619,23.9348,23.1835,22.7664,22.6062,2.95
28.1170,25.6153,23.9732,23.2308,22.8126,22.6673,3.05
28.1913,25.6762,24.0233,23.2833,22.8662,22.6997,3.15
28.2234,25.7043,24.0746,23.3307,22.9216,22.7669,3.25
28.3036,25.7461,24.1340,23.3796,22.9733,22.8209,3.35
28.3863,25.8038,24.1918,23.4237,23.0512,22.8711,3.45
28.5184,25.8704,24.2286,23.4681,23.0844,22.9250,3.55
28.5994,25.9137,24.2653,23.5146,23.1197,22.9945,3.65
28.5959,25.9173,24.3133,23.5608,23.2055,23.0462,3.75
28.7703,25.9553,24.3904,23.5993,23.2346,23.1013,3.85
28.7270,26.0383,24.3956,23.6370,23.2758,23.1549,3.95
28.8363,26.0882,24.4613,23.7006,23.3294,23.2089,4.05
28.8972,26.1531,24.5071,23.7343,23.3676,23.2662,4.15
28.9973,26.1991,24.5618,23.7586,23.4160,23.3148,4.25
29.1005,26.2168,24.6098,23.8379,23.4739,23.3476,4.35
29.0744,26.2298,24.6282,23.8524,23.5130,23.3821,4.45
28.9399,26.3436,24.6943,23.9015,23.5627,23.4437,4.55
