u,g,r,i,z,y,time
24.6487,22.2862,22.1609,22.4276,22.7038,22.9259,0.15
24.9559,22.2869,21.9149,22.1354,22.4274,22.7151,0.25
25.2528,22.4587,21.8146,21.9587,22.2270,22.5283,0.35
25.4104,22.6801,21.7991,21.8470,22.0676,22.3935,0.45
25.6175,22.9094,21.8336,21.8134,21.9577,22.2784,0.55
25.7868,23.1485,21.9058,21.8084,21.8739,22.1943,0.65
25.9911,23.3632,22.0356,21.8159,21.8338,22.1187,0.75
26.1021,23.5438,22.1912,21.8384,21.8178,22.0445,0.85
26.2800,23.7214,22.3703,21.8820,21.8104,21.9694,0.95
26.4132,23.8801,22.5539,21.9516,21.8361,21.9510,1.05
26.4999,24.0380,22.7398,22.0427,21.8645,21.9155,1.15
26.6704,24.1921,22.8726,22.1387,21.8940,21.9238,1.25
26.7362,24.3159,22.9809,22.2361,21.9488,21.9372,1.35
26.9186,24.4569,23.0760,22.3302,21.9768,21.9569,1.45
26.9795,24.5747,23.1671,22.4278,22.0373,21.9973,1.55
27.1301,24.6997,23.2471,22.5252,22.0807,22.0313,1.65
27.1998,24.8040,23.3228,22.6097,22.1628,22.0824,1.75
27.3167,24.8877,23.3974,22.6915,22.2123,22.1413,1.85
27.3386,24.9824,23.4764,22.7560,22.2959,22.1865,1.95
27.4297,25.1004,23.5365,22.8245,22.3664,22.2338,2.05
27.5333,25.1550,23.6057,22.8875,22.4251,22.2870,2.15
27.6943,25.2760,23.6731,22.9559,22.5068,22.3456,2.25
27.7194,25.3104,23.7301,22.9991,22.5736,22.4118,2.35
27.7934,25.3998,23.7822,23.0436,22.6102,22.4562,2.45
27.8653,25.4682,23.8422,23.1149,22.7004,22.5093,2.55
28.0135,25.5233,23.9159,23.1756,22.7427,22.5428,2.65
28.0260,25.5845,23.9594,23.2179,22.7913,22.6120,2.75
28.1301,25.6618,24.0164,23.2780,22.8514,22.6759,2.85
28.3345,25.7336,24.0858,23.3283,22.9031,22.7341,2.95
28.2837,25.7860,24.1263,23.3738,22.9491,22.7963,3.05
28.3686,25.8482,24.1747,23.4271,23.0051,22.8273,3.15
28.4099,25.8770,24.2241,23.4759,23.0590,22.8950,3.25
28.4825,25.9159,24.2860,23.5220,23.1114,22.9480,3.35
28.5699,25.9744,24.3431,23.5648,23.1896,22.9973,3.45
28.6982,26.0405,24.3809,23.6117,23.2208,23.0516,3.55
28.7881,26.0824,24.4179,23.6580,23.2539,23.1232,3.65
28.7715,26.0864,24.4675,23.7039,23.3410,23.1720,3.75
28.9629,26.1225,24.5420,23.7423,23.3696,23.2276,3.85
28.9113,26.2083,24.5496,23.7792,23.4117,23.2826,3.95
29.0250,26.2581,24.6131,23.8407,23.4659,23.3308,4.05
