u,g,r,i,z,y,time
24.7335,22.3483,22.2130,22.4770,22.7528,22.9741,0.15
25.0368,22.3533,21.9670,22.1851,22.4762,22.7612,0.25
25.3323,22.5280,21.8682,22.0092,22.2745,22.5765,0.35
25.4881,22.7515,21.8541,21.8998,22.1153,22.4403,0.45
25.6936,22.9830,21.8899,21.8677,22.0054,22.3248,0.55
25.8607,23.2234,21.9645,21.8630,21.9229,22.2397,0.65
26.0662,23.4381,22.0962,21.8710,21.8840,22.1652,0.75
26.1747,23.6180,22.2542,21.8946,21.8695,22.0912,0.85
26.3516,23.7950,22.4346,21.9388,21.8639,22.0164,0.95
26.4849,23.9536,22.6179,22.0107,21.8906,21.9997,1.05
26.5718,24.1116,22.8032,22.1039,21.9202,21.9651,1.15
26.7433,24.2660,22.9351,22.2018,21.9501,21.9738,1.25
26.8062,24.3903,23.0434,22.3001,22.0055,21.9878,1.35
26.9905,24.5311,23.1389,22.3958,22.0336,22.0083,1.45
27.0516,24.6491,23.2303,22.4931,22.0947,22.0499,1.55
27.2033,24.7744,23.3111,22.5905,22.1383,22.0846,1.65
27.2732,24.8792,23.3862,22.6759,22.2202,22.1372,1.75
27.3894,24.9630,23.4614,22.7566,22.2706,22.1950,1.85
27.4088,25.0577,23.5403,22.8206,22.3554,22.2413,1.95
27.5009,25.1765,23.6013,22.8880,22.4270,22.2887,2.05
27.6089,25.2303,23.6711,22.9512,22.4855,22.3420,2.15
27.7676,25.3517,23.7381,23.0201,22.5677,22.4003,2.25
27.7929,25.3860,23.7956,23.0627,22.6337,22.4680,2.35
27.8725,25.4755,23.8480,23.1079,22.6696,22.5117,2.45
27.9447,25.5439,23.9077,23.1784,22.7614,22.5652,2.55
28.0926,25.5994,23.9811,23.2386,22.8034,22.5991,2.65
28.1040,25.6611,24.0243,23.2813,22.8519,22.6678,2.75
28.2070,25.7367,24.0826,23.3408,22.9113,22.7325,2.85
28.4109,25.8095,24.1522,23.3920,22.9631,22.7896,2.95
28.3577,25.8614,24.1938,23.4361,23.0093,22.8523,3.05
28.4483,25.9242,24.2416,23.4897,23.0662,22.8837,3.15
28.4926,25.9532,24.2900,23.5391,23.1192,22.9513,3.25
28.5609,25.9909,24.3529,23.5844,23.1721,23.0037,3.35
28.6511,26.0496,24.4102,23.6269,23.2501,23.0525,3.45
28.7776,26.1158,24.4478,23.6750,23.2804,23.1068,3.55
28.8714,26.1569,24.4854,23.7203,23.3134,23.1795,3.65
28.8504,26.1612,24.5354,23.7665,23.4005,23.2283,3.75
29.0481,26.1964,24.6091,23.8063,23.4282,23.2823,3.85
28.9918,26.2835,24.6174,23.8407,23.4710,23.3372,3.95
29.1080,26.3334,24.6801,23.9021,23.5260,23.3849,4.05
29.1548,26.3964,24.7284,23.9374,23.5631,23.4433,4.15
29.2907,26.4391,24.7831,23.9649,23.6103,23.4913,4.25
29.3573,26.4589,24.8297,24.0441,23.6664,23.5282,4.35
29.3659,26.4754,24.8502,24.0550,23.7055,23.5629,4.45
29.2114,26.5909,24.9133,24.1078,23.7573,23.6170,4.55
29.3623,26.5868,24.9601,24.1616,23.7877,23.6687,4.65
